DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-06-25 00:00:00;2;4;3;3;2;3;3;3;3;1;1;0;0;0;0;0;0
2020-06-25 00:15:00;2;7;6;3;3;1;4;4;4;0;0;0;0;0;0;0;0
2020-06-25 00:30:00;6;5;3;1;3;0;2;2;2;1;1;0;0;0;0;0;0
2020-06-25 00:45:00;0;3;5;3;1;1;6;8;8;1;0;0;0;0;0;0;0
2020-06-25 01:00:00;0;0;0;0;1;0;2;3;3;0;0;0;0;0;0;0;0
2020-06-25 01:15:00;1;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-06-25 01:30:00;1;2;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0
2020-06-25 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-25 02:00:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-25 02:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-25 02:30:00;0;1;2;0;1;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-25 02:45:00;1;3;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-25 03:00:00;0;0;2;0;1;0;0;0;0;2;2;0;0;0;0;0;0
2020-06-25 03:15:00;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-25 03:30:00;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-25 03:45:00;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-25 04:00:00;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-25 04:15:00;1;1;0;0;0;0;1;2;2;1;1;0;0;0;0;0;0
2020-06-25 04:30:00;1;1;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0
2020-06-25 04:45:00;1;1;0;1;0;0;5;4;4;0;0;0;0;0;0;0;0
2020-06-25 05:00:00;1;0;1;1;0;0;5;10;10;0;0;0;0;0;0;0;0
2020-06-25 05:15:00;4;0;0;0;0;0;12;21;22;0;0;0;0;0;0;0;0
2020-06-25 05:30:00;8;6;0;0;0;0;20;23;25;0;0;0;0;0;0;0;0
