DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-06-18 00:00:00;5;8;5;0;3;0;4;4;4;3;1;0;0;0;0;0;0
2020-06-18 00:15:00;1;7;4;2;5;3;2;2;2;0;0;0;0;0;0;0;0
2020-06-18 00:30:00;1;1;4;2;2;2;1;1;1;0;0;0;0;0;0;0;0
2020-06-18 00:45:00;2;2;1;0;1;0;3;3;3;0;0;0;0;0;0;0;0
2020-06-18 01:00:00;2;3;2;0;2;0;1;2;2;0;0;0;0;0;0;0;0
2020-06-18 01:15:00;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2020-06-18 01:30:00;0;1;0;0;0;0;3;2;2;0;0;0;0;0;0;0;0
2020-06-18 01:45:00;2;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-18 02:00:00;2;3;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0
2020-06-18 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-18 02:30:00;0;1;1;0;1;0;2;0;1;0;0;0;0;0;0;0;0
2020-06-18 02:45:00;0;0;2;0;2;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-18 03:00:00;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-18 03:15:00;1;1;0;0;0;0;2;2;2;1;0;0;0;0;0;0;0
2020-06-18 03:30:00;0;1;1;0;1;0;2;2;2;2;2;0;0;0;0;0;0
2020-06-18 03:45:00;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-18 04:00:00;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-06-18 04:15:00;2;2;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-18 04:30:00;5;1;0;0;0;0;3;3;3;0;0;0;0;0;0;0;0
2020-06-18 05:00:00;0;1;0;0;0;0;5;3;4;0;0;0;0;0;0;0;0
