DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-03-16 00:00:00;0;1;2;4;4
2020-03-16 00:15:00;5;4;4;332;4
2020-03-16 00:30:00;4;5;1;511;4
2020-03-16 00:45:00;4;4;2;518;5
2020-03-16 01:00:00;0;0;1;580;2
2020-03-16 01:15:00;3;1;0;536;2
2020-03-16 01:30:00;4;1;0;804;0
2020-03-16 01:45:00;0;0;1;521;0
2020-03-16 02:00:00;1;0;3;137;2
2020-03-16 02:15:00;3;1;1;823;2
2020-03-16 02:30:00;2;0;0;254;0
2020-03-16 02:45:00;0;0;0;322;0
2020-03-16 03:00:00;1;1;0;254;1
2020-03-16 03:15:00;2;0;1;3;2
2020-03-16 03:30:00;0;0;0;0;2
2020-03-16 03:45:00;1;0;0;1;2
2020-03-16 04:00:00;0;0;0;2;2
2020-03-16 04:15:00;1;1;2;2;1
2020-03-16 04:30:00;0;0;0;3;1
2020-03-16 04:45:00;4;1;0;5;1
2020-03-16 05:00:00;5;0;1;3;4
2020-03-16 05:15:00;3;0;4;6;3
2020-03-16 05:30:00;12;1;1;4;12
2020-03-16 05:45:00;12;0;5;4;15
2020-03-16 06:00:00;16;4;1;7;21
2020-03-16 06:15:00;26;8;4;20;23
2020-03-16 06:30:00;27;3;8;27;33
2020-03-16 06:45:00;43;3;7;20;45
2020-03-16 07:00:00;49;8;9;20;42
2020-03-16 07:15:00;41;12;6;21;59
2020-03-16 07:30:00;46;10;12;30;59
2020-03-16 07:45:00;45;15;17;31;60
2020-03-16 08:00:00;41;19;12;29;52
2020-03-16 08:15:00;28;15;20;24;54
2020-03-16 08:30:00;40;9;11;21;48
2020-03-16 08:45:00;34;12;14;27;54
2020-03-16 09:00:00;38;12;18;32;52
2020-03-16 09:15:00;37;8;15;34;58
2020-03-16 09:30:00;40;14;14;17;72
2020-03-16 09:45:00;40;16;16;34;86
2020-03-16 10:00:00;31;15;14;35;59
2020-03-16 10:15:00;40;16;14;33;50
2020-03-16 10:30:00;40;14;20;33;59
2020-03-16 10:45:00;40;17;23;36;46
2020-03-16 11:00:00;40;10;16;36;60
2020-03-16 11:15:00;38;7;12;19;60
2020-03-16 11:30:00;31;6;19;30;51
2020-03-16 11:45:00;32;14;9;30;43
2020-03-16 12:00:00;42;15;24;27;59
2020-03-16 12:15:00;41;9;18;31;68
2020-03-16 12:30:00;35;11;20;30;54
2020-03-16 12:45:00;44;8;17;25;63
2020-03-16 13:00:00;40;4;16;24;65
2020-03-16 13:15:00;38;11;15;24;51
2020-03-16 13:30:00;40;8;17;33;51
2020-03-16 13:45:00;39;8;16;22;50
2020-03-16 14:00:00;36;5;10;27;46
2020-03-16 14:15:00;36;8;19;35;60
2020-03-16 14:30:00;38;15;17;26;51
2020-03-16 14:45:00;34;8;10;29;53
2020-03-16 15:00:00;42;7;27;38;62
2020-03-16 15:15:00;47;9;18;28;58
2020-03-16 15:30:00;49;10;14;29;68
2020-03-16 15:45:00;40;12;20;32;64
2020-03-16 16:00:00;55;12;22;37;97
2020-03-16 16:15:00;43;8;18;27;93
2020-03-16 16:30:00;41;5;22;39;80
2020-03-16 16:45:00;50;10;17;37;87
2020-03-16 17:00:00;50;8;25;51;75
2020-03-16 17:15:00;38;6;24;34;81
2020-03-16 17:30:00;36;11;22;30;91
2020-03-16 17:45:00;54;7;12;29;64
2020-03-16 18:00:00;37;5;23;42;56
2020-03-16 18:15:00;39;3;15;27;40
2020-03-16 18:30:00;35;10;16;27;44
2020-03-16 18:45:00;27;6;15;26;39
2020-03-16 19:00:00;26;5;12;24;48
2020-03-16 19:15:00;16;6;9;10;29
2020-03-16 19:30:00;16;6;6;10;15
2020-03-16 19:45:00;6;4;13;10;28
2020-03-16 20:00:00;11;7;5;12;27
2020-03-16 20:15:00;14;3;4;3;13
2020-03-16 20:30:00;14;5;5;8;12
2020-03-16 20:45:00;11;1;1;4;9
2020-03-16 21:00:00;6;3;4;9;11
2020-03-16 21:15:00;3;1;0;8;8
2020-03-16 21:30:00;8;0;1;6;6
2020-03-16 21:45:00;7;0;4;8;12
2020-03-16 22:00:00;3;3;4;5;13
2020-03-16 22:15:00;5;1;2;1;13
2020-03-16 22:30:00;7;0;1;6;5
2020-03-16 22:45:00;6;1;4;5;9
2020-03-16 23:00:00;5;5;2;5;2
2020-03-16 23:15:00;3;0;0;2;5
2020-03-16 23:30:00;3;0;1;1;5
2020-03-16 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
