DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-01-17 00:00:00;5;7;4;9;4;2;1;2;2
2020-01-17 00:15:00;3;4;1;12;0;2;2;5;5
2020-01-17 00:30:00;7;3;1;2;0;7;8;0;0
2020-01-17 00:45:00;7;3;5;2;1;9;2;0;0
2020-01-17 01:00:00;6;2;3;2;0;10;4;1;1
2020-01-17 01:15:00;1;1;0;1;0;2;3;0;0
2020-01-17 01:30:00;1;2;2;2;1;6;4;0;0
2020-01-17 01:45:00;1;0;1;7;4;6;1;1;1
2020-01-17 02:00:00;1;2;2;3;2;6;2;3;3
2020-01-17 02:15:00;5;3;3;3;1;2;1;2;2
2020-01-17 02:30:00;3;0;0;6;0;3;2;3;3
2020-01-17 02:45:00;1;1;0;4;1;2;0;1;1
2020-01-17 03:00:00;5;1;0;2;0;2;2;4;4
2020-01-17 03:15:00;3;2;0;4;1;1;1;2;2
2020-01-17 03:30:00;1;1;0;1;1;6;3;5;5
2020-01-17 03:45:00;2;2;1;2;0;2;1;0;0
2020-01-17 04:00:00;4;1;0;7;5;7;3;4;4
2020-01-17 04:15:00;5;1;0;10;1;8;2;5;5
2020-01-17 04:30:00;9;3;3;9;2;7;6;2;2
2020-01-17 04:45:00;7;2;2;20;5;10;10;2;2
2020-01-17 05:00:00;19;9;1;13;4;20;22;4;4
2020-01-17 05:15:00;28;18;1;20;10;33;22;10;10
2020-01-17 05:30:00;54;28;2;27;21;43;40;4;4
2020-01-17 05:45:00;36;26;8;48;33;55;53;10;10
2020-01-17 06:00:00;42;19;4;61;60;50;57;14;15
2020-01-17 06:15:00;42;24;11;52;48;72;100;14;13
2020-01-17 06:30:00;56;26;10;36;21;106;116;19;19
2020-01-17 06:45:00;51;39;11;39;34;104;124;21;21
2020-01-17 07:00:00;47;34;10;29;22;136;146;20;20
2020-01-17 07:15:00;46;42;13;21;23;172;147;23;23
2020-01-17 07:30:00;56;45;16;33;26;154;138;28;28
2020-01-17 07:45:00;57;52;18;35;32;131;109;17;17
2020-01-17 08:00:00;75;53;15;33;31;111;99;11;11
2020-01-17 08:15:00;58;31;18;24;29;80;103;12;12
2020-01-17 08:30:00;52;42;19;35;38;90;99;16;16
2020-01-17 08:45:00;59;42;22;31;29;75;79;12;12
2020-01-17 09:00:00;40;22;22;38;25;57;57;10;10
2020-01-17 09:15:00;60;27;22;40;29;39;64;22;22
2020-01-17 09:30:00;51;22;12;25;30;59;61;15;15
2020-01-17 09:45:00;69;36;17;35;39;58;73;25;25
2020-01-17 10:00:00;67;40;23;36;24;48;60;14;14
2020-01-17 10:15:00;62;29;25;43;40;52;59;13;13
2020-01-17 10:30:00;57;41;17;49;39;46;65;17;18
2020-01-17 10:45:00;71;44;20;52;44;59;70;20;19
2020-01-17 11:00:00;79;52;32;53;34;56;56;25;25
2020-01-17 11:15:00;59;45;17;38;36;56;55;21;21
2020-01-17 11:30:00;87;66;22;63;51;56;57;16;16
2020-01-17 11:45:00;93;50;15;51;52;63;66;26;26
2020-01-17 12:00:00;92;77;20;69;67;65;77;16;16
2020-01-17 12:15:00;95;80;19;71;65;62;78;23;23
2020-01-17 12:30:00;123;93;20;77;66;66;74;17;17
2020-01-17 12:45:00;116;97;22;73;75;84;75;20;20
2020-01-17 13:00:00;123;109;18;62;80;57;63;20;20
2020-01-17 13:15:00;156;126;12;83;83;79;91;24;25
2020-01-17 13:30:00;142;123;16;62;69;84;87;23;22
2020-01-17 13:45:00;115;85;18;74;79;77;72;22;22
2020-01-17 14:00:00;118;100;25;63;54;99;98;26;26
2020-01-17 14:15:00;109;98;26;104;92;86;84;19;19
2020-01-17 14:30:00;105;117;20;99;116;81;86;49;50
2020-01-17 14:45:00;112;100;21;113;131;97;87;81;79
2020-01-17 15:00:00;128;109;22;91;104;106;90;54;53
2020-01-17 15:15:00;131;121;19;96;116;114;102;34;31
2020-01-17 15:30:00;119;108;32;83;106;130;76;25;24
2020-01-17 15:45:00;95;88;27;101;125;131;116;21;20
2020-01-17 16:00:00;111;116;24;73;127;111;88;18;16
2020-01-17 16:15:00;119;103;19;91;97;146;89;27;27
2020-01-17 16:30:00;105;82;23;95;91;98;87;23;23
2020-01-17 16:45:00;106;87;28;70;81;100;91;39;39
2020-01-17 17:00:00;102;84;16;74;89;79;96;35;34
2020-01-17 17:15:00;110;74;26;86;76;78;84;36;36
2020-01-17 17:30:00;93;89;23;83;71;75;83;24;27
2020-01-17 17:45:00;93;68;19;58;60;78;81;25;22
2020-01-17 18:00:00;93;66;25;59;59;77;81;13;13
2020-01-17 18:15:00;91;58;16;60;48;64;71;12;12
2020-01-17 18:30:00;63;42;11;43;35;75;90;14;15
2020-01-17 18:45:00;82;44;13;40;36;55;76;18;17
2020-01-17 19:00:00;73;45;18;54;34;43;54;12;13
2020-01-17 19:15:00;78;36;16;43;38;46;59;15;14
2020-01-17 19:30:00;58;32;13;45;36;45;50;11;11
2020-01-17 19:45:00;51;25;13;35;33;48;61;6;6
2020-01-17 20:00:00;60;30;5;31;20;50;57;8;8
2020-01-17 20:15:00;59;30;15;28;25;46;52;1;1
2020-01-17 20:30:00;48;25;15;31;20;42;34;7;7
2020-01-17 20:45:00;46;24;11;29;18;39;41;3;3
2020-01-17 21:00:00;44;23;9;29;22;28;34;3;4
2020-01-17 21:15:00;47;22;4;22;13;28;30;6;5
2020-01-17 21:30:00;39;18;12;41;23;23;25;5;5
2020-01-17 21:45:00;41;21;5;43;44;14;16;5;5
2020-01-17 22:00:00;45;21;5;67;59;32;37;3;3
2020-01-17 22:15:00;58;19;13;41;39;34;38;6;6
2020-01-17 22:30:00;36;20;7;27;20;21;25;4;4
2020-01-17 22:45:00;33;8;9;25;17;16;18;9;9
2020-01-17 23:00:00;30;19;5;12;8;16;11;2;2
2020-01-17 23:15:00;23;11;2;11;10;16;16;4;4
2020-01-17 23:30:00;18;6;8;13;7;17;11;6;6
2020-01-17 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
