DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFGA);11(TAFBA);12(TAFGB);13(TAFBB);14(TAFGC);15(TAFBC);16(TAFBD);17(TAFBE);18(TARDC);19(TARDD)
2020-12-05 00:00:00;16;9;6;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 00:15:00;12;20;9;14;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-05 00:30:00;16;21;14;26;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 00:45:00;14;15;8;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 01:00:00;16;17;8;19;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-05 01:15:00;9;8;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 01:30:00;14;13;5;16;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 01:45:00;8;13;6;17;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 02:00:00;11;11;5;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-05 02:15:00;11;7;5;10;2;2;2;3;3;0;0;0;0;0;0;0;0;0;0
2020-12-05 02:30:00;6;6;4;7;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 02:45:00;6;6;8;10;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 03:00:00;18;6;6;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 03:15:00;8;7;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 03:30:00;4;6;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 03:45:00;8;2;1;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 04:00:00;10;12;7;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 04:15:00;8;10;6;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 04:30:00;11;12;8;13;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 04:45:00;12;14;7;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 05:00:00;26;21;17;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-05 05:15:00;27;17;5;22;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-12-05 05:30:00;40;44;18;45;1;1;1;3;4;0;0;0;0;0;0;0;0;0;0
