DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-10-20 00:00:00;3;0;2;0;0;0
2020-10-20 00:15:00;5;0;4;0;0;0
2020-10-20 00:30:00;6;0;5;0;0;0
2020-10-20 00:45:00;7;0;5;0;0;0
2020-10-20 01:00:00;8;1;4;1;0;0
2020-10-20 01:15:00;4;0;5;0;0;0
2020-10-20 01:30:00;5;1;3;0;0;0
2020-10-20 01:45:00;4;1;3;1;0;0
2020-10-20 02:00:00;1;0;2;1;0;0
2020-10-20 02:15:00;2;0;7;0;0;0
2020-10-20 02:30:00;2;1;1;0;0;0
2020-10-20 02:45:00;5;0;5;0;0;0
2020-10-20 03:00:00;6;0;7;0;0;0
2020-10-20 03:15:00;2;0;3;0;0;0
2020-10-20 03:30:00;5;2;6;0;0;0
2020-10-20 03:45:00;1;0;5;0;0;0
2020-10-20 04:00:00;5;2;7;1;0;0
2020-10-20 04:15:00;2;1;12;1;0;0
2020-10-20 04:30:00;7;3;11;1;0;0
2020-10-20 04:45:00;15;5;37;0;0;0
2020-10-20 05:00:00;23;19;98;0;9;0
2020-10-20 05:15:00;53;38;235;3;5;12
2020-10-20 05:30:00;83;45;206;13;3;11
2020-10-20 05:45:00;120;24;142;69;9;7
2020-10-20 06:00:00;117;14;98;70;34;6
2020-10-20 06:15:00;63;15;102;20;8;12
2020-10-20 06:30:00;62;18;181;10;14;7
2020-10-20 06:45:00;72;14;134;4;6;3
2020-10-20 07:00:00;64;8;119;2;6;10
2020-10-20 07:15:00;76;9;159;1;5;3
2020-10-20 07:30:00;79;5;146;1;1;2
2020-10-20 07:45:00;103;0;116;4;5;3
2020-10-20 08:00:00;79;6;112;0;1;0
2020-10-20 08:15:00;66;0;104;2;0;0
2020-10-20 08:30:00;51;1;71;1;0;0
2020-10-20 08:45:00;45;4;65;2;0;1
2020-10-20 09:00:00;55;3;62;1;0;1
2020-10-20 09:15:00;44;1;53;0;4;0
2020-10-20 09:30:00;51;0;74;5;0;2
2020-10-20 09:45:00;49;5;67;1;0;0
2020-10-20 10:00:00;49;3;50;2;0;0
2020-10-20 10:15:00;47;3;45;2;0;1
2020-10-20 10:30:00;56;4;43;1;1;0
2020-10-20 10:45:00;56;1;67;3;0;0
2020-10-20 11:00:00;43;0;55;1;0;0
2020-10-20 11:15:00;56;0;39;2;1;1
2020-10-20 11:30:00;64;4;40;2;0;0
2020-10-20 11:45:00;54;0;59;2;0;0
2020-10-20 12:00:00;80;2;36;9;3;2
2020-10-20 12:15:00;69;4;46;4;3;1
2020-10-20 12:30:00;73;3;56;7;1;1
2020-10-20 12:45:00;50;2;75;10;1;9
2020-10-20 13:00:00;88;8;75;5;0;14
2020-10-20 13:15:00;100;24;122;11;8;8
2020-10-20 13:30:00;119;36;155;4;9;18
2020-10-20 13:45:00;91;31;141;17;4;11
2020-10-20 14:00:00;117;10;116;67;13;19
2020-10-20 14:15:00;145;6;102;110;17;14
2020-10-20 14:30:00;122;3;82;115;11;17
2020-10-20 14:45:00;108;1;62;45;10;15
2020-10-20 15:00:00;101;1;66;45;14;6
2020-10-20 15:15:00;127;4;80;31;11;17
2020-10-20 15:30:00;124;0;67;23;18;14
2020-10-20 15:45:00;112;1;69;15;7;8
2020-10-20 16:00:00;128;0;67;11;8;3
2020-10-20 16:15:00;92;3;60;11;4;2
2020-10-20 16:30:00;104;6;58;14;3;3
2020-10-20 16:45:00;102;2;69;8;3;3
2020-10-20 17:00:00;111;2;69;9;2;0
2020-10-20 17:15:00;89;1;54;9;3;1
2020-10-20 17:30:00;90;0;67;4;0;3
2020-10-20 17:45:00;73;2;47;6;4;1
2020-10-20 18:00:00;84;1;62;1;1;0
2020-10-20 18:15:00;68;1;49;3;0;0
2020-10-20 18:30:00;52;0;61;2;0;1
2020-10-20 18:45:00;45;0;35;2;0;0
2020-10-20 19:00:00;32;1;36;2;0;0
2020-10-20 19:15:00;48;3;35;2;0;0
2020-10-20 19:30:00;29;1;44;4;0;0
2020-10-20 19:45:00;27;0;29;0;0;0
2020-10-20 20:00:00;18;0;24;2;0;0
2020-10-20 20:15:00;29;3;25;2;3;0
2020-10-20 20:30:00;23;4;31;0;1;0
2020-10-20 20:45:00;30;4;47;2;0;0
2020-10-20 21:00:00;40;12;90;1;8;2
2020-10-20 21:15:00;43;32;147;3;18;6
2020-10-20 21:30:00;35;22;95;24;5;4
2020-10-20 21:45:00;69;4;71;81;6;6
2020-10-20 22:00:00;98;1;46;92;1;10
2020-10-20 22:15:00;22;5;22;20;0;2
2020-10-20 22:30:00;14;1;2;6;0;0
2020-10-20 22:45:00;6;1;10;3;0;0
2020-10-20 23:00:00;18;0;7;1;0;1
2020-10-20 23:15:00;6;1;9;1;0;0
2020-10-20 23:30:00;9;0;8;0;0;0
