DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2019-10-16 00:00:00;6;8;2;3;0;11;4;1;0;5;3
2019-10-16 00:15:00;10;6;2;2;0;13;8;1;2;7;0
2019-10-16 00:30:00;5;5;3;2;0;13;9;3;0;2;0
2019-10-16 00:45:00;5;2;0;0;0;11;13;3;0;0;0
2019-10-16 01:00:00;3;4;0;2;1;6;1;2;1;1;1
2019-10-16 01:15:00;7;6;0;1;0;7;3;2;1;4;0
2019-10-16 01:30:00;5;3;1;0;0;14;9;1;3;3;0
2019-10-16 01:45:00;7;4;0;3;1;4;6;3;2;2;1
2019-10-16 02:00:00;5;4;0;1;0;7;7;2;0;2;0
2019-10-16 02:15:00;5;3;2;1;0;8;6;2;1;2;0
2019-10-16 02:30:00;6;3;0;0;0;8;4;0;0;2;1
2019-10-16 02:45:00;6;5;0;0;1;6;4;2;0;2;2
2019-10-16 03:00:00;4;1;1;2;1;5;2;1;1;1;0
2019-10-16 03:15:00;2;4;1;0;1;8;7;1;1;0;0
2019-10-16 03:30:00;7;9;3;1;1;12;9;0;0;1;0
2019-10-16 03:45:00;5;3;0;3;1;11;6;0;0;0;0
2019-10-16 04:00:00;14;9;1;1;1;6;2;0;3;3;1
2019-10-16 04:15:00;8;10;2;3;3;8;5;1;2;4;0
2019-10-16 04:30:00;15;13;3;3;3;25;12;2;1;2;2
2019-10-16 04:45:00;10;7;0;10;5;39;21;4;0;6;5
2019-10-16 05:00:00;18;18;4;17;8;89;50;2;0;5;3
2019-10-16 05:15:00;38;37;13;15;9;137;140;8;4;20;12
2019-10-16 05:30:00;36;39;19;28;16;122;133;7;4;23;13
2019-10-16 05:45:00;76;85;42;27;16;120;131;8;11;29;10
2019-10-16 06:00:00;85;100;17;51;23;119;145;15;11;27;11
2019-10-16 06:15:00;73;70;25;47;20;138;165;13;9;29;15
2019-10-16 06:30:00;56;69;27;56;26;152;178;23;21;37;10
2019-10-16 06:45:00;61;77;35;76;22;124;150;35;21;39;11
2019-10-16 07:00:00;59;63;20;86;16;120;136;36;16;50;16
2019-10-16 07:15:00;60;70;18;108;18;114;122;44;24;39;11
2019-10-16 07:30:00;73;71;23;110;22;86;106;56;26;50;11
2019-10-16 07:45:00;71;80;32;88;22;80;111;48;36;53;19
2019-10-16 08:00:00;65;66;23;85;25;64;85;52;42;47;10
2019-10-16 08:15:00;65;61;23;67;18;88;137;49;36;68;21
2019-10-16 08:30:00;68;78;20;88;23;89;108;49;41;52;25
2019-10-16 08:45:00;76;77;23;59;13;106;122;36;34;56;25
2019-10-16 09:00:00;67;70;18;48;27;79;98;34;27;46;15
2019-10-16 09:15:00;58;48;18;59;18;79;97;31;30;47;21
2019-10-16 09:30:00;67;55;25;71;15;73;92;41;23;26;7
2019-10-16 09:45:00;65;68;27;57;17;85;105;29;31;55;24
2019-10-16 10:00:00;82;84;18;52;12;72;87;28;32;59;23
2019-10-16 10:15:00;60;75;28;48;13;73;82;29;35;52;25
2019-10-16 10:30:00;77;89;32;60;22;69;83;38;32;51;20
2019-10-16 10:45:00;59;82;27;57;17;74;83;22;34;52;20
2019-10-16 11:00:00;81;69;26;71;19;72;66;30;25;52;25
2019-10-16 11:15:00;81;80;34;56;16;70;73;40;31;58;29
2019-10-16 11:30:00;78;87;32;57;18;78;89;28;45;58;31
2019-10-16 11:45:00;67;88;30;54;18;73;93;48;26;58;22
2019-10-16 12:00:00;74;93;35;39;18;70;87;40;31;69;18
2019-10-16 12:15:00;69;87;31;36;17;80;69;36;36;57;28
2019-10-16 12:30:00;83;91;23;43;18;74;96;44;34;70;20
2019-10-16 12:45:00;82;95;27;60;20;73;74;36;37;49;22
2019-10-16 13:00:00;75;93;24;48;15;92;100;35;37;68;29
2019-10-16 13:15:00;96;104;35;43;16;119;134;31;31;55;18
2019-10-16 13:30:00;93;111;30;45;18;116;128;33;32;72;26
2019-10-16 13:45:00;97;111;33;62;19;105;106;45;25;59;25
2019-10-16 14:00:00;104;130;37;50;27;94;107;24;44;67;17
2019-10-16 14:15:00;111;154;34;57;21;78;85;32;26;62;17
2019-10-16 14:30:00;130;180;46;75;15;81;82;50;24;50;25
2019-10-16 14:45:00;124;144;31;62;20;72;74;37;32;66;23
2019-10-16 15:00:00;94;135;26;58;21;71;71;30;44;67;21
2019-10-16 15:15:00;134;170;34;51;19;91;74;34;34;65;25
2019-10-16 15:30:00;110;143;35;54;22;80;79;36;29;61;18
2019-10-16 15:45:00;125;146;42;70;19;97;100;43;35;72;15
2019-10-16 16:00:00;133;156;38;58;27;80;82;36;35;97;29
2019-10-16 16:15:00;120;145;53;61;20;88;96;43;54;81;32
2019-10-16 16:30:00;119;155;42;85;26;84;89;38;38;89;23
2019-10-16 16:45:00;130;151;40;79;22;103;90;48;42;91;29
2019-10-16 17:00:00;132;145;38;68;21;98;82;54;48;80;29
2019-10-16 17:15:00;130;145;47;80;19;103;109;50;42;80;26
2019-10-16 17:30:00;143;174;40;82;19;91;95;46;43;91;24
2019-10-16 17:45:00;125;132;38;72;17;97;88;46;39;65;27
2019-10-16 18:00:00;123;142;48;76;17;79;68;44;37;67;21
2019-10-16 18:15:00;90;107;37;69;13;87;84;43;39;61;13
2019-10-16 18:30:00;103;115;40;61;17;79;81;29;31;69;21
2019-10-16 18:45:00;92;90;28;63;22;73;70;39;32;57;20
2019-10-16 19:00:00;82;84;35;39;8;70;76;39;25;69;20
2019-10-16 19:15:00;83;86;30;35;7;59;51;24;26;54;18
2019-10-16 19:30:00;53;47;22;41;14;59;56;22;19;46;15
2019-10-16 19:45:00;54;54;15;27;2;53;46;27;15;40;16
2019-10-16 20:00:00;55;52;22;23;17;38;42;17;16;27;10
2019-10-16 20:15:00;53;58;20;25;2;49;44;20;6;31;11
