DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2019-09-18 00:00:00;15;6;1;1;7;12;16;9;11;0;0;0
2019-09-18 00:15:00;12;2;2;5;7;10;12;9;9;0;0;1
2019-09-18 00:30:00;11;5;0;5;5;8;13;5;6;1;0;1
2019-09-18 00:45:00;14;4;1;1;9;14;13;8;11;0;0;1
2019-09-18 01:00:00;8;1;1;1;5;7;8;5;5;0;0;0
2019-09-18 01:15:00;6;2;0;1;9;8;6;7;8;0;0;0
2019-09-18 01:30:00;8;5;2;1;4;3;8;7;3;0;0;0
2019-09-18 01:45:00;10;5;1;0;0;2;13;1;1;0;0;1
2019-09-18 02:00:00;9;3;2;2;2;1;10;4;2;0;0;0
2019-09-18 02:15:00;8;5;0;1;3;5;7;3;4;0;0;0
2019-09-18 02:30:00;6;5;0;0;5;4;8;3;3;0;0;0
2019-09-18 02:45:00;5;2;0;0;5;5;5;5;6;1;0;0
2019-09-18 03:00:00;15;9;0;0;2;6;13;3;6;1;0;0
2019-09-18 03:15:00;7;2;0;1;4;3;8;4;5;0;0;0
2019-09-18 03:30:00;10;3;2;1;3;7;10;5;8;2;0;0
2019-09-18 03:45:00;12;6;0;0;4;5;13;5;6;0;0;0
2019-09-18 04:00:00;8;5;0;0;12;2;8;9;2;0;0;0
2019-09-18 04:15:00;16;5;1;1;10;2;17;11;3;0;0;1
2019-09-18 04:30:00;21;5;0;0;13;21;22;16;21;1;0;1
2019-09-18 04:45:00;39;19;2;2;19;24;41;20;26;2;0;2
2019-09-18 05:00:00;55;17;1;3;40;59;52;43;50;0;0;1
2019-09-18 05:15:00;53;13;5;4;72;93;57;75;79;3;0;9
2019-09-18 05:30:00;96;25;9;5;74;92;91;76;78;2;0;10
2019-09-18 05:45:00;148;23;4;13;59;82;143;71;69;3;0;7
2019-09-18 06:00:00;177;23;3;11;63;80;170;73;72;1;0;12
2019-09-18 06:15:00;211;23;7;19;83;114;211;88;106;0;0;9
2019-09-18 06:30:00;209;22;7;18;139;192;212;114;151;1;0;10
2019-09-18 06:45:00;175;35;9;12;129;200;200;130;163;1;0;19
2019-09-18 07:00:00;175;44;20;19;136;205;206;143;180;1;2;19
2019-09-18 07:15:00;212;37;18;22;95;97;231;143;196;1;0;15
2019-09-18 07:30:00;210;48;25;32;124;203;257;143;207;3;0;33
2019-09-18 07:45:00;231;53;21;34;161;211;269;123;190;4;3;25
2019-09-18 08:00:00;160;44;17;25;84;172;192;134;185;2;1;9
2019-09-18 08:15:00;209;48;30;21;64;156;243;126;170;2;0;6
2019-09-18 08:30:00;179;45;29;36;48;128;203;116;148;3;0;8
2019-09-18 08:45:00;189;39;21;37;48;132;212;105;141;4;0;22
2019-09-18 09:00:00;148;37;31;29;84;125;176;103;138;1;2;4
