DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2020-09-14 00:00:00;4;0;5;1;0;0;0;0;0;0;0;0
2020-09-14 00:15:00;6;0;4;1;0;0;0;0;0;0;0;0
2020-09-14 00:30:00;4;0;3;2;0;0;0;0;0;0;0;0
2020-09-14 00:45:00;5;0;1;2;0;0;0;0;0;0;0;0
2020-09-14 01:00:00;3;0;2;1;0;0;0;0;0;0;0;0
2020-09-14 01:15:00;4;0;1;2;0;0;0;0;0;0;0;0
2020-09-14 01:30:00;3;0;1;0;0;0;0;0;0;0;0;0
2020-09-14 01:45:00;2;0;4;0;0;0;0;0;0;0;0;0
2020-09-14 02:00:00;3;0;2;0;0;0;0;0;0;0;0;0
2020-09-14 02:15:00;2;0;4;0;0;0;0;0;0;0;0;0
2020-09-14 02:30:00;3;0;1;1;0;0;0;0;0;0;0;0
2020-09-14 02:45:00;5;0;2;1;0;0;0;0;0;0;0;0
2020-09-14 03:00:00;1;0;0;1;0;0;0;0;0;0;0;0
2020-09-14 03:15:00;2;0;1;1;0;0;0;0;0;0;0;0
2020-09-14 03:30:00;0;0;3;1;0;0;0;0;0;0;0;0
2020-09-14 03:45:00;1;0;2;0;0;0;0;0;0;0;0;0
2020-09-14 04:00:00;2;0;3;1;0;0;0;0;0;0;0;0
2020-09-14 04:15:00;8;0;4;1;0;0;0;0;0;0;0;0
2020-09-14 04:30:00;2;0;5;3;0;0;0;0;0;0;0;0
2020-09-14 04:45:00;11;0;14;4;0;0;0;0;0;0;0;0
2020-09-14 05:00:00;9;0;26;6;0;0;0;0;0;0;0;0
2020-09-14 05:15:00;20;0;32;4;0;0;0;0;0;0;0;0
2020-09-14 05:30:00;37;0;39;7;0;0;0;0;0;0;0;0
2020-09-14 05:45:00;29;0;32;14;1;0;0;1;0;0;0;0
2020-09-14 06:00:00;30;0;28;6;2;0;0;0;0;0;0;0
2020-09-14 06:15:00;37;0;65;14;9;0;0;0;0;0;0;0
2020-09-14 06:30:00;40;0;78;12;3;0;5;1;0;0;0;0
2020-09-14 06:45:00;57;0;79;14;16;1;2;0;0;0;0;0
2020-09-14 07:00:00;53;0;88;18;4;1;3;1;0;0;0;0
2020-09-14 07:15:00;71;0;132;15;42;0;8;0;0;0;0;0
2020-09-14 07:30:00;67;0;150;28;16;0;28;0;4;0;0;0
2020-09-14 07:45:00;85;0;130;29;4;1;3;0;0;0;0;0
2020-09-14 08:00:00;73;0;115;32;7;1;2;2;0;0;0;0
2020-09-14 08:15:00;64;0;99;26;11;3;3;3;0;0;0;0
2020-09-14 08:30:00;67;0;85;17;2;3;0;0;0;0;0;0
2020-09-14 08:45:00;67;0;62;24;2;1;3;2;0;0;0;0
2020-09-14 09:00:00;56;0;68;15;4;0;0;0;0;0;0;0
2020-09-14 09:15:00;56;0;65;19;6;2;1;0;0;0;0;0
2020-09-14 09:30:00;52;0;75;18;4;0;2;0;0;0;0;0
2020-09-14 09:45:00;62;0;75;21;0;1;3;0;0;0;0;0
2020-09-14 10:00:00;57;0;68;26;5;0;1;0;0;0;0;0
2020-09-14 10:15:00;63;0;71;21;10;0;4;0;0;0;0;0
