DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-11-17 00:00:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 00:15:00;1;1;0;0;3;2;0;0;0;0;0;0;0;0
2020-11-17 00:30:00;3;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-11-17 00:45:00;2;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-11-17 01:00:00;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-11-17 01:15:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-11-17 01:30:00;2;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-11-17 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 02:00:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-11-17 02:15:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-11-17 02:30:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-17 02:45:00;2;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-11-17 03:00:00;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-11-17 03:15:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-11-17 03:30:00;2;1;0;0;4;0;0;0;0;0;0;0;0;0
2020-11-17 03:45:00;0;1;0;0;2;1;0;0;0;0;0;0;0;0
2020-11-17 04:00:00;5;0;0;0;1;3;0;0;0;0;0;0;0;0
2020-11-17 04:15:00;1;1;0;0;5;1;0;0;0;0;0;0;0;0
2020-11-17 04:30:00;1;0;0;0;2;1;0;0;0;0;0;0;0;0
2020-11-17 04:45:00;5;0;0;0;6;2;0;0;0;0;0;0;0;0
2020-11-17 05:00:00;10;1;0;0;10;7;0;0;0;0;0;0;0;0
2020-11-17 05:15:00;5;2;0;0;17;7;0;0;0;0;0;0;0;0
