DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-11-10 00:00:00;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-11-10 00:15:00;1;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-11-10 00:30:00;2;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-11-10 00:45:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 01:00:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-11-10 01:15:00;1;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-11-10 01:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 01:45:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-11-10 02:00:00;2;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-11-10 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 02:30:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-11-10 02:45:00;5;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-11-10 03:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 03:15:00;0;0;0;0;4;0;0;0;0;0;0;0;0;0
2020-11-10 03:30:00;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-11-10 03:45:00;0;0;0;0;1;3;0;0;0;0;0;0;0;0
2020-11-10 04:00:00;0;0;0;0;3;1;0;0;0;0;0;0;0;0
2020-11-10 04:15:00;2;0;0;0;3;3;0;0;0;0;0;0;0;0
2020-11-10 04:30:00;2;0;0;0;3;2;0;0;0;0;0;0;0;0
2020-11-10 04:45:00;2;0;0;0;5;5;0;0;0;0;0;0;0;0
2020-11-10 05:00:00;2;0;0;0;16;7;0;0;0;0;0;0;0;0
2020-11-10 05:15:00;6;0;0;0;17;8;0;0;0;0;0;0;0;0
2020-11-10 05:30:00;12;0;0;0;25;10;0;0;0;0;0;0;0;0
2020-11-10 05:45:00;11;0;0;0;21;7;0;0;0;0;0;0;0;0
2020-11-10 06:00:00;12;0;0;0;20;14;0;0;0;0;0;0;0;0
2020-11-10 06:15:00;16;0;0;0;52;10;0;0;0;0;0;0;0;0
2020-11-10 06:30:00;27;0;0;0;64;28;0;0;0;0;0;0;0;0
2020-11-10 06:45:00;30;0;0;0;34;20;0;0;0;0;0;0;0;0
2020-11-10 07:00:00;26;254;254;254;61;24;254;254;0;0;0;0;0;0
2020-11-10 07:15:00;38;0;0;0;107;39;0;0;0;1;0;0;0;2
2020-11-10 07:30:00;34;0;0;0;112;41;0;0;1;1;2;0;0;0
2020-11-10 07:45:00;41;0;0;0;100;36;0;0;1;1;0;0;0;0
2020-11-10 08:00:00;40;0;0;0;79;23;0;0;0;0;0;0;0;0
2020-11-10 08:15:00;45;0;0;0;78;30;0;0;0;0;0;0;0;0
2020-11-10 08:30:00;41;0;0;0;51;44;0;0;0;1;0;0;0;0
2020-11-10 08:45:00;34;0;0;0;67;22;0;0;0;1;0;0;0;0
2020-11-10 09:00:00;42;0;0;0;70;26;0;0;0;0;0;0;0;0
