DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-03-30 00:00:00;0;0;0;0;0;1;0;1;0;3;0
2020-03-30 00:15:00;0;1;4;1;1;2;4;0;0;1;0
2020-03-30 00:30:00;0;0;0;1;1;0;0;0;1;2;1
2020-03-30 00:45:00;0;1;1;0;0;0;0;1;0;1;1
2020-03-30 01:00:00;0;0;0;0;0;0;0;0;0;0;0
2020-03-30 01:15:00;0;0;2;0;0;0;0;0;1;0;0
2020-03-30 01:30:00;0;0;1;0;0;0;0;0;0;1;0
2020-03-30 01:45:00;0;0;0;0;0;0;1;0;2;1;0
2020-03-30 02:00:00;0;0;0;0;0;0;0;0;2;3;0
2020-03-30 02:15:00;0;0;0;0;0;0;0;0;0;1;0
2020-03-30 02:30:00;0;1;1;0;0;0;0;0;1;3;1
2020-03-30 02:45:00;0;0;0;0;0;0;1;0;0;0;1
2020-03-30 03:00:00;0;0;0;0;0;0;0;0;0;2;0
2020-03-30 03:15:00;0;0;0;0;0;0;0;0;0;0;0
2020-03-30 03:30:00;1;1;1;0;0;1;1;0;0;3;1
2020-03-30 03:45:00;0;0;1;0;0;0;1;0;0;2;0
2020-03-30 04:00:00;0;1;0;0;0;0;0;0;0;0;0
2020-03-30 04:15:00;0;1;2;0;0;2;2;1;1;2;0
2020-03-30 04:30:00;0;1;2;0;0;1;2;0;0;0;2
2020-03-30 04:45:00;1;1;2;0;1;1;2;1;1;0;0
2020-03-30 05:00:00;2;4;3;1;2;2;1;0;1;1;1
2020-03-30 05:15:00;3;4;6;1;3;0;4;1;2;6;4
2020-03-30 05:30:00;1;20;18;1;1;1;3;1;0;15;11
2020-03-30 05:45:00;5;17;20;5;8;2;7;0;5;15;13
2020-03-30 06:00:00;2;8;7;1;2;2;4;3;2;11;10
2020-03-30 06:15:00;3;11;11;7;9;2;10;2;2;11;9
2020-03-30 06:30:00;5;21;13;5;7;6;13;1;5;15;22
