DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-03-27 00:00:00;1;0;0;0;3;4;2;1;1;1;296;0;0
2020-03-27 00:15:00;4;2;0;0;3;2;2;1;1;1;33;0;0
2020-03-27 00:30:00;0;0;0;0;0;1;2;6;1;0;1325;0;0
2020-03-27 00:45:00;2;0;0;0;1;4;1;1;1;1;984;0;0
2020-03-27 01:00:00;5;2;0;0;0;0;2;1;0;0;367;0;0
2020-03-27 01:15:00;0;0;0;0;3;1;0;0;0;0;241;0;0
2020-03-27 01:30:00;1;0;0;0;0;1;1;2;2;1;2547;0;0
2020-03-27 01:45:00;3;0;0;0;1;0;2;1;0;0;3054;0;0
2020-03-27 02:00:00;0;0;0;0;1;1;0;0;1;1;1171;0;0
2020-03-27 02:15:00;0;0;0;0;0;0;2;0;1;1;1727;0;0
2020-03-27 02:30:00;4;1;0;0;2;1;2;1;1;1;970;0;0
2020-03-27 02:45:00;1;1;0;0;0;0;0;0;0;0;1763;0;0
2020-03-27 03:00:00;0;1;0;0;1;1;3;1;0;0;504;0;0
2020-03-27 03:15:00;2;1;0;0;1;1;0;0;1;1;1056;0;0
2020-03-27 03:30:00;1;1;0;0;2;1;0;1;2;0;1843;0;0
2020-03-27 03:45:00;1;1;0;0;3;2;2;0;0;0;665;0;0
2020-03-27 04:00:00;3;2;0;0;3;3;2;0;0;1;186;0;0
2020-03-27 04:15:00;0;0;0;0;5;2;2;1;2;0;1055;0;0
2020-03-27 04:30:00;1;0;0;0;2;3;2;2;4;0;1721;0;0
2020-03-27 04:45:00;0;3;2;1;5;3;2;1;1;1;894;0;0
2020-03-27 05:00:00;0;1;0;0;8;13;11;6;2;2;29;0;0
2020-03-27 05:15:00;1;2;0;0;10;6;8;9;5;3;1161;0;0
2020-03-27 05:30:00;4;4;2;0;14;14;32;24;13;6;1204;2;0
2020-03-27 05:45:00;10;7;0;1;12;19;29;28;26;9;778;0;2
2020-03-27 06:00:00;4;5;0;1;21;22;26;24;22;6;4;0;1
2020-03-27 06:15:00;14;6;0;0;22;26;31;23;22;12;6;0;4
2020-03-27 06:30:00;7;7;2;1;24;24;45;30;28;13;3;5;0
