DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-10-29 00:00:00;0;0;0;5;4;2;0;2;2;0;0
2020-10-29 00:15:00;0;1;0;2;5;2;6;4;9;3;3
2020-10-29 00:30:00;0;0;0;2;3;2;2;2;3;1;2
2020-10-29 00:45:00;0;1;0;4;3;3;0;2;1;1;1
2020-10-29 01:00:00;0;0;0;1;1;0;0;7;4;1;1
2020-10-29 01:15:00;0;0;0;1;0;0;1;1;2;1;1
2020-10-29 01:30:00;0;0;0;1;1;0;0;1;1;0;0
2020-10-29 01:45:00;1;1;0;0;0;0;0;0;1;1;1
2020-10-29 02:00:00;0;1;0;4;0;0;0;1;0;0;0
2020-10-29 02:15:00;0;0;0;1;0;0;1;1;3;2;1
2020-10-29 02:30:00;0;0;0;1;2;1;1;1;2;1;0
2020-10-29 02:45:00;0;3;0;4;2;0;2;2;2;0;0
2020-10-29 03:00:00;0;0;0;8;9;4;0;0;1;0;0
2020-10-29 03:15:00;0;0;0;4;1;0;1;2;2;0;0
2020-10-29 03:30:00;0;0;0;0;2;1;0;3;2;0;0
2020-10-29 03:45:00;0;1;0;1;0;1;2;2;4;2;2
2020-10-29 04:00:00;0;1;0;1;1;2;0;3;3;1;0
2020-10-29 04:15:00;0;4;0;0;3;2;0;2;2;1;1
2020-10-29 04:30:00;0;1;0;7;2;0;0;5;6;3;3
2020-10-29 04:45:00;2;2;0;6;4;3;3;7;6;0;0
2020-10-29 05:00:00;1;7;0;6;9;2;3;17;15;7;6
2020-10-29 05:15:00;2;14;1;15;9;5;1;35;41;13;10
2020-10-29 05:30:00;7;24;1;22;17;10;6;51;54;19;12
2020-10-29 05:45:00;5;37;1;45;25;14;6;49;71;24;16
2020-10-29 06:00:00;2;15;2;50;30;7;11;39;44;10;7
2020-10-29 06:15:00;6;23;5;48;36;10;18;64;80;19;17
2020-10-29 06:30:00;7;37;5;49;41;11;16;86;95;19;12
2020-10-29 06:45:00;6;38;4;54;42;9;20;91;119;16;11
2020-10-29 07:00:00;8;39;11;59;35;7;22;102;137;16;12
2020-10-29 07:15:00;13;39;11;83;58;14;37;120;183;27;18
2020-10-29 07:30:00;16;61;10;107;74;21;42;152;197;20;23
2020-10-29 07:45:00;14;44;8;115;81;20;36;122;158;18;15
2020-10-29 08:00:00;10;48;4;101;58;10;31;109;136;28;21
2020-10-29 08:15:00;13;34;5;81;64;19;37;93;125;21;17
2020-10-29 08:30:00;14;43;2;107;50;13;32;82;88;7;9
2020-10-29 08:45:00;8;36;2;83;50;9;32;79;96;15;9
2020-10-29 09:00:00;13;22;1;76;48;11;27;62;72;9;7
2020-10-29 09:15:00;10;24;3;82;48;12;30;66;76;9;10
2020-10-29 09:30:00;16;26;6;87;51;16;34;70;83;9;9
2020-10-29 09:45:00;5;24;4;92;66;10;25;65;77;12;8
2020-10-29 10:00:00;9;33;5;106;58;11;24;68;61;6;5
2020-10-29 10:15:00;13;23;5;96;46;8;27;54;55;10;9
2020-10-29 10:30:00;10;31;1;88;63;14;35;62;62;9;7
2020-10-29 10:45:00;7;21;4;97;74;14;33;63;73;9;7
2020-10-29 11:00:00;21;34;5;90;54;12;34;71;74;9;5
2020-10-29 11:15:00;18;36;4;95;64;15;33;64;71;13;10
2020-10-29 11:30:00;16;24;3;82;56;23;30;71;68;17;13
2020-10-29 11:45:00;22;42;7;92;64;15;45;65;74;10;10
2020-10-29 12:00:00;9;30;5;103;92;38;31;78;72;13;17
2020-10-29 12:15:00;13;34;3;133;73;13;42;55;64;8;7
2020-10-29 12:30:00;18;42;5;119;83;24;46;71;80;11;8
2020-10-29 12:45:00;10;33;3;131;93;27;43;75;86;15;14
2020-10-29 13:00:00;22;32;3;134;125;29;36;76;64;7;4
2020-10-29 13:15:00;16;29;3;123;119;23;43;79;85;7;8
2020-10-29 13:30:00;29;30;4;106;83;14;52;113;106;23;22
2020-10-29 13:45:00;17;29;4;113;94;20;37;100;113;25;19
2020-10-29 14:00:00;20;68;2;133;91;25;39;84;87;19;19
2020-10-29 14:15:00;12;27;4;138;101;21;33;71;68;13;13
2020-10-29 14:30:00;11;26;7;147;102;27;40;84;83;15;14
2020-10-29 14:45:00;15;31;4;155;107;25;43;84;65;12;12
2020-10-29 15:00:00;14;36;4;167;101;28;41;75;77;14;13
2020-10-29 15:15:00;19;34;3;187;140;24;54;68;67;11;11
2020-10-29 15:30:00;13;35;7;158;118;22;43;88;102;19;18
2020-10-29 15:45:00;12;35;2;166;135;26;41;84;93;24;23
2020-10-29 16:00:00;15;40;6;173;131;19;69;84;94;12;8
2020-10-29 16:15:00;24;32;4;198;144;31;51;82;90;12;14
2020-10-29 16:30:00;30;40;1;181;153;27;66;66;81;22;20
2020-10-29 16:45:00;19;49;4;168;141;39;50;91;97;22;16
2020-10-29 17:00:00;12;32;4;157;138;63;58;81;92;19;16
2020-10-29 17:15:00;16;43;5;168;125;41;49;70;99;17;14
2020-10-29 17:30:00;11;33;2;140;105;19;35;69;76;19;13
2020-10-29 17:45:00;22;37;3;116;90;13;37;67;86;13;9
2020-10-29 18:00:00;13;27;7;95;89;31;50;63;80;18;15
2020-10-29 18:15:00;12;20;3;109;83;16;35;62;69;13;12
2020-10-29 18:30:00;15;15;2;75;69;25;32;55;52;8;6
2020-10-29 18:45:00;13;20;3;80;60;11;33;46;63;14;10
2020-10-29 19:00:00;12;27;3;89;75;17;30;41;52;13;13
2020-10-29 19:15:00;14;14;3;63;55;13;24;37;53;10;11
2020-10-29 19:30:00;5;12;4;53;44;13;26;40;43;9;8
2020-10-29 19:45:00;6;14;4;54;40;8;15;33;33;8;4
2020-10-29 20:00:00;7;14;7;55;36;12;17;36;31;11;9
2020-10-29 20:15:00;9;12;4;41;26;10;19;24;28;7;5
2020-10-29 20:30:00;6;11;7;53;39;14;10;37;33;8;6
2020-10-29 20:45:00;6;7;4;42;41;11;15;29;24;5;4
2020-10-29 21:00:00;3;10;2;55;40;3;16;27;24;5;4
2020-10-29 21:15:00;3;16;0;48;37;9;19;21;32;8;8
2020-10-29 21:30:00;4;15;0;47;29;14;14;25;23;3;3
2020-10-29 21:45:00;3;6;1;28;21;5;19;13;18;3;5
2020-10-29 22:00:00;2;5;1;51;36;14;25;19;9;2;1
2020-10-29 22:15:00;3;4;6;47;26;9;22;18;13;3;2
2020-10-29 22:30:00;3;3;0;25;14;2;10;12;10;1;1
2020-10-29 22:45:00;2;4;2;14;8;4;10;9;12;3;3
2020-10-29 23:00:00;0;6;0;13;10;4;6;8;9;2;2
2020-10-29 23:15:00;1;1;3;17;9;3;8;9;6;2;2
2020-10-29 23:30:00;2;3;0;6;9;5;3;9;5;1;1
2020-10-29 23:45:00;ERROR:;ORA-12541:;TNS:no;listener;SP2-0640:;Not;connected
