DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-02-10 00:00:00;3;2;2;2;3;0;5;1
2020-02-10 00:15:00;0;8;8;0;2;0;6;3
2020-02-10 00:30:00;3;5;5;0;2;0;4;1
2020-02-10 00:45:00;3;6;6;1;1;0;7;3
2020-02-10 01:00:00;4;9;8;1;3;0;3;2
2020-02-10 01:15:00;2;3;3;0;0;0;2;1
2020-02-10 01:30:00;1;2;2;1;1;0;4;4
2020-02-10 01:45:00;0;1;1;1;1;0;3;0
2020-02-10 02:00:00;3;2;3;0;2;0;1;2
2020-02-10 02:15:00;0;1;0;1;2;0;1;1
2020-02-10 02:30:00;0;2;2;0;1;0;0;1
2020-02-10 02:45:00;2;4;4;1;0;0;1;1
2020-02-10 03:00:00;1;4;4;1;2;0;3;3
2020-02-10 03:15:00;1;4;4;0;0;0;2;1
2020-02-10 03:30:00;0;2;2;4;4;0;1;0
2020-02-10 03:45:00;3;7;7;2;2;0;0;0
2020-02-10 04:00:00;2;6;6;2;2;0;4;2
2020-02-10 04:15:00;2;12;12;4;5;0;5;1
2020-02-10 04:30:00;5;13;12;1;5;0;5;5
2020-02-10 04:45:00;10;27;26;3;5;0;9;5
2020-02-10 05:00:00;36;64;66;11;14;0;19;8
2020-02-10 05:15:00;87;104;107;5;13;0;39;12
2020-02-10 05:30:00;94;101;101;12;21;0;59;19
2020-02-10 05:45:00;74;67;68;8;8;0;43;17
2020-02-10 06:00:00;122;90;91;5;13;0;34;26
2020-02-10 06:15:00;135;92;94;9;14;0;34;18
2020-02-10 06:30:00;148;108;103;9;22;0;44;23
2020-02-10 06:45:00;162;104;104;10;17;0;65;46
2020-02-10 07:00:00;156;106;107;11;19;0;78;52
2020-02-10 07:15:00;179;118;115;13;17;0;79;43
2020-02-10 07:30:00;174;110;107;10;18;0;97;68
2020-02-10 07:45:00;180;106;109;12;23;0;73;49
2020-02-10 08:00:00;162;111;108;12;17;0;91;78
2020-02-10 08:15:00;141;91;89;12;22;0;69;46
2020-02-10 08:30:00;119;76;82;12;22;0;58;51
2020-02-10 08:45:00;92;73;76;12;24;0;71;47
2020-02-10 09:00:00;79;70;74;13;17;0;59;34
2020-02-10 09:15:00;78;60;61;11;21;0;59;40
2020-02-10 09:30:00;88;71;68;18;27;0;69;50
2020-02-10 09:45:00;68;50;54;9;14;0;57;47
2020-02-10 10:00:00;65;44;42;16;23;0;65;31
2020-02-10 10:15:00;68;65;63;17;24;0;72;48
2020-02-10 10:30:00;76;51;52;14;17;0;61;39
2020-02-10 10:45:00;72;47;45;13;21;0;73;42
2020-02-10 11:00:00;48;56;54;13;18;0;59;51
2020-02-10 11:15:00;56;61;60;19;31;0;59;50
2020-02-10 11:30:00;109;64;62;20;32;0;72;55
2020-02-10 11:45:00;84;52;50;12;19;0;76;49
2020-02-10 12:00:00;84;65;62;19;21;0;72;63
2020-02-10 12:15:00;76;53;54;20;19;0;72;52
2020-02-10 12:30:00;70;46;44;18;22;0;54;48
2020-02-10 12:45:00;66;65;62;16;22;0;75;60
2020-02-10 13:00:00;90;77;78;15;15;0;68;52
2020-02-10 13:15:00;112;112;110;32;35;0;82;76
2020-02-10 13:30:00;107;87;85;22;29;0;75;36
2020-02-10 13:45:00;106;100;93;10;16;0;66;39
2020-02-10 14:00:00;71;52;52;18;37;0;81;62
2020-02-10 14:15:00;83;68;65;44;63;0;102;90
2020-02-10 14:30:00;87;65;69;33;41;0;97;70
2020-02-10 14:45:00;80;71;65;26;33;0;86;70
2020-02-10 15:00:00;81;45;43;22;51;0;96;75
2020-02-10 15:15:00;93;66;65;23;42;0;100;85
2020-02-10 15:30:00;102;65;65;22;24;0;115;110
2020-02-10 15:45:00;100;57;55;31;37;0;110;94
2020-02-10 16:00:00;104;61;62;29;38;0;124;113
2020-02-10 16:15:00;91;76;73;20;33;0;114;88
2020-02-10 16:30:00;81;46;46;24;42;0;91;73
2020-02-10 16:45:00;
2020-02-10 17:00:00;
2020-02-10 17:15:00;24;10;10;5;9;0;19;17
