DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DD1);7(DE1);8(DE2);9(TAFBC);10(TAFGDE);11(TAFBDE);12(DC3);13(TARDB);14(TARDC);15(TARDD)
2020-12-18 00:00:00;7;0;0;0;0;0;2;2;0;0;0;0;0;0;0
2020-12-18 00:15:00;8;1;0;0;0;0;4;3;0;0;0;0;0;0;0
2020-12-18 00:30:00;7;3;0;0;0;0;3;3;0;0;0;0;0;0;0
2020-12-18 00:45:00;8;11;0;0;0;0;12;9;0;0;0;0;0;0;0
2020-12-18 01:00:00;4;5;0;0;0;0;6;5;0;0;0;0;0;0;0
2020-12-18 01:15:00;2;3;0;1;0;0;4;3;0;0;0;1;0;0;0
2020-12-18 01:30:00;6;1;0;0;0;0;12;10;0;0;0;0;0;0;0
2020-12-18 01:45:00;2;3;0;0;0;0;8;7;0;0;0;0;0;0;0
2020-12-18 02:00:00;2;5;0;0;0;0;6;4;0;0;0;0;0;0;0
2020-12-18 02:15:00;2;4;0;0;0;0;9;7;0;0;0;0;0;0;0
2020-12-18 02:30:00;4;4;0;0;0;0;10;9;0;0;0;0;0;0;0
2020-12-18 02:45:00;2;2;0;0;0;0;11;6;0;0;0;0;0;0;0
2020-12-18 03:00:00;3;2;1;0;0;0;4;6;0;0;0;0;0;0;0
2020-12-18 03:15:00;5;5;0;0;0;0;11;8;0;0;0;0;0;0;0
2020-12-18 03:30:00;4;3;0;0;0;0;15;9;0;0;0;0;0;0;0
2020-12-18 03:45:00;5;9;0;0;0;0;8;6;0;0;0;0;0;0;0
2020-12-18 04:00:00;9;3;0;0;0;0;15;13;0;0;0;0;0;0;0
2020-12-18 04:15:00;3;7;0;0;0;0;19;21;0;0;0;0;0;0;0
2020-12-18 04:30:00;20;10;0;0;0;0;29;26;0;0;0;0;0;0;0
2020-12-18 04:45:00;48;17;0;0;1;0;33;28;0;0;0;1;0;0;0
2020-12-18 05:00:00;73;49;0;1;0;0;48;36;0;0;0;0;0;0;0
2020-12-18 05:15:00;92;65;0;1;0;0;54;51;0;0;0;0;0;0;0
2020-12-18 05:30:00;100;76;0;0;0;0;59;64;0;0;0;0;0;0;0
2020-12-18 05:45:00;87;51;1;0;2;0;65;83;0;0;0;2;0;0;0
2020-12-18 06:00:00;66;55;1;1;1;2;50;75;0;0;0;1;0;0;0
2020-12-18 06:15:00;85;61;0;0;3;1;63;85;0;0;0;3;0;0;0
2020-12-18 06:30:00;142;78;0;2;1;0;57;95;0;0;0;3;9;0;0
2020-12-18 06:45:00;94;68;7;2;2;0;56;83;0;0;0;1;0;0;0
2020-12-18 07:00:00;123;63;2;2;4;2;49;76;0;0;0;5;0;0;0
2020-12-18 07:15:00;111;80;19;2;1;1;55;104;0;0;0;2;0;0;0
2020-12-18 07:30:00;90;79;0;3;5;1;57;100;0;0;0;7;0;0;0
2020-12-18 07:45:00;84;111;9;1;8;4;63;131;0;0;0;9;0;0;0
2020-12-18 08:00:00;58;78;6;1;3;3;44;105;0;0;0;2;0;0;0
2020-12-18 08:15:00;83;82;5;2;4;3;53;139;0;0;0;4;0;0;2
2020-12-18 08:30:00;85;87;5;2;7;1;69;143;0;0;0;8;0;0;0
2020-12-18 08:45:00;80;84;9;0;5;3;69;134;0;0;0;5;0;0;0
2020-12-18 09:00:00;67;72;10;1;7;3;77;151;0;0;0;7;0;0;2
2020-12-18 09:15:00;75;93;4;1;8;1;84;132;0;0;0;10;0;0;3
2020-12-18 09:30:00;82;95;13;2;7;4;66;131;0;0;0;9;0;0;5
2020-12-18 09:45:00;83;101;10;0;3;3;82;186;3;0;0;5;1;0;1
2020-12-18 10:00:00;83;85;7;1;5;3;94;163;0;0;0;5;1;0;2
2020-12-18 10:15:00;80;74;6;1;5;0;94;181;0;0;0;7;0;0;0
2020-12-18 10:30:00;80;106;6;2;14;3;80;187;0;0;0;15;0;0;1
2020-12-18 10:45:00;59;79;3;2;12;0;61;152;0;0;0;11;0;0;6
2020-12-18 11:00:00;85;100;3;1;7;4;90;196;0;0;0;9;2;0;2
2020-12-18 11:15:00;76;81;3;1;4;3;96;191;0;0;0;5;0;0;0
2020-12-18 11:30:00;68;91;3;1;5;4;81;192;0;0;0;6;0;0;1
2020-12-18 11:45:00;78;83;5;0;8;1;68;164;0;0;0;7;0;0;1
2020-12-18 12:00:00;78;90;11;2;14;3;51;171;0;0;0;11;2;1;1
2020-12-18 12:15:00;106;111;7;1;6;2;74;191;0;0;0;8;0;0;1
2020-12-18 12:30:00;123;100;8;1;10;3;77;204;0;0;0;10;0;0;2
2020-12-18 12:45:00;94;132;13;2;4;4;52;196;0;0;0;5;0;0;0
2020-12-18 13:00:00;81;126;16;2;11;3;77;196;0;0;0;13;1;0;3
2020-12-18 13:15:00;100;146;15;0;10;3;80;198;0;0;0;11;0;0;6
2020-12-18 13:30:00;90;126;4;3;11;3;74;176;0;0;0;12;0;0;4
2020-12-18 13:45:00;65;92;6;3;5;2;67;181;0;0;0;5;0;0;2
2020-12-18 14:00:00;89;135;6;1;7;3;104;232;0;0;0;8;0;0;1
2020-12-18 14:15:00;75;92;6;2;10;4;54;213;0;0;0;11;0;0;1
2020-12-18 14:30:00;120;131;9;0;5;2;60;249;0;0;0;6;0;0;2
2020-12-18 14:45:00;96;96;7;5;11;5;70;233;0;0;0;11;0;0;2
2020-12-18 15:00:00;88;122;8;2;3;6;70;207;0;0;0;4;0;0;1
2020-12-18 15:15:00;99;104;3;2;4;4;70;206;0;0;0;8;1;0;0
2020-12-18 15:30:00;87;104;7;1;7;6;56;188;0;0;0;9;0;0;0
2020-12-18 15:45:00;87;98;6;1;7;5;68;186;0;0;0;8;0;0;4
2020-12-18 16:00:00;86;98;6;2;12;2;49;195;2;0;0;13;3;0;9
2020-12-18 16:15:00;74;83;11;0;7;4;32;157;0;0;0;9;0;0;0
2020-12-18 16:30:00;101;92;25;1;11;5;81;163;0;0;0;11;1;0;0
2020-12-18 16:45:00;89;54;26;1;5;4;37;106;0;0;0;5;0;0;4
2020-12-18 17:00:00;95;68;11;1;10;3;50;100;0;0;0;11;0;0;1
2020-12-18 17:15:00;94;52;12;2;10;1;48;106;0;0;0;12;0;3;1
2020-12-18 17:30:00;100;65;11;2;4;2;45;102;0;0;0;3;1;0;0
2020-12-18 17:45:00;79;64;4;0;8;9;37;83;0;0;0;14;0;0;0
2020-12-18 18:00:00;75;64;9;1;3;2;54;89;0;0;0;6;0;0;0
2020-12-18 18:15:00;80;52;7;0;6;3;37;78;10;0;0;5;0;0;0
2020-12-18 18:30:00;60;44;10;0;3;1;42;55;0;0;0;4;0;0;0
2020-12-18 18:45:00;83;43;4;1;2;0;47;70;0;0;0;5;0;0;0
2020-12-18 19:00:00;53;40;7;0;2;3;35;54;0;0;0;3;0;0;4
2020-12-18 19:15:00;61;43;5;1;5;2;41;74;0;0;0;4;0;0;0
2020-12-18 19:30:00;50;37;6;0;5;0;42;50;0;0;0;7;0;0;0
2020-12-18 19:45:00;56;36;2;0;6;0;41;63;0;0;0;7;0;0;0
2020-12-18 20:00:00;50;33;4;0;4;1;57;60;0;0;0;4;0;0;0
2020-12-18 20:15:00;61;46;0;2;3;2;52;65;0;0;0;3;0;0;0
2020-12-18 20:30:00;68;41;2;1;3;2;53;64;0;0;0;3;0;0;11
2020-12-18 20:45:00;77;48;2;0;1;1;53;58;0;0;0;1;0;0;0
2020-12-18 21:00:00;53;40;1;2;0;2;52;49;0;0;0;0;0;0;0
2020-12-18 21:15:00;72;40;0;0;0;1;32;25;0;0;0;0;0;0;0
2020-12-18 21:30:00;35;22;0;1;0;0;48;47;0;0;0;0;0;0;0
2020-12-18 21:45:00;29;17;2;0;1;0;49;57;0;0;0;1;0;0;0
2020-12-18 22:00:00;14;12;0;0;0;1;43;44;0;0;0;0;0;0;0
2020-12-18 22:15:00;13;10;0;0;0;1;42;42;0;0;0;0;0;0;0
