DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-02-14 00:00:00;0;0;0;0;0;0
2020-02-14 00:15:00;1;0;0;0;0;0
2020-02-14 00:30:00;1;0;0;0;0;0
2020-02-14 00:45:00;3;1;0;0;0;0
2020-02-14 01:00:00;0;0;0;0;0;0
2020-02-14 01:15:00;2;0;0;0;0;0
2020-02-14 01:30:00;0;0;0;0;0;0
2020-02-14 01:45:00;0;0;0;0;0;0
2020-02-14 02:00:00;1;1;0;0;0;0
2020-02-14 02:15:00;0;0;0;0;0;0
2020-02-14 02:30:00;0;0;0;0;0;0
2020-02-14 02:45:00;0;0;0;0;0;0
2020-02-14 03:00:00;1;0;0;0;0;0
2020-02-14 03:15:00;0;0;1;0;0;0
2020-02-14 03:30:00;0;2;0;0;0;0
2020-02-14 03:45:00;1;0;0;0;0;0
2020-02-14 04:00:00;1;0;0;0;0;0
2020-02-14 04:15:00;0;1;0;0;0;0
2020-02-14 04:30:00;0;0;0;0;0;0
2020-02-14 04:45:00;0;3;0;0;0;0
2020-02-14 05:00:00;3;0;0;0;0;0
2020-02-14 05:15:00;1;1;0;0;0;0
2020-02-14 05:30:00;7;2;0;0;0;0
2020-02-14 05:45:00;13;7;0;0;0;0
2020-02-14 06:00:00;10;10;0;0;0;0
2020-02-14 06:15:00;3;10;0;0;0;0
2020-02-14 06:30:00;6;7;0;0;0;0
2020-02-14 06:45:00;10;8;0;0;0;0
2020-02-14 07:00:00;15;8;2;9;0;0
2020-02-14 07:15:00;13;6;16;0;0;0
2020-02-14 07:30:00;24;11;9;1;0;0
2020-02-14 07:45:00;27;17;3;3;0;0
2020-02-14 08:00:00;17;13;0;0;0;0
2020-02-14 08:15:00;8;13;0;0;0;0
2020-02-14 08:30:00;8;28;0;1;0;0
2020-02-14 08:45:00;9;9;0;0;0;0
2020-02-14 09:00:00;5;4;0;0;0;0
2020-02-14 09:15:00;4;6;0;0;0;0
2020-02-14 09:30:00;15;4;0;0;0;0
2020-02-14 09:45:00;3;10;0;1;0;0
2020-02-14 10:00:00;11;4;0;0;0;0
2020-02-14 10:15:00;9;16;0;0;0;0
2020-02-14 10:30:00;7;13;0;1;0;0
2020-02-14 10:45:00;12;18;0;0;0;0
2020-02-14 11:00:00;11;13;0;2;0;0
2020-02-14 11:15:00;8;12;0;2;0;0
2020-02-14 11:30:00;5;21;3;0;0;0
2020-02-14 11:45:00;8;14;1;0;0;0
2020-02-14 12:00:00;20;34;0;0;0;0
2020-02-14 12:15:00;9;16;2;0;0;0
2020-02-14 12:30:00;8;22;0;0;0;0
2020-02-14 12:45:00;5;12;1;0;0;0
2020-02-14 13:00:00;16;20;1;1;0;0
2020-02-14 13:15:00;27;9;1;0;0;0
2020-02-14 13:30:00;14;9;1;0;0;0
2020-02-14 13:45:00;11;10;0;2;0;0
2020-02-14 14:00:00;15;13;0;0;0;0
2020-02-14 14:15:00;12;15;0;0;0;0
2020-02-14 14:30:00;13;13;0;0;0;0
2020-02-14 14:45:00;7;13;1;0;0;0
2020-02-14 15:00:00;24;6;2;2;0;0
2020-02-14 15:15:00;8;9;0;0;0;0
2020-02-14 15:30:00;12;17;0;3;0;0
2020-02-14 15:45:00;9;6;1;0;0;0
2020-02-14 16:00:00;18;11;3;0;0;0
2020-02-14 16:15:00;8;16;0;0;0;0
2020-02-14 16:30:00;14;10;1;2;0;0
2020-02-14 16:45:00;14;13;1;0;0;0
2020-02-14 17:00:00;14;15;3;0;0;0
2020-02-14 17:15:00;11;10;1;0;0;0
2020-02-14 17:30:00;10;8;0;0;0;0
2020-02-14 17:45:00;7;12;1;0;0;0
2020-02-14 18:00:00;6;17;0;1;0;0
2020-02-14 18:15:00;12;22;0;0;0;0
2020-02-14 18:30:00;12;17;1;0;0;0
2020-02-14 18:45:00;10;6;0;0;0;0
2020-02-14 19:00:00;16;6;0;0;0;0
2020-02-14 19:15:00;11;5;0;0;0;0
2020-02-14 19:30:00;7;10;0;0;0;0
2020-02-14 19:45:00;5;10;0;0;0;0
2020-02-14 20:00:00;5;8;0;0;0;0
2020-02-14 20:15:00;3;5;0;0;0;0
2020-02-14 20:30:00;5;9;0;0;0;0
2020-02-14 20:45:00;2;11;0;0;0;0
2020-02-14 21:00:00;6;17;0;0;0;0
2020-02-14 21:15:00;5;7;0;0;0;0
2020-02-14 21:30:00;1;8;0;0;0;0
2020-02-14 21:45:00;3;5;0;0;0;0
2020-02-14 22:00:00;6;17;0;0;0;0
2020-02-14 22:15:00;3;5;0;0;0;0
2020-02-14 22:30:00;4;4;0;0;0;0
2020-02-14 22:45:00;4;1;0;0;0;0
2020-02-14 23:00:00;6;2;0;0;0;0
2020-02-14 23:15:00;2;1;0;0;0;0
2020-02-14 23:30:00;4;5;0;0;0;0
2020-02-14 23:45:00;2;1;0;0;0;0
