DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-05-19 00:00:00;9;7;7;4;8;2;2
2020-05-19 00:15:00;15;5;19;4;1;6;0
2020-05-19 00:30:00;9;8;11;1;2;4;2
2020-05-19 00:45:00;14;2;7;2;4;2;7
2020-05-19 01:00:00;9;3;5;4;3;2;1
2020-05-19 01:15:00;4;1;10;3;2;2;3
2020-05-19 01:30:00;5;0;6;0;2;1;1
2020-05-19 01:45:00;7;1;9;2;3;6;4
2020-05-19 02:00:00;5;1;4;1;4;2;3
2020-05-19 02:15:00;9;1;10;5;3;2;2
2020-05-19 02:30:00;2;1;7;1;1;4;4
2020-05-19 02:45:00;6;3;5;0;3;4;4
2020-05-19 03:00:00;10;2;6;1;1;10;2
2020-05-19 03:15:00;5;2;5;1;6;2;4
2020-05-19 03:30:00;5;2;6;1;1;3;3
2020-05-19 03:45:00;8;3;8;2;4;4;1
2020-05-19 04:00:00;4;0;6;1;4;7;11
2020-05-19 04:15:00;4;3;14;6;2;2;0
2020-05-19 04:30:00;8;5;24;4;2;0;2
2020-05-19 04:45:00;8;6;29;5;2;0;1
2020-05-19 05:00:00;20;14;55;9;2;2;0
2020-05-19 05:15:00;45;24;92;31;3;0;0
2020-05-19 05:30:00;36;19;84;40;2;0;0
2020-05-19 05:45:00;59;38;96;52;4;0;0
2020-05-19 06:00:00;62;45;73;36;3;0;0
2020-05-19 06:15:00;89;44;122;53;6;0;0
2020-05-19 06:30:00;92;33;158;73;7;0;1
2020-05-19 06:45:00;136;61;141;84;9;0;1
2020-05-19 07:00:00;126;61;143;68;10;2;0
2020-05-19 07:15:00;159;80;157;83;5;0;0
2020-05-19 07:30:00;173;94;159;89;13;1;2
2020-05-19 07:45:00;145;98;158;100;14;0;1
2020-05-19 08:00:00;144;73;133;62;12;0;0
2020-05-19 08:15:00;138;85;123;74;11;3;0
2020-05-19 08:30:00;137;98;118;73;13;4;3
2020-05-19 08:45:00;145;86;143;83;17;2;2
2020-05-19 09:00:00;99;58;134;69;9;2;1
2020-05-19 09:15:00;139;76;117;62;9;1;1
2020-05-19 09:30:00;146;95;141;77;17;0;0
2020-05-19 09:45:00;146;106;164;103;11;1;1
2020-05-19 10:00:00;145;85;153;85;6;3;1
2020-05-19 10:15:00;112;75;135;73;6;1;0
2020-05-19 10:30:00;135;83;132;77;11;1;3
2020-05-19 10:45:00;143;105;136;56;10;0;1
2020-05-19 11:00:00;127;115;158;64;6;4;2
2020-05-19 11:15:00;149;111;148;79;12;2;1
2020-05-19 11:30:00;133;96;168;100;11;1;1
2020-05-19 11:45:00;135;85;170;78;3;1;1
2020-05-19 12:00:00;123;91;142;78;8;3;2
2020-05-19 12:15:00;135;96;123;66;11;6;7
2020-05-19 12:30:00;140;93;155;92;8;3;3
2020-05-19 12:45:00;157;108;184;88;11;3;0
2020-05-19 13:00:00;176;92;175;92;6;3;10
2020-05-19 13:15:00;144;105;166;77;7;4;2
2020-05-19 13:30:00;122;84;157;83;6;3;5
2020-05-19 13:45:00;161;119;171;128;12;5;2
2020-05-19 14:00:00;165;105;169;85;10;4;9
2020-05-19 14:15:00;157;125;136;57;11;1;1
2020-05-19 14:30:00;206;139;158;84;13;2;3
2020-05-19 14:45:00;171;145;152;74;13;2;2
2020-05-19 15:00:00;171;129;146;72;13;5;3
2020-05-19 15:15:00;146;102;173;77;7;4;1
2020-05-19 15:30:00;183;147;168;103;14;4;1
2020-05-19 15:45:00;172;114;174;112;9;0;4
2020-05-19 16:00:00;178;119;183;95;10;4;8
2020-05-19 16:15:00;194;144;192;110;8;2;5
2020-05-19 16:30:00;200;133;182;119;14;1;4
2020-05-19 16:45:00;183;117;180;112;15;4;9
2020-05-19 17:00:00;182;130;182;107;11;4;1
2020-05-19 17:15:00;188;136;185;96;11;3;1
2020-05-19 17:30:00;123;91;111;78;9;3;2
2020-05-19 17:45:00;91;67;111;67;6;0;2
2020-05-19 18:00:00;157;106;163;75;15;10;0
2020-05-19 18:15:00;148;110;173;95;14;5;2
2020-05-19 18:30:00;123;86;149;68;6;6;2
2020-05-19 18:45:00;115;99;136;77;5;0;2
2020-05-19 19:00:00;106;78;128;54;6;0;0
2020-05-19 19:15:00;116;81;110;59;8;1;0
2020-05-19 19:30:00;78;63;93;40;6;1;1
2020-05-19 19:45:00;78;50;87;45;2;1;1
2020-05-19 20:00:00;80;60;89;34;6;1;3
2020-05-19 20:15:00;66;54;86;50;6;0;1
2020-05-19 20:30:00;53;31;88;36;9;2;2
2020-05-19 20:45:00;61;35;78;35;2;0;0
2020-05-19 21:00:00;51;37;75;46;4;4;3
2020-05-19 21:15:00;67;29;78;37;4;0;2
2020-05-19 21:30:00;53;38;59;25;0;0;0
2020-05-19 21:45:00;49;54;63;22;6;1;0
2020-05-19 22:00:00;65;48;56;17;3;2;0
2020-05-19 22:15:00;46;40;56;13;2;1;0
2020-05-19 22:30:00;27;25;35;9;1;1;2
2020-05-19 22:45:00;22;15;28;11;2;0;0
2020-05-19 23:00:00;20;12;32;11;1;0;3
2020-05-19 23:15:00;24;16;29;15;1;2;1
2020-05-19 23:30:00;16;14;27;3;4;3;0
