DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-01-30 00:00:00;5;5;10;1;0;0;5;0;0
2020-01-30 00:15:00;2;2;5;0;0;0;9;0;0
2020-01-30 00:30:00;1;6;8;1;1;0;6;0;0
2020-01-30 00:45:00;1;3;6;2;2;0;6;0;0
2020-01-30 01:00:00;1;3;5;0;0;0;1;0;0
2020-01-30 01:15:00;0;1;1;0;0;0;5;0;0
2020-01-30 01:30:00;0;1;2;0;0;0;2;0;0
2020-01-30 01:45:00;1;2;3;0;0;0;4;0;0
2020-01-30 02:00:00;1;4;8;2;0;0;2;0;0
2020-01-30 02:15:00;1;2;3;0;0;0;3;0;0
2020-01-30 02:30:00;0;0;0;0;0;0;1;0;0
2020-01-30 02:45:00;2;2;4;0;0;1;3;0;0
2020-01-30 03:00:00;0;1;2;0;0;0;1;0;0
2020-01-30 03:15:00;0;1;4;0;0;0;8;0;0
2020-01-30 03:30:00;2;5;8;0;0;0;3;0;0
2020-01-30 03:45:00;1;4;6;1;0;0;6;0;0
2020-01-30 04:00:00;3;8;7;0;0;0;2;0;0
2020-01-30 04:15:00;4;3;6;1;0;0;2;0;0
2020-01-30 04:30:00;4;6;7;4;1;1;10;0;0
2020-01-30 04:45:00;10;3;16;3;0;0;11;0;0
2020-01-30 05:00:00;6;14;20;2;1;0;39;0;0
2020-01-30 05:15:00;14;14;32;6;5;8;62;0;0
2020-01-30 05:30:00;17;34;56;13;12;7;79;0;0
2020-01-30 05:45:00;27;37;78;24;11;19;69;0;0
2020-01-30 06:00:00;32;42;63;18;3;11;42;0;0
2020-01-30 06:15:00;41;42;69;30;21;37;70;2;0
2020-01-30 06:30:00;26;41;66;29;20;45;107;0;1
2020-01-30 06:45:00;39;46;81;32;25;45;112;0;1
2020-01-30 07:00:00;54;52;77;20;19;31;121;1;3
2020-01-30 07:15:00;60;57;93;21;11;21;133;6;1
2020-01-30 07:30:00;78;73;116;35;16;27;156;1;15
2020-01-30 07:45:00;76;75;111;27;19;34;143;5;17
2020-01-30 08:00:00;55;65;97;24;23;46;141;7;5
2020-01-30 08:15:00;40;46;96;26;24;34;124;0;3
2020-01-30 08:30:00;48;47;101;22;15;17;105;0;1
2020-01-30 08:45:00;35;46;76;26;11;11;101;2;2
2020-01-30 09:00:00;27;41;49;16;9;8;68;1;0
2020-01-30 09:15:00;40;46;68;28;13;7;64;8;1
2020-01-30 09:30:00;39;50;70;16;10;6;75;1;6
2020-01-30 09:45:00;37;51;78;14;6;5;62;3;4
2020-01-30 10:00:00;39;44;70;20;10;3;63;5;8
2020-01-30 10:15:00;37;46;60;11;10;2;75;1;3
2020-01-30 10:30:00;31;43;72;13;10;4;76;4;2
2020-01-30 10:45:00;28;46;68;19;8;5;64;0;4
2020-01-30 11:00:00;27;51;71;10;7;4;80;4;2
2020-01-30 11:15:00;43;54;80;23;8;3;82;7;2
2020-01-30 11:30:00;52;59;122;18;7;6;69;7;0
2020-01-30 11:45:00;39;48;71;12;4;6;69;2;11
2020-01-30 12:00:00;46;74;95;19;7;2;88;3;3
2020-01-30 12:15:00;45;47;74;16;7;5;79;1;22
2020-01-30 12:30:00;43;59;83;29;11;10;74;12;3
2020-01-30 12:45:00;36;45;67;20;9;4;73;6;5
2020-01-30 13:00:00;43;55;80;17;8;5;90;1;70
2020-01-30 13:15:00;48;52;81;15;7;7;82;3;22
2020-01-30 13:30:00;40;63;85;24;9;9;104;2;15
2020-01-30 13:45:00;46;59;101;20;8;8;82;27;21
2020-01-30 14:00:00;65;70;112;25;9;6;93;7;2
2020-01-30 14:15:00;85;98;134;41;9;8;85;18;9
2020-01-30 14:30:00;92;97;139;37;10;4;104;11;9
2020-01-30 14:45:00;76;69;136;42;8;6;86;6;2
2020-01-30 15:00:00;68;78;114;36;9;6;97;7;7
2020-01-30 15:15:00;81;64;122;39;12;9;89;7;7
2020-01-30 15:30:00;89;72;130;44;14;7;99;15;6
2020-01-30 15:45:00;96;77;132;34;9;1;81;9;4
2020-01-30 16:00:00;94;91;140;48;13;6;121;13;6
2020-01-30 16:15:00;119;92;151;36;9;4;108;5;2
2020-01-30 16:30:00;72;89;130;57;10;6;114;6;11
2020-01-30 16:45:00;80;87;124;40;12;3;97;2;10
2020-01-30 17:00:00;76;101;131;52;10;3;104;2;2
2020-01-30 17:15:00;70;77;118;45;11;5;98;9;4
2020-01-30 17:30:00;60;70;115;46;9;10;106;2;15
2020-01-30 17:45:00;58;77;110;30;6;4;89;8;11
2020-01-30 18:00:00;65;61;95;17;9;7;73;7;7
2020-01-30 18:15:00;45;43;82;26;9;4;85;7;1
2020-01-30 18:30:00;39;30;51;19;10;4;62;1;1
2020-01-30 18:45:00;43;42;62;18;10;2;60;0;0
2020-01-30 19:00:00;47;38;67;11;6;4;76;3;2
2020-01-30 19:15:00;39;36;65;10;9;6;54;0;1
2020-01-30 19:30:00;23;35;53;13;7;4;36;0;0
2020-01-30 19:45:00;33;29;49;9;10;6;37;0;0
2020-01-30 20:00:00;22;27;44;3;3;2;51;0;3
2020-01-30 20:15:00;22;30;48;6;5;1;40;1;0
2020-01-30 20:30:00;23;28;48;9;4;0;47;0;0
2020-01-30 20:45:00;16;15;26;4;4;1;43;0;0
2020-01-30 21:00:00;18;24;40;7;6;3;42;0;0
2020-01-30 21:15:00;12;21;36;12;11;8;32;2;3
2020-01-30 21:30:00;15;24;36;8;9;2;33;2;0
2020-01-30 21:45:00;19;24;41;8;6;5;41;0;1
2020-01-30 22:00:00;23;33;53;24;7;0;29;13;8
2020-01-30 22:15:00;26;27;41;6;4;2;32;0;0
2020-01-30 22:30:00;8;14;25;3;3;1;19;1;0
2020-01-30 22:45:00;9;12;21;3;3;2;15;0;0
2020-01-30 23:00:00;7;14;17;1;2;1;17;0;0
2020-01-30 23:15:00;3;11;18;0;0;0;19;0;0
2020-01-30 23:30:00;4;5;12;1;1;1;11;0;0
2020-01-30 23:45:00;0;4;9;2;1;1;13;0;0
