DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2020-03-20 00:00:00;6;7;1;0;0;1;0;0;4;0;0;0;0;0
2020-03-20 00:15:00;2;3;0;2;0;0;0;0;3;0;0;0;0;0
2020-03-20 00:30:00;0;1;1;1;0;0;0;1;2;0;0;0;0;0
2020-03-20 00:45:00;3;4;0;4;0;0;0;3;3;0;0;0;0;0
2020-03-20 01:00:00;2;4;1;0;0;0;0;4;7;0;0;0;0;0
2020-03-20 01:15:00;3;3;2;1;0;0;0;2;3;0;0;0;0;0
2020-03-20 01:30:00;3;2;0;0;0;0;0;2;4;0;0;0;0;0
2020-03-20 01:45:00;1;6;0;4;0;0;0;3;8;0;0;0;0;0
2020-03-20 02:00:00;3;4;1;0;0;0;0;2;5;0;0;0;0;0
2020-03-20 02:15:00;2;3;1;3;0;0;0;1;1;0;0;0;0;0
2020-03-20 02:30:00;1;1;0;1;0;0;0;1;2;0;0;0;0;0
2020-03-20 02:45:00;0;4;1;1;0;0;0;1;1;0;0;0;0;0
2020-03-20 03:00:00;1;0;0;1;0;0;0;1;2;0;0;0;0;0
2020-03-20 03:15:00;2;3;2;3;0;0;0;1;2;0;0;0;0;0
2020-03-20 03:30:00;2;6;2;2;0;0;0;1;2;0;0;0;0;0
2020-03-20 03:45:00;1;4;1;2;0;0;0;1;3;0;0;0;0;0
2020-03-20 04:00:00;2;4;0;0;0;0;0;2;5;0;0;0;0;0
2020-03-20 04:15:00;0;1;1;0;0;0;0;2;6;0;0;0;0;0
2020-03-20 04:30:00;4;8;1;1;3;0;0;5;8;0;0;0;0;0
2020-03-20 04:45:00;5;6;0;2;0;0;0;10;26;0;0;0;0;0
2020-03-20 05:00:00;11;16;6;5;5;1;0;31;48;0;0;0;0;0
2020-03-20 05:15:00;4;8;9;14;9;0;0;64;107;0;0;0;0;0
2020-03-20 05:30:00;28;28;13;7;12;0;1;61;89;0;0;0;0;0
2020-03-20 05:45:00;42;91;16;17;7;6;9;47;61;0;0;0;1;0
2020-03-20 06:00:00;69;135;18;17;5;3;8;28;56;0;0;0;1;0
2020-03-20 06:15:00;29;55;16;18;4;1;1;38;46;0;0;0;0;0
2020-03-20 06:30:00;20;25;24;26;5;0;1;55;64;0;0;0;1;1
2020-03-20 06:45:00;15;19;20;17;4;0;0;42;52;0;0;2;1;0
2020-03-20 07:00:00;19;23;18;24;3;1;1;39;67;0;0;0;1;0
2020-03-20 07:15:00;20;39;15;16;4;0;1;46;53;0;0;0;0;0
2020-03-20 07:30:00;27;24;24;28;4;0;0;60;58;0;0;0;2;1
2020-03-20 07:45:00;37;10;20;23;4;5;2;48;53;3;0;0;0;0
2020-03-20 08:00:00;36;7;17;16;13;3;1;56;37;0;0;0;5;3
2020-03-20 08:15:00;41;12;18;16;5;3;0;41;36;0;2;0;0;0
2020-03-20 08:30:00;31;9;17;22;6;5;0;30;25;0;0;0;0;0
2020-03-20 08:45:00;36;4;4;5;7;5;1;22;25;3;0;0;0;0
