DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2020-02-17 00:00:00;5;4;2;4;1;2;5;1;2;1;0;0;0;0;0;0;0
2020-02-17 00:15:00;9;2;3;5;2;0;7;2;1;1;0;0;0;0;0;0;0
2020-02-17 00:30:00;3;0;0;2;0;1;4;2;0;1;0;0;0;0;0;0;0
2020-02-17 00:45:00;2;3;6;5;1;0;1;0;2;2;0;0;0;0;0;0;0
2020-02-17 01:00:00;6;0;4;3;3;1;1;1;3;2;0;0;0;0;0;0;0
2020-02-17 01:15:00;4;1;0;1;2;2;3;0;1;3;0;0;0;0;0;0;0
2020-02-17 01:30:00;4;0;4;1;0;1;2;2;3;0;0;0;0;0;0;0;0
2020-02-17 01:45:00;4;1;0;0;1;0;1;1;2;0;0;0;0;0;0;0;0
2020-02-17 02:00:00;1;1;1;1;0;0;1;1;4;3;0;0;0;0;0;0;0
2020-02-17 02:15:00;2;1;0;0;1;1;3;0;2;1;0;0;0;0;0;0;0
2020-02-17 02:30:00;2;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0
2020-02-17 02:45:00;4;2;1;2;1;0;0;0;1;1;0;0;0;0;0;0;0
2020-02-17 03:00:00;2;1;6;4;1;0;0;0;2;1;0;0;0;0;0;0;0
2020-02-17 03:15:00;1;1;1;1;0;0;1;2;2;1;0;0;0;0;0;0;0
2020-02-17 03:30:00;2;4;4;2;0;2;3;4;2;1;0;0;0;0;0;0;0
2020-02-17 03:45:00;5;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0
2020-02-17 04:00:00;2;1;1;1;0;0;0;1;5;4;0;0;0;0;0;0;0
2020-02-17 04:15:00;6;3;4;1;0;0;1;2;1;1;0;0;0;0;0;0;0
2020-02-17 04:30:00;19;6;2;2;1;3;4;3;4;4;0;0;0;0;0;0;0
2020-02-17 04:45:00;28;1;9;13;1;0;2;4;9;12;0;0;0;0;0;0;0
2020-02-17 05:00:00;54;6;26;33;1;4;13;6;17;15;0;0;0;0;0;0;0
2020-02-17 05:15:00;118;6;58;83;1;1;16;11;17;14;0;0;0;0;0;0;0
2020-02-17 05:30:00;111;4;43;63;1;5;27;21;30;20;0;0;0;0;0;2;0
2020-02-17 05:45:00;57;7;31;58;5;3;19;15;17;11;0;0;0;0;0;0;0
2020-02-17 06:00:00;36;13;27;31;3;8;13;16;20;19;0;0;0;0;0;0;0
2020-02-17 06:15:00;76;11;59;70;7;5;13;24;19;20;0;0;0;0;0;0;0
2020-02-17 06:30:00;74;16;59;84;4;7;23;26;30;45;0;0;0;0;1;0;0
2020-02-17 06:45:00;65;11;63;80;8;5;45;19;19;24;0;0;0;0;5;0;0
2020-02-17 07:00:00;86;12;67;75;8;5;30;36;22;34;0;0;0;0;0;0;0
2020-02-17 07:15:00;73;9;71;87;20;14;35;48;48;24;0;1;0;0;0;0;0
2020-02-17 07:30:00;78;20;73;89;15;23;44;54;48;42;0;0;0;1;0;0;0
2020-02-17 07:45:00;90;28;73;91;61;26;56;54;38;47;0;0;1;0;0;0;0
2020-02-17 08:00:00;92;16;62;83;17;13;44;46;31;48;1;0;2;0;0;2;0
2020-02-17 08:15:00;80;26;69;68;16;20;46;45;34;37;0;0;4;2;0;0;0
2020-02-17 08:30:00;70;22;43;48;11;19;26;28;27;21;0;0;0;0;1;1;0
2020-02-17 08:45:00;51;16;44;41;13;17;35;43;36;26;1;1;0;0;2;2;0
2020-02-17 09:00:00;52;16;41;51;11;19;22;28;27;41;2;0;2;0;8;0;0
2020-02-17 09:15:00;57;23;40;33;5;23;28;51;38;39;0;0;2;0;6;0;0
2020-02-17 09:30:00;55;12;31;39;12;21;21;35;33;37;0;3;1;0;1;0;0
2020-02-17 09:45:00;64;39;94;26;14;20;29;60;39;25;0;0;2;0;0;0;0
2020-02-17 10:00:00;53;24;27;23;10;18;17;39;30;31;0;0;0;0;2;0;0
2020-02-17 10:15:00;51;20;30;29;7;11;22;23;32;32;0;0;0;0;0;1;0
2020-02-17 10:30:00;49;29;34;19;11;16;21;43;37;32;3;0;3;0;1;0;0
2020-02-17 10:45:00;40;18;30;32;18;11;21;32;28;29;1;0;2;0;0;0;0
2020-02-17 11:00:00;44;23;24;27;22;10;23;37;30;30;0;0;1;2;0;0;0
2020-02-17 11:15:00;42;24;23;29;16;22;18;35;34;31;0;0;0;0;2;0;0
2020-02-17 11:30:00;55;28;18;32;27;27;19;37;42;27;0;0;3;0;0;0;0
2020-02-17 11:45:00;49;32;33;23;13;15;28;42;25;36;0;0;1;0;0;0;0
2020-02-17 12:00:00;48;32;34;34;7;23;20;36;32;34;0;0;0;4;0;0;0
2020-02-17 12:15:00;53;29;38;61;19;25;35;38;36;39;0;0;0;0;6;0;0
2020-02-17 12:30:00;51;25;33;35;18;18;27;32;41;37;2;0;4;12;0;0;0
2020-02-17 12:45:00;52;18;29;23;9;21;31;43;45;45;0;0;0;0;2;0;0
