DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2020-01-06 00:00:00;0;3;1;0;0;0;0;0
2020-01-06 00:15:00;0;1;0;0;0;0;0;0
2020-01-06 00:30:00;0;2;0;0;0;0;0;0
2020-01-06 00:45:00;0;1;0;0;0;0;0;0
2020-01-06 01:00:00;0;2;0;0;0;0;0;0
2020-01-06 01:15:00;0;2;0;0;0;0;0;0
2020-01-06 01:30:00;0;3;1;0;0;0;0;0
2020-01-06 01:45:00;0;5;0;0;0;0;0;0
2020-01-06 02:00:00;0;2;0;0;0;0;0;0
2020-01-06 02:15:00;0;0;0;0;0;0;0;0
2020-01-06 02:30:00;0;0;0;0;0;0;0;0
2020-01-06 02:45:00;0;1;1;0;0;0;0;0
2020-01-06 03:00:00;1;3;0;0;0;0;0;0
2020-01-06 03:15:00;0;0;0;0;0;0;0;0
2020-01-06 03:30:00;0;0;0;0;0;0;0;0
2020-01-06 03:45:00;0;0;1;0;0;0;0;0
2020-01-06 04:00:00;0;1;1;1;0;0;0;0
2020-01-06 04:15:00;0;0;0;0;0;0;0;0
2020-01-06 04:30:00;0;0;1;0;0;0;0;0
2020-01-06 04:45:00;1;4;2;0;0;0;0;0
2020-01-06 05:00:00;0;0;0;0;0;0;0;0
2020-01-06 05:15:00;0;1;0;0;0;0;0;0
2020-01-06 05:30:00;0;0;3;2;0;0;0;0
2020-01-06 05:45:00;0;0;2;0;0;0;0;0
2020-01-06 06:00:00;0;4;1;1;0;0;0;0
2020-01-06 06:15:00;0;0;0;0;0;0;0;0
2020-01-06 06:30:00;0;0;0;0;0;0;0;0
2020-01-06 06:45:00;0;0;0;0;1;0;0;0
2020-01-06 07:00:00;0;2;2;1;0;0;0;0
2020-01-06 07:15:00;0;1;3;1;1;0;0;0
2020-01-06 07:30:00;0;2;0;1;0;0;0;0
2020-01-06 07:45:00;1;0;0;0;1;0;0;0
2020-01-06 08:00:00;0;1;0;0;0;0;0;0
2020-01-06 08:15:00;0;3;0;0;0;0;0;0
2020-01-06 08:30:00;1;0;0;0;0;0;0;0
2020-01-06 08:45:00;1;0;1;1;0;0;0;0
2020-01-06 09:00:00;0;3;2;0;0;0;0;0
2020-01-06 09:15:00;0;1;0;0;0;0;0;0
2020-01-06 09:30:00;0;2;3;1;0;0;0;0
2020-01-06 09:45:00;1;5;0;0;1;0;0;0
2020-01-06 10:00:00;1;2;1;0;1;0;0;0
2020-01-06 10:15:00;0;0;3;3;2;0;0;0
