DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-06-29 00:00:00;3;3;1;1;2;1;0;3
2020-06-29 00:15:00;3;3;2;3;3;7;0;6
2020-06-29 00:30:00;3;3;1;1;2;2;0;2
2020-06-29 00:45:00;6;6;5;3;2;2;0;2
2020-06-29 01:00:00;2;4;3;0;0;0;0;1
2020-06-29 01:15:00;3;0;0;2;3;0;0;2
2020-06-29 01:30:00;3;1;0;0;2;3;0;0
2020-06-29 01:45:00;0;0;0;0;0;0;0;0
2020-06-29 02:00:00;1;2;1;0;0;0;0;1
2020-06-29 02:15:00;2;3;0;0;0;0;0;0
2020-06-29 02:30:00;3;1;0;0;0;1;0;1
2020-06-29 02:45:00;5;2;0;1;1;1;0;1
2020-06-29 03:00:00;0;0;0;1;0;2;0;0
2020-06-29 03:15:00;3;2;1;2;2;0;0;0
2020-06-29 03:30:00;1;0;2;2;2;2;0;1
2020-06-29 03:45:00;5;2;0;3;2;1;0;0
2020-06-29 04:00:00;5;5;2;2;3;6;0;0
2020-06-29 04:15:00;1;1;1;1;1;0;0;1
2020-06-29 04:30:00;2;3;3;2;1;5;0;1
2020-06-29 04:45:00;7;15;17;2;2;5;0;5
2020-06-29 05:00:00;9;16;26;9;2;18;0;3
2020-06-29 05:15:00;19;26;62;4;4;34;0;8
2020-06-29 05:30:00;27;35;55;8;9;30;0;17
2020-06-29 05:45:00;39;38;61;16;19;24;0;15
2020-06-29 06:00:00;25;19;41;12;25;9;0;10
2020-06-29 06:15:00;36;37;55;13;11;23;0;16
2020-06-29 06:30:00;44;41;64;15;35;34;0;21
2020-06-29 06:45:00;57;54;76;22;32;34;0;40
2020-06-29 07:00:00;53;48;78;11;15;30;0;37
2020-06-29 07:15:00;78;68;79;34;64;42;0;46
2020-06-29 07:30:00;113;70;75;35;77;60;0;54
2020-06-29 07:45:00;125;94;101;26;37;62;0;83
2020-06-29 08:00:00;72;61;88;30;34;55;0;52
2020-06-29 08:15:00;51;54;55;26;39;35;0;34
2020-06-29 08:30:00;58;54;57;23;34;35;0;39
2020-06-29 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-29 09:00:00;56;35;32;27;30;24;0;36
2020-06-29 09:15:00;47;35;26;30;25;22;0;36
2020-06-29 09:30:00;64;40;28;22;56;26;0;32
2020-06-29 09:45:00;53;56;29;30;64;36;0;44
2020-06-29 10:00:00;52;36;38;18;29;38;0;46
2020-06-29 10:15:00;60;44;30;26;42;45;0;38
2020-06-29 10:30:00;63;42;25;35;29;39;0;38
2020-06-29 10:45:00;70;46;18;30;37;36;0;58
2020-06-29 11:00:00;65;35;17;33;99;34;0;42
2020-06-29 11:15:00;59;43;22;28;33;41;0;51
2020-06-29 11:30:00;63;39;20;34;51;35;0;57
2020-06-29 11:45:00;71;46;22;33;44;32;0;52
2020-06-29 12:00:00;57;52;30;33;26;41;0;53
2020-06-29 12:15:00;49;40;21;23;30;36;0;46
2020-06-29 12:30:00;51;49;31;31;37;28;0;51
2020-06-29 12:45:00;63;42;31;38;53;41;0;47
2020-06-29 13:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-29 13:15:00;47;51;39;35;43;45;0;51
2020-06-29 13:30:00;61;44;63;24;37;36;0;53
2020-06-29 13:45:00;56;41;39;44;31;40;0;46
2020-06-29 14:00:00;50;64;29;36;31;32;0;35
2020-06-29 14:15:00;68;63;22;71;59;37;0;43
2020-06-29 14:30:00;64;46;32;57;55;31;0;58
2020-06-29 14:45:00;80;70;23;64;70;35;0;45
2020-06-29 15:00:00;62;36;28;55;50;41;0;59
2020-06-29 15:15:00;77;70;23;67;47;41;0;60
2020-06-29 15:30:00;63;60;29;56;50;38;0;49
2020-06-29 15:45:00;74;47;34;55;56;46;0;71
2020-06-29 16:00:00;76;67;20;68;42;33;0;80
2020-06-29 16:15:00;66;66;27;58;46;37;0;61
2020-06-29 16:30:00;67;66;38;55;40;40;0;68
2020-06-29 16:45:00;73;62;21;52;41;44;0;55
2020-06-29 17:00:00;59;37;23;58;49;36;0;66
2020-06-29 17:15:00;68;52;26;66;51;46;0;56
2020-06-29 17:30:00;62;49;32;71;37;43;0;69
2020-06-29 17:45:00;56;35;24;54;48;42;0;57
2020-06-29 18:00:00;51;45;35;61;31;47;0;62
2020-06-29 18:15:00;40;36;27;61;35;29;0;51
2020-06-29 18:30:00;43;33;24;61;30;24;0;42
2020-06-29 18:45:00;49;41;12;40;27;29;0;32
2020-06-29 19:00:00;36;30;23;36;52;32;0;35
2020-06-29 19:15:00;43;26;18;27;48;22;0;30
2020-06-29 19:30:00;24;19;16;32;27;27;0;29
2020-06-29 19:45:00;36;15;23;24;20;23;0;22
2020-06-29 20:00:00;31;19;18;18;32;17;0;26
2020-06-29 20:15:00;32;18;19;15;31;22;0;27
2020-06-29 20:30:00;28;23;14;12;16;30;0;20
2020-06-29 20:45:00;28;24;25;18;8;15;0;19
2020-06-29 21:00:00;27;28;27;18;12;31;0;23
2020-06-29 21:15:00;19;17;33;16;18;19;0;10
2020-06-29 21:30:00;28;11;17;15;16;12;0;12
2020-06-29 21:45:00;17;17;15;36;28;15;0;13
2020-06-29 22:00:00;20;8;13;50;23;15;0;12
2020-06-29 22:15:00;22;13;14;16;13;15;0;15
2020-06-29 22:30:00;14;7;3;9;7;11;0;8
2020-06-29 22:45:00;15;6;5;13;5;4;0;6
2020-06-29 23:00:00;4;6;5;5;8;11;0;12
2020-06-29 23:15:00;9;2;4;6;9;5;0;7
2020-06-29 23:30:00;7;3;5;2;1;3;0;4
2020-06-30 00:00:00;10;4;2;2;2;1;0;3
2020-06-30 00:15:00;1;0;0;4;5;7;0;6
2020-06-30 00:30:00;2;2;2;0;1;2;0;1
2020-06-30 00:45:00;4;3;1;4;5;3;0;2
2020-06-30 01:00:00;3;0;0;1;1;2;0;1
2020-06-30 01:15:00;2;1;0;2;2;2;0;1
2020-06-30 01:30:00;1;0;0;1;1;0;0;0
2020-06-30 01:45:00;4;1;0;0;2;1;0;0
2020-06-30 02:00:00;1;1;0;0;0;0;0;1
2020-06-30 02:15:00;1;2;0;3;3;2;0;1
2020-06-30 02:30:00;1;1;1;2;2;1;0;1
2020-06-30 02:45:00;5;1;0;2;3;3;0;0
2020-06-30 03:00:00;2;1;0;1;0;1;0;1
2020-06-30 03:15:00;3;3;0;1;1;0;0;0
2020-06-30 03:30:00;4;1;0;3;1;1;0;0
2020-06-30 03:45:00;4;2;0;1;1;1;0;2
2020-06-30 04:00:00;3;1;1;3;2;0;0;0
2020-06-30 04:15:00;1;3;1;2;0;1;0;3
2020-06-30 04:30:00;4;4;1;2;1;3;0;0
2020-06-30 04:45:00;4;7;10;5;3;6;0;3
2020-06-30 05:00:00;13;29;29;8;4;11;0;5
2020-06-30 05:15:00;18;30;71;5;4;41;0;16
2020-06-30 05:30:00;24;37;55;18;8;18;0;15
2020-06-30 05:45:00;35;34;45;45;28;24;0;14
2020-06-30 06:00:00;32;19;39;43;37;14;0;13
2020-06-30 06:15:00;36;37;52;26;24;20;0;19
2020-06-30 06:30:00;45;36;71;23;54;33;0;30
2020-06-30 06:45:00;55;45;71;15;24;28;0;41
2020-06-30 07:00:00;61;57;74;19;25;32;0;27
2020-06-30 07:15:00;87;70;77;30;47;44;0;48
2020-06-30 07:30:00;103;68;87;31;53;45;0;50
2020-06-30 07:45:00;88;68;82;32;43;54;0;64
2020-06-30 08:00:00;63;48;51;18;28;33;0;43
2020-06-30 08:15:00;57;56;43;25;35;48;0;35
2020-06-30 08:30:00;61;42;38;20;34;27;0;36
2020-06-30 08:45:00;62;45;59;34;117;32;0;31
2020-06-30 09:00:00;49;48;29;28;35;27;0;32
