DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2019-11-05 00:00:00;9;2;0;6;0;11;1;0;0
2019-11-05 00:15:00;8;3;0;5;0;12;1;0;0
2019-11-05 00:30:00;11;1;0;5;0;13;1;0;0
2019-11-05 00:45:00;4;0;0;4;0;13;0;0;0
2019-11-05 01:00:00;8;4;0;5;0;13;1;0;0
2019-11-05 01:15:00;4;3;0;2;0;12;1;0;0
2019-11-05 01:30:00;2;0;0;1;0;14;1;0;0
2019-11-05 01:45:00;2;0;0;1;0;12;1;0;0
2019-11-05 02:00:00;3;1;0;3;0;14;1;0;0
2019-11-05 02:15:00;1;1;0;3;0;12;0;0;0
2019-11-05 02:30:00;3;0;0;3;0;13;1;0;0
2019-11-05 02:45:00;4;0;0;3;0;12;1;0;0
2019-11-05 03:00:00;4;2;0;2;0;14;1;0;0
2019-11-05 03:15:00;4;2;0;3;0;12;0;0;0
2019-11-05 03:30:00;2;1;1;4;0;14;1;0;0
2019-11-05 03:45:00;5;0;0;0;0;12;1;0;0
2019-11-05 04:00:00;6;3;0;6;0;13;1;0;0
2019-11-05 04:15:00;11;5;1;18;0;12;1;0;0
2019-11-05 04:30:00;32;4;0;13;0;14;1;0;0
2019-11-05 04:45:00;49;7;3;27;0;12;0;0;0
2019-11-05 05:00:00;116;7;2;56;0;11;1;0;0
2019-11-05 05:15:00;180;11;2;79;0;9;1;0;0
2019-11-05 05:30:00;219;23;4;153;0;11;0;0;0
2019-11-05 05:45:00;186;21;3;159;0;9;1;0;0
2019-11-05 06:00:00;238;24;3;142;0;11;0;0;0
2019-11-05 06:15:00;139;17;13;161;0;9;1;0;0
2019-11-05 06:30:00;115;18;13;178;0;10;1;0;0
2019-11-05 06:45:00;132;19;15;205;0;10;0;0;0
2019-11-05 07:00:00;137;22;9;244;4;10;1;0;0
2019-11-05 07:15:00;126;26;8;218;0;11;1;0;0
2019-11-05 07:30:00;114;19;10;241;11;9;0;0;0
2019-11-05 07:45:00;118;20;10;199;4;10;1;0;0
2019-11-05 08:00:00;137;21;12;257;9;10;0;0;0
2019-11-05 08:15:00;159;25;16;243;1;10;1;0;0
2019-11-05 08:30:00;38;137;13;192;2;10;1;0;0
2019-11-05 08:45:00;5;152;16;234;3;10;0;0;0
2019-11-05 09:00:00;2;125;11;164;15;13;1;0;0
2019-11-05 09:15:00;41;116;13;172;2;13;1;0;0
2019-11-05 09:30:00;137;24;10;183;3;13;0;0;0
2019-11-05 09:45:00;117;37;11;155;5;13;1;0;0
2019-11-05 10:00:00;131;33;13;187;2;13;1;0;0
2019-11-05 10:15:00;131;26;3;145;0;12;0;0;0
2019-11-05 10:30:00;122;40;14;169;5;13;1;0;0
2019-11-05 10:45:00;141;28;17;143;4;13;1;0;0
2019-11-05 11:00:00;145;19;14;121;1;13;0;0;0
2019-11-05 11:15:00;127;28;20;150;22;13;1;0;0
2019-11-05 11:30:00;133;35;12;147;0;13;1;0;0
2019-11-05 11:45:00;156;37;18;151;4;13;0;0;0
2019-11-05 12:00:00;131;35;19;144;83;12;1;0;0
2019-11-05 12:15:00;166;41;23;144;4;13;1;0;0
2019-11-05 12:30:00;157;33;23;162;1;13;0;0;0
