DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2020-01-03 00:00:00;7;6;3;2;0;0
2020-01-03 00:15:00;13;15;18;4;0;0
2020-01-03 00:30:00;7;2;11;13;0;0
2020-01-03 00:45:00;10;9;12;10;0;0
2020-01-03 01:00:00;11;9;10;6;0;0
2020-01-03 01:15:00;12;7;10;11;0;0
2020-01-03 01:30:00;7;4;8;7;0;0
2020-01-03 01:45:00;7;3;7;5;0;0
2020-01-03 02:00:00;6;6;5;6;0;0
2020-01-03 02:15:00;8;7;6;4;0;0
2020-01-03 02:30:00;10;6;9;8;0;0
2020-01-03 02:45:00;5;2;8;5;0;0
2020-01-03 03:00:00;7;3;5;3;0;0
2020-01-03 03:15:00;0;3;1;3;0;0
2020-01-03 03:30:00;6;4;5;7;0;0
2020-01-03 03:45:00;1;2;4;5;0;0
2020-01-03 04:00:00;7;4;4;3;0;0
2020-01-03 04:15:00;7;8;9;9;0;0
2020-01-03 04:30:00;3;3;9;7;0;0
2020-01-03 04:45:00;23;12;7;7;0;0
2020-01-03 05:00:00;15;11;13;8;0;0
2020-01-03 05:15:00;21;17;26;19;0;0
2020-01-03 05:30:00;31;19;49;41;0;0
2020-01-03 05:45:00;28;24;35;32;0;0
2020-01-03 06:00:00;40;29;43;37;0;0
2020-01-03 06:15:00;27;19;54;25;0;0
2020-01-03 06:30:00;33;40;54;43;0;0
2020-01-03 06:45:00;32;30;46;36;0;0
2020-01-03 07:00:00;26;25;46;42;0;0
2020-01-03 07:15:00;40;32;45;40;0;0
2020-01-03 07:30:00;46;32;66;52;3;0
2020-01-03 07:45:00;48;44;49;43;0;0
2020-01-03 08:00:00;50;45;65;41;0;0
2020-01-03 08:15:00;54;32;63;44;1;0
2020-01-03 08:30:00;43;45;55;42;1;0
2020-01-03 08:45:00;56;38;65;62;0;0
2020-01-03 09:00:00;61;47;72;65;5;0
2020-01-03 09:15:00;49;46;67;58;6;0
2020-01-03 09:30:00;72;65;80;75;7;2
2020-01-03 09:45:00;61;74;92;87;6;0
2020-01-03 10:00:00;93;78;105;79;4;0
2020-01-03 10:15:00;76;72;80;64;18;0
2020-01-03 10:30:00;94;91;110;73;9;0
2020-01-03 10:45:00;108;88;91;100;2;0
2020-01-03 11:00:00;111;111;110;96;14;2
2020-01-03 11:15:00;20;17;15;16;7;0
2020-01-03 11:30:00;84;92;87;62;14;1
2020-01-03 11:45:00;106;119;108;65;10;0
2020-01-03 12:00:00;104;87;100;92;6;0
2020-01-03 12:15:00;103;120;99;72;11;0
2020-01-03 12:30:00;100;108;94;79;15;21
2020-01-03 12:45:00;93;89;107;87;4;0
2020-01-03 13:00:00;93;127;118;105;9;4
2020-01-03 13:15:00;110;127;102;92;10;0
2020-01-03 13:30:00;110;126;130;104;15;0
2020-01-03 13:45:00;123;115;112;97;13;0
2020-01-03 14:00:00;126;128;104;90;16;2
2020-01-03 14:15:00;134;128;115;110;0;0
2020-01-03 14:30:00;132;130;118;92;10;10
2020-01-03 14:45:00;78;94;99;94;3;0
2020-01-03 15:00:00;126;136;106;96;17;0
2020-01-03 15:15:00;130;134;113;112;21;1
2020-01-03 15:30:00;106;118;102;93;10;4
2020-01-03 15:45:00;114;103;110;96;20;10
2020-01-03 16:00:00;121;135;118;119;8;0
2020-01-03 16:15:00;112;121;118;116;3;0
2020-01-03 16:30:00;90;113;106;89;3;1
2020-01-03 16:45:00;106;125;89;86;41;43
2020-01-03 17:00:00;114;115;107;94;9;1
2020-01-03 17:15:00;118;116;91;76;3;0
2020-01-03 17:30:00;78;78;73;73;2;0
2020-01-03 17:45:00;108;101;96;100;7;0
2020-01-03 18:00:00;111;97;85;67;0;0
2020-01-03 18:15:00;76;92;63;69;10;0
2020-01-03 18:30:00;78;74;69;57;15;0
2020-01-03 18:45:00;73;77;67;50;2;0
2020-01-03 19:00:00;63;76;67;70;19;1
2020-01-03 19:15:00;57;74;77;63;0;0
2020-01-03 19:30:00;65;59;51;46;16;0
2020-01-03 19:45:00;61;51;44;47;1;0
2020-01-03 20:00:00;75;78;52;54;10;0
2020-01-03 20:15:00;74;70;59;58;0;0
2020-01-03 20:30:00;48;41;51;49;5;0
2020-01-03 20:45:00;40;47;44;25;0;0
2020-01-03 21:00:00;34;44;42;28;0;0
2020-01-03 21:15:00;28;33;49;40;0;0
2020-01-03 21:30:00;32;31;42;29;0;0
2020-01-03 21:45:00;38;33;40;30;0;0
2020-01-03 22:00:00;41;41;31;16;9;0
2020-01-03 22:15:00;33;23;29;22;0;0
2020-01-03 22:30:00;25;37;23;23;0;0
2020-01-03 22:45:00;17;27;28;19;0;0
2020-01-03 23:00:00;30;20;23;11;0;0
2020-01-03 23:15:00;16;14;22;15;0;0
2020-01-03 23:30:00;22;13;15;13;0;0
2020-01-03 23:45:00;19;16;14;7;0;0
