DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2019-10-12 00:00:00;7;20;13;0;0;0;0;0
2019-10-12 00:15:00;13;26;26;0;0;0;0;0
2019-10-12 00:30:00;8;26;19;0;0;0;0;2
2019-10-12 00:45:00;12;22;13;0;0;0;0;0
2019-10-12 01:00:00;10;7;11;0;0;0;0;0
2019-10-12 01:15:00;10;21;10;0;0;0;0;0
2019-10-12 01:30:00;8;18;9;0;0;0;0;0
2019-10-12 01:45:00;10;29;11;0;0;0;0;0
2019-10-12 02:00:00;13;17;12;0;0;0;0;0
2019-10-12 02:15:00;6;15;13;0;0;0;0;0
2019-10-12 02:30:00;6;16;6;0;0;0;0;0
2019-10-12 02:45:00;7;11;4;0;0;0;0;0
2019-10-12 03:00:00;9;4;7;0;0;0;0;0
2019-10-12 03:15:00;7;8;6;0;0;0;0;0
2019-10-12 03:30:00;5;6;9;0;0;0;0;0
2019-10-12 03:45:00;12;11;6;0;0;0;0;0
2019-10-12 04:00:00;8;9;7;0;0;0;0;0
2019-10-12 04:15:00;3;13;6;0;0;0;0;0
2019-10-12 04:30:00;5;6;7;0;0;0;0;0
2019-10-12 04:45:00;6;13;7;0;0;0;0;0
2019-10-12 05:00:00;10;14;7;0;0;0;0;0
2019-10-12 05:15:00;9;15;15;0;0;0;0;0
2019-10-12 05:30:00;20;34;20;0;0;0;0;0
2019-10-12 05:45:00;59;46;14;0;0;0;0;0
2019-10-12 06:00:00;108;80;20;0;0;0;0;0
2019-10-12 06:15:00;54;48;27;0;0;0;0;0
2019-10-12 06:30:00;34;46;24;0;0;0;0;2
2019-10-12 06:45:00;22;33;20;0;2;0;0;1
2019-10-12 07:00:00;20;48;19;0;0;3;0;0
2019-10-12 07:15:00;25;48;21;0;0;0;3;0
2019-10-12 07:30:00;19;56;24;0;1;0;0;0
2019-10-12 07:45:00;41;80;39;0;0;0;0;0
2019-10-12 08:00:00;28;56;37;0;0;1;0;0
2019-10-12 08:15:00;27;49;41;0;2;0;0;0
2019-10-12 08:30:00;38;75;50;0;4;4;0;0
2019-10-12 08:45:00;34;116;40;0;2;3;17;1
2019-10-12 09:00:00;31;91;41;0;0;1;1;0
2019-10-12 09:15:00;50;84;50;0;0;0;0;0
2019-10-12 09:30:00;48;109;40;0;2;0;5;0
2019-10-12 09:45:00;64;135;67;0;2;5;12;0
2019-10-12 10:00:00;59;129;61;0;8;0;7;13
2019-10-12 10:15:00;62;141;71;0;10;0;3;10
