DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-01-24 00:00:00;6;6;0;0;10;8;0;9;8;0;0
2020-01-24 00:15:00;9;9;1;0;15;6;0;14;9;0;0
2020-01-24 00:30:00;6;7;0;2;11;8;0;12;7;0;0
2020-01-24 00:45:00;9;8;1;0;5;3;0;3;3;0;0
2020-01-24 01:00:00;6;13;1;0;13;7;1;13;7;0;0
2020-01-24 01:15:00;6;9;1;1;7;1;0;9;4;0;0
2020-01-24 01:30:00;6;5;0;1;13;7;1;11;7;0;0
2020-01-24 01:45:00;9;8;0;0;6;10;3;5;10;0;0
2020-01-24 02:00:00;12;11;2;0;2;4;0;4;5;1;0
2020-01-24 02:15:00;4;5;1;0;4;1;1;4;3;2;0
2020-01-24 02:30:00;7;7;0;1;10;4;0;10;7;0;0
2020-01-24 02:45:00;8;10;0;2;10;5;1;9;7;0;0
2020-01-24 03:00:00;9;7;1;0;5;3;1;6;4;0;0
2020-01-24 03:15:00;9;6;0;0;1;3;1;2;4;1;0
2020-01-24 03:30:00;8;7;1;1;9;3;0;7;5;0;0
2020-01-24 03:45:00;9;6;0;0;9;5;0;10;7;0;0
2020-01-24 04:00:00;11;13;2;2;10;2;0;9;4;0;0
2020-01-24 04:15:00;9;10;0;0;9;5;0;8;6;0;0
2020-01-24 04:30:00;19;11;0;0;12;7;0;10;9;0;0
2020-01-24 04:45:00;22;22;1;0;11;10;0;12;11;0;0
2020-01-24 05:00:00;34;26;2;3;33;11;0;31;19;0;0
2020-01-24 05:15:00;37;37;4;0;36;17;1;34;19;0;0
2020-01-24 05:30:00;65;61;3;2;47;32;2;49;36;0;0
2020-01-24 05:45:00;59;68;8;2;88;43;3;87;45;0;0
2020-01-24 06:00:00;37;120;26;6;80;41;2;84;46;0;1
2020-01-24 06:15:00;64;92;27;20;91;52;1;88;59;0;1
2020-01-24 06:30:00;96;140;35;7;117;93;3;117;99;0;8
2020-01-24 06:45:00;87;142;17;5;106;106;3;108;103;1;13
2020-01-24 07:00:00;79;124;16;7;128;145;6;131;156;3;32
2020-01-24 07:15:00;68;93;13;3;120;143;9;134;141;3;6
2020-01-24 07:30:00;83;124;19;13;145;153;9;139;156;2;1
2020-01-24 07:45:00;91;121;12;6;101;109;7;105;116;1;15
2020-01-24 08:00:00;92;135;17;10;91;98;6;104;100;3;3
2020-01-24 08:15:00;82;129;12;3;95;100;6;88;111;3;10
2020-01-24 08:30:00;65;127;11;13;96;92;9;96;105;9;4
2020-01-24 08:45:00;69;120;12;12;95;84;5;91;86;5;1
2020-01-24 09:00:00;55;110;8;21;99;82;8;93;88;6;23
2020-01-24 09:15:00;78;96;11;7;75;80;8;69;83;2;1
2020-01-24 09:30:00;71;89;11;9;80;82;9;80;95;5;0
2020-01-24 09:45:00;80;101;11;13;97;91;9;86;103;6;6
2020-01-24 10:00:00;74;93;10;15;73;75;8;71;88;7;1
2020-01-24 10:15:00;83;86;13;18;75;72;6;78;73;8;32
2020-01-24 10:30:00;98;108;16;22;89;84;4;77;97;6;5
2020-01-24 10:45:00;84;84;7;30;96;83;10;93;99;10;15
2020-01-24 11:00:00;74;83;8;60;97;95;13;95;107;12;38
2020-01-24 11:15:00;82;106;10;63;104;101;14;103;104;6;8
2020-01-24 11:30:00;91;116;18;46;87;79;9;79;89;4;13
2020-01-24 11:45:00;88;102;13;54;80;90;9;77;96;5;28
2020-01-24 12:00:00;98;100;11;168;86;97;9;87;102;9;67
2020-01-24 12:15:00;107;144;13;47;109;121;4;106;134;6;11
2020-01-24 12:30:00;102;126;15;31;126;126;9;115;137;6;8
2020-01-24 12:45:00;114;154;17;23;108;116;10;98;130;6;1
2020-01-24 13:00:00;116;156;16;14;111;112;13;102;121;7;1
2020-01-24 13:15:00;120;152;12;9;117;113;8;108;121;7;2
2020-01-24 13:30:00;121;186;21;8;129;120;9;121;138;9;2
2020-01-24 13:45:00;107;158;15;6;99;112;6;92;122;6;49
2020-01-24 14:00:00;97;151;19;11;109;126;12;107;130;9;7
2020-01-24 14:15:00;112;155;20;7;109;130;13;107;137;10;20
2020-01-24 14:30:00;100;144;11;3;124;144;11;119;143;8;12
2020-01-24 14:45:00;88;126;6;2;125;143;2;118;145;5;14
2020-01-24 15:00:00;116;152;16;4;117;154;6;120;162;10;0
2020-01-24 15:15:00;109;132;16;6;116;142;12;109;145;15;21
2020-01-24 15:30:00;108;165;18;6;134;153;8;132;155;9;39
2020-01-24 15:45:00;108;151;16;6;142;144;10;131;159;15;24
2020-01-24 16:00:00;114;145;17;7;132;151;6;128;151;15;0
2020-01-24 16:15:00;109;152;19;10;127;130;10;122;140;17;2
2020-01-24 16:30:00;120;160;24;6;130;126;7;127;127;10;27
2020-01-24 16:45:00;93;139;11;7;123;145;6;127;148;7;76
2020-01-24 17:00:00;101;160;14;1;134;141;11;129;140;13;21
2020-01-24 17:15:00;88;137;11;6;127;122;3;113;130;11;1
2020-01-24 17:30:00;101;148;16;2;124;117;8;112;120;8;122
2020-01-24 17:45:00;93;140;14;3;117;128;4;112;138;3;9
2020-01-24 18:00:00;92;109;11;8;105;116;3;100;115;5;7
2020-01-24 18:15:00;84;99;14;102;106;99;7;99;100;2;9
2020-01-24 18:30:00;75;99;7;4;106;96;4;98;107;2;2
2020-01-24 18:45:00;54;89;12;8;101;98;3;96;104;6;45
2020-01-24 19:00:00;59;80;3;5;82;83;2;80;91;1;2
2020-01-24 19:15:00;58;70;5;1;80;70;1;79;77;0;0
2020-01-24 19:30:00;56;56;3;2;67;68;0;70;69;0;0
2020-01-24 19:45:00;45;58;3;2;77;68;2;79;69;0;26
2020-01-24 20:00:00;51;52;4;1;65;69;0;61;78;0;0
2020-01-24 20:15:00;43;51;4;3;53;62;2;56;64;0;0
2020-01-24 20:30:00;36;45;3;9;55;60;4;50;59;0;0
2020-01-24 20:45:00;38;40;3;0;51;32;1;50;33;0;0
2020-01-24 21:00:00;44;42;2;2;42;35;1;34;38;0;0
2020-01-24 21:15:00;49;43;5;3;41;37;1;41;40;0;0
2020-01-24 21:30:00;42;37;1;1;42;37;0;45;35;0;0
