DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2019-09-03 00:00:00;0;3;0;0;6;4;9;1;1;1;0;0;0
2019-09-03 00:15:00;0;3;0;0;4;5;8;3;2;2;1;0;0
2019-09-03 00:30:00;0;0;0;2;5;5;8;8;3;2;0;2;0
2019-09-03 00:45:00;0;1;1;0;7;6;4;2;1;2;0;0;0
2019-09-03 01:00:00;4;1;0;0;3;6;7;6;1;0;0;0;0
2019-09-03 01:15:00;1;1;0;0;4;3;2;2;1;0;0;0;0
2019-09-03 01:30:00;1;1;0;0;4;2;3;3;0;1;0;0;0
2019-09-03 01:45:00;1;0;0;0;7;7;1;0;3;2;0;0;0
2019-09-03 02:00:00;3;1;0;0;0;0;1;1;2;0;1;0;1
2019-09-03 02:15:00;0;0;0;0;1;3;1;2;1;0;2;0;0
2019-09-03 02:30:00;2;0;0;0;2;1;0;0;1;0;0;0;0
2019-09-03 02:45:00;0;1;0;0;2;1;2;0;1;0;20;0;0
2019-09-03 03:00:00;3;2;0;0;2;3;5;0;0;0;65;0;0
2019-09-03 03:15:00;2;0;0;0;3;4;1;0;1;0;48;0;0
2019-09-03 03:30:00;1;1;0;0;2;1;1;1;0;0;13;0;0
2019-09-03 03:45:00;0;1;0;0;2;4;1;0;0;1;61;0;0
2019-09-03 04:00:00;0;0;0;0;3;2;5;2;1;0;1;0;0
2019-09-03 04:15:00;5;2;0;0;3;4;2;1;1;0;1476;0;0
2019-09-03 04:30:00;2;0;0;0;7;8;3;1;2;0;2181;0;0
2019-09-03 04:45:00;2;3;0;1;4;5;8;5;4;2;1671;0;0
2019-09-03 05:00:00;0;3;1;0;8;8;19;10;3;2;1518;0;0
2019-09-03 05:15:00;4;1;0;2;19;19;28;14;5;3;1059;0;1
2019-09-03 05:30:00;3;2;0;0;17;18;52;32;12;7;461;0;1
2019-09-03 05:45:00;8;5;1;1;29;21;43;41;23;12;1133;1;2
2019-09-03 06:00:00;10;5;0;0;32;28;36;27;15;6;642;0;2
2019-09-03 06:15:00;16;5;0;0;31;34;59;47;41;15;453;1;2
2019-09-03 06:30:00;9;8;2;1;32;46;81;83;32;14;4;2;0
2019-09-03 06:45:00;7;7;1;5;52;49;78;78;47;23;5;7;1
2019-09-03 07:00:00;17;7;0;3;40;50;86;70;47;14;4;4;3
2019-09-03 07:15:00;25;15;2;1;58;58;67;65;40;20;5;4;1
2019-09-03 07:30:00;23;10;1;4;57;56;82;83;54;18;4;1;0
2019-09-03 07:45:00;24;20;0;2;61;53;74;65;56;20;6;0;1
2019-09-03 08:00:00;22;10;0;6;71;71;66;44;44;17;7;0;1
2019-09-03 08:15:00;28;19;0;6;63;51;75;59;52;25;3;0;0
2019-09-03 08:30:00;25;15;1;4;59;48;56;47;63;23;2;2;2
2019-09-03 08:45:00;26;18;2;3;48;57;64;35;53;23;3;2;2
2019-09-03 09:00:00;26;9;0;2;50;47;51;24;49;24;5;0;1
2019-09-03 09:15:00;14;14;1;3;49;39;56;25;55;21;7;2;2
2019-09-03 09:30:00;28;16;1;3;40;59;56;41;53;17;6;0;2
2019-09-03 09:45:00;30;19;1;3;54;48;49;46;61;15;7;0;1
2019-09-03 10:00:00;34;17;0;5;59;46;47;26;52;23;1;0;1
2019-09-03 10:15:00;28;13;0;1;48;48;57;18;54;15;5;0;1
2019-09-03 10:30:00;30;18;2;2;52;57;60;38;49;22;4;0;0
2019-09-03 10:45:00;34;29;0;3;56;67;51;16;60;17;9;2;1
2019-09-03 11:00:00;27;25;1;2;57;50;58;26;44;14;3;0;1
2019-09-03 11:15:00;39;39;1;3;55;54;58;19;42;16;4;0;1
2019-09-03 11:30:00;34;20;2;3;80;71;48;19;41;20;10;1;2
2019-09-03 11:45:00;46;22;0;1;46;53;60;28;42;16;8;1;2
2019-09-03 12:00:00;34;41;1;4;66;73;65;26;43;22;4;0;1
