DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-02-15 00:00:00;25;11;10;16;2;1
2020-02-15 00:15:00;37;8;19;15;0;11
2020-02-15 00:30:00;24;17;14;19;1;2
2020-02-15 00:45:00;20;4;12;15;1;4
2020-02-15 01:00:00;21;7;14;21;3;2
2020-02-15 01:15:00;29;4;9;10;1;2
2020-02-15 01:30:00;14;9;6;15;2;1
2020-02-15 01:45:00;14;10;10;16;0;1
2020-02-15 02:00:00;16;7;5;10;0;3
2020-02-15 02:15:00;14;3;7;9;0;1
2020-02-15 02:30:00;7;4;4;11;1;0
2020-02-15 02:45:00;12;3;5;5;0;0
2020-02-15 03:00:00;16;1;3;7;0;3
2020-02-15 03:15:00;11;0;8;4;1;1
2020-02-15 03:30:00;7;3;5;4;1;3
2020-02-15 03:45:00;12;1;3;6;1;1
2020-02-15 04:00:00;6;2;5;15;2;1
2020-02-15 04:15:00;10;3;5;10;2;1
2020-02-15 04:30:00;12;6;10;4;0;5
2020-02-15 04:45:00;14;8;9;3;0;0
2020-02-15 05:00:00;24;10;7;12;1;0
2020-02-15 05:15:00;28;13;19;15;0;3
2020-02-15 05:30:00;40;28;26;34;5;3
2020-02-15 05:45:00;24;16;39;59;0;6
2020-02-15 06:00:00;26;4;25;50;2;5
2020-02-15 06:15:00;31;11;19;38;3;2
2020-02-15 06:30:00;26;13;18;29;4;6
2020-02-15 06:45:00;46;19;21;20;3;9
2020-02-15 07:00:00;27;16;17;26;2;6
2020-02-15 07:15:00;41;27;15;27;3;9
2020-02-15 07:30:00;43;27;29;46;9;16
2020-02-15 07:45:00;51;32;30;46;4;19
2020-02-15 08:00:00;41;24;33;40;3;10
2020-02-15 08:15:00;64;30;29;52;8;22
2020-02-15 08:30:00;64;54;39;55;9;27
2020-02-15 08:45:00;103;56;60;71;10;24
2020-02-15 09:00:00;75;55;56;78;15;22
2020-02-15 09:15:00;87;63;75;99;14;25
2020-02-15 09:30:00;107;84;66;94;14;39
2020-02-15 09:45:00;126;109;64;116;17;42
2020-02-15 10:00:00;124;80;66;130;14;41
2020-02-15 10:15:00;123;108;98;147;18;35
2020-02-15 10:30:00;141;92;79;108;18;34
2020-02-15 10:45:00;137;95;89;124;11;46
2020-02-15 11:00:00;136;90;78;120;14;52
2020-02-15 11:15:00;154;116;84;117;19;45
2020-02-15 11:30:00;139;108;92;146;23;48
2020-02-15 11:45:00;147;104;95;159;22;51
2020-02-15 12:00:00;141;99;111;164;13;48
2020-02-15 12:15:00;132;97;76;157;18;54
2020-02-15 12:30:00;140;115;86;149;23;53
2020-02-15 12:45:00;136;110;92;168;18;56
2020-02-15 13:00:00;132;106;76;135;18;40
2020-02-15 13:15:00;142;101;110;183;18;61
2020-02-15 13:30:00;147;110;104;154;19;40
2020-02-15 13:45:00;151;118;99;159;21;48
2020-02-15 14:00:00;142;98;84;159;25;51
2020-02-15 14:15:00;162;99;84;159;17;56
2020-02-15 14:30:00;136;93;97;148;23;51
2020-02-15 14:45:00;155;116;80;161;21;39
2020-02-15 15:00:00;139;114;88;151;18;47
2020-02-15 15:15:00;138;98;86;173;19;52
2020-02-15 15:30:00;150;88;85;143;9;56
2020-02-15 15:45:00;138;104;91;137;18;36
2020-02-15 16:00:00;167;107;85;132;21;50
2020-02-15 16:15:00;149;111;85;143;23;55
2020-02-15 16:30:00;123;92;72;120;16;52
2020-02-15 16:45:00;162;109;101;124;18;50
2020-02-15 17:00:00;130;83;79;146;21;42
2020-02-15 17:15:00;146;95;98;141;23;39
2020-02-15 17:30:00;154;110;88;140;16;50
2020-02-15 17:45:00;154;132;95;146;16;35
2020-02-15 18:00:00;128;109;69;121;22;51
2020-02-15 18:15:00;139;96;76;117;6;72
2020-02-15 18:30:00;117;78;73;102;24;47
2020-02-15 18:45:00;137;84;86;124;13;46
2020-02-15 19:00:00;118;74;69;99;14;54
2020-02-15 19:15:00;128;71;81;106;15;50
2020-02-15 19:30:00;115;82;74;101;23;48
2020-02-15 19:45:00;103;68;59;94;7;44
2020-02-15 20:00:00;98;53;50;84;6;26
2020-02-15 20:15:00;79;45;39;75;9;21
2020-02-15 20:30:00;87;38;43;74;2;14
2020-02-15 20:45:00;81;47;42;66;5;16
2020-02-15 21:00:00;77;40;33;58;4;13
2020-02-15 21:15:00;65;31;42;70;4;9
2020-02-15 21:30:00;58;29;32;51;6;16
2020-02-15 21:45:00;62;41;42;50;4;10
2020-02-15 22:00:00;58;37;60;59;6;8
2020-02-15 22:15:00;68;39;54;52;6;13
2020-02-15 22:30:00;59;41;42;55;4;9
2020-02-15 22:45:00;69;34;21;37;2;6
2020-02-15 23:00:00;55;25;26;40;4;10
2020-02-15 23:15:00;47;19;28;38;2;4
2020-02-15 23:30:00;44;18;19;31;3;7
2020-02-15 23:45:00;35;18;22;35;5;4
