DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-06-18 00:00:00;6;10;1;0;5;1;0;0;1;0;0
2020-06-18 00:15:00;2;4;1;0;5;5;0;0;3;0;0
2020-06-18 00:30:00;8;8;0;0;8;7;1;0;6;1;0
2020-06-18 00:45:00;6;5;0;0;5;3;0;0;1;0;0
2020-06-18 01:00:00;4;3;1;0;14;13;0;0;5;0;0
2020-06-18 01:15:00;6;8;1;0;3;1;0;0;3;0;0
2020-06-18 01:30:00;3;7;0;0;5;2;1;0;3;0;0
2020-06-18 01:45:00;4;5;0;0;2;3;0;0;2;0;0
2020-06-18 02:00:00;12;12;0;0;3;3;1;0;4;0;0
2020-06-18 02:15:00;6;6;0;0;5;2;0;0;3;0;0
2020-06-18 02:30:00;4;6;0;0;5;5;0;0;5;0;0
2020-06-18 02:45:00;8;9;0;0;6;3;0;0;4;0;0
2020-06-18 03:00:00;5;5;1;0;3;6;0;0;6;0;0
2020-06-18 03:15:00;4;4;1;1;8;2;0;0;5;0;0
2020-06-18 03:30:00;4;7;0;0;8;5;0;0;3;0;0
2020-06-18 03:45:00;5;4;0;0;6;6;0;0;7;0;0
2020-06-18 04:00:00;6;7;0;2;6;0;0;0;0;0;0
2020-06-18 04:15:00;11;12;1;0;7;3;0;0;3;0;0
2020-06-18 04:30:00;17;13;0;0;6;10;0;0;11;0;0
2020-06-18 05:00:00;26;29;6;1;24;14;0;0;15;0;0
2020-06-18 05:15:00;20;27;4;1;30;9;0;0;10;0;0
2020-06-18 05:30:00;76;66;10;0;46;18;1;0;21;0;0
2020-06-18 05:45:00;63;64;11;7;58;20;1;0;28;0;0
2020-06-18 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-18 06:15:00;67;82;27;8;88;51;5;0;54;0;4
2020-06-18 06:30:00;96;127;27;15;143;78;10;0;78;0;27
2020-06-18 06:45:00;84;101;18;9;128;87;10;0;92;2;13
2020-06-18 07:00:00;73;97;11;7;138;119;5;0;121;0;13
2020-06-18 07:15:00;81;110;11;8;140;135;9;0;136;8;15
2020-06-18 07:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-18 07:45:00;83;107;12;12;157;116;12;0;128;2;10
2020-06-18 08:00:00;67;129;11;5;111;111;11;0;96;8;12
2020-06-18 08:15:00;66;124;7;14;94;124;10;0;94;4;0
2020-06-18 08:30:00;65;90;9;7;85;98;6;0;74;4;3
2020-06-18 08:45:00;84;85;7;4;74;75;6;0;61;7;17
2020-06-18 09:00:00;80;78;10;8;84;70;10;0;80;8;4
2020-06-18 09:15:00;82;99;6;4;85;62;8;0;64;4;32
2020-06-18 09:30:00;89;80;7;4;100;83;12;0;85;8;2
