DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-09-25 00:00:00;5;6;2;4;1;0;0;2
2019-09-25 00:15:00;6;7;4;3;5;4;0;8
2019-09-25 00:30:00;3;2;3;3;1;0;0;6
2019-09-25 00:45:00;3;7;5;2;1;0;0;2
2019-09-25 01:00:00;2;3;2;1;2;1;0;0
2019-09-25 01:15:00;3;2;1;2;1;3;0;2
2019-09-25 01:30:00;1;0;0;4;4;1;0;1
2019-09-25 01:45:00;1;3;1;0;1;4;0;1
2019-09-25 02:00:00;2;0;0;2;2;0;0;0
2019-09-25 02:15:00;3;3;2;4;2;0;0;0
2019-09-25 02:30:00;4;2;1;0;0;2;0;0
2019-09-25 02:45:00;2;1;1;1;2;1;0;1
2019-09-25 03:00:00;2;1;0;3;1;1;0;0
2019-09-25 03:15:00;0;1;1;1;1;1;0;0
2019-09-25 03:30:00;1;0;0;0;2;2;0;0
2019-09-25 03:45:00;2;3;1;0;0;0;0;0
2019-09-25 04:00:00;3;0;1;2;1;0;0;2
2019-09-25 04:15:00;4;4;4;3;2;1;0;2
2019-09-25 04:30:00;4;3;5;2;2;2;0;0
2019-09-25 05:00:00;10;17;24;4;9;16;0;6
2019-09-25 05:15:00;20;29;69;9;3;33;0;7
2019-09-25 05:30:00;26;35;69;17;16;32;0;15
2019-09-25 05:45:00;49;34;70;50;23;29;0;25
2019-09-25 06:00:00;33;30;63;39;28;15;0;18
2019-09-25 06:15:00;48;44;78;27;33;19;0;23
2019-09-25 06:30:00;55;51;84;21;37;29;0;45
2019-09-25 06:45:00;65;60;116;15;26;27;0;40
2019-09-25 07:00:00;64;71;86;20;32;34;0;50
2019-09-25 07:15:00;75;73;100;27;39;49;0;52
2019-09-25 07:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2019-09-25 07:45:00;94;97;111;26;40;74;0;91
2019-09-25 08:00:00;78;76;105;21;40;57;0;74
2019-09-25 08:15:00;61;59;99;28;33;36;0;58
2019-09-25 08:30:00;71;51;75;33;39;41;0;44
2019-09-25 08:45:00;50;57;59;24;30;33;0;50
2019-09-25 09:00:00;56;41;39;27;31;37;0;46
2019-09-25 09:15:00;60;52;37;31;36;22;0;37
2019-09-25 09:30:00;66;42;33;26;32;27;0;49
2019-09-25 09:45:00;70;52;28;26;38;26;0;45
2019-09-25 10:00:00;59;45;38;27;34;35;0;44
2019-09-25 10:15:00;55;43;26;26;38;33;0;33
2019-09-25 10:30:00;54;36;25;29;27;31;0;37
2019-09-25 10:45:00;56;45;26;25;26;38;0;42
2019-09-25 11:00:00;61;47;31;24;40;36;0;42
2019-09-25 11:15:00;50;51;25;27;25;38;0;47
2019-09-25 11:30:00;56;36;20;52;44;25;0;47
2019-09-25 11:45:00;54;40;30;39;53;24;0;43
2019-09-25 12:00:00;53;48;31;34;32;34;0;58
2019-09-25 12:15:00;40;47;32;34;33;33;0;54
2019-09-25 12:30:00;72;55;40;30;49;32;0;46
2019-09-25 12:45:00;46;38;37;37;42;21;0;41
2019-09-25 13:00:00;69;66;46;31;38;31;0;56
2019-09-25 13:15:00;60;43;62;26;72;56;0;62
2019-09-25 13:30:00;69;53;73;35;35;40;0;50
2019-09-25 13:45:00;62;57;69;34;22;43;0;58
2019-09-25 14:00:00;53;59;37;45;59;28;0;44
2019-09-25 14:15:00;61;64;30;82;57;34;0;33
2019-09-25 14:30:00;60;61;31;70;71;33;0;52
2019-09-25 14:45:00;57;55;25;59;62;43;0;54
2019-09-25 15:00:00;63;62;33;62;34;38;0;72
2019-09-25 15:15:00;63;57;29;79;63;33;0;54
2019-09-25 15:30:00;68;67;28;57;62;36;0;57
2019-09-25 15:45:00;69;54;26;71;65;36;0;70
2019-09-25 16:00:00;67;76;28;55;61;48;0;63
2019-09-25 16:15:00;79;75;36;57;60;43;0;72
2019-09-25 16:30:00;74;84;35;46;40;36;0;89
2019-09-25 16:45:00;79;64;28;35;57;36;0;60
2019-09-25 17:00:00;75;85;26;73;90;45;0;74
2019-09-25 17:15:00;67;66;36;64;62;42;0;68
2019-09-25 17:30:00;71;69;28;75;63;38;0;64
2019-09-25 17:45:00;87;57;27;62;63;38;0;51
2019-09-25 18:00:00;47;51;22;52;53;37;0;55
2019-09-25 18:15:00;68;57;35;55;42;23;0;45
2019-09-25 18:30:00;50;38;28;51;53;33;0;59
2019-09-25 18:45:00;43;38;30;44;45;26;0;50
2019-09-25 19:00:00;50;40;36;43;36;26;0;38
2019-09-25 19:15:00;53;40;31;48;44;21;0;33
2019-09-25 19:30:00;43;34;36;47;24;19;0;29
2019-09-25 19:45:00;29;30;15;20;30;13;0;33
2019-09-25 20:00:00;37;31;16;23;15;21;0;36
2019-09-25 20:15:00;37;23;29;19;33;9;0;32
2019-09-25 20:30:00;31;26;20;18;18;8;0;22
2019-09-25 20:45:00;33;21;22;12;26;16;0;21
2019-09-25 21:00:00;28;14;38;22;12;24;0;32
2019-09-25 21:15:00;29;23;49;8;10;22;0;27
2019-09-25 21:30:00;23;16;28;16;18;22;0;18
2019-09-25 21:45:00;18;20;22;43;64;6;0;19
2019-09-25 22:00:00;25;18;23;85;44;22;0;18
2019-09-25 22:15:00;23;20;5;27;36;9;0;10
2019-09-25 22:30:00;11;12;19;11;15;9;0;4
2019-09-25 22:45:00;9;11;17;18;16;7;0;4
