DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-04-17 00:00:00;5;5;1;0;1;3;1;3;2;1;1;0;0;6;2;0;0;0;0;0;0;0;0
2020-04-17 00:15:00;8;4;1;4;10;7;0;1;1;1;1;3;3;9;10;0;0;0;0;0;0;0;0
2020-04-17 00:30:00;3;5;0;2;3;4;0;2;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0
2020-04-17 00:45:00;11;5;1;2;8;3;2;0;0;2;2;0;0;12;8;0;0;0;0;0;0;0;0
2020-04-17 01:00:00;3;5;0;0;2;0;0;3;1;0;0;0;0;4;2;0;0;0;0;0;0;0;0
2020-04-17 01:15:00;2;5;0;0;4;0;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0
2020-04-17 01:30:00;6;4;0;0;8;3;0;1;1;1;1;0;0;7;9;0;0;0;0;0;0;0;0
2020-04-17 01:45:00;3;1;1;1;2;1;0;1;2;1;1;0;0;3;2;0;0;0;0;0;0;0;0
2020-04-17 02:00:00;2;1;0;0;3;3;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0
2020-04-17 02:15:00;1;2;1;0;7;4;0;0;1;0;0;0;0;2;7;0;0;0;0;0;0;0;0
2020-04-17 02:30:00;3;2;0;0;4;3;1;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0
2020-04-17 02:45:00;6;3;1;0;1;2;1;0;0;0;0;1;1;8;2;0;0;0;0;0;0;0;0
2020-04-17 03:00:00;0;1;0;1;4;6;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0
2020-04-17 03:15:00;3;3;0;0;9;4;0;0;0;0;0;1;0;4;9;0;0;0;0;0;0;0;0
2020-04-17 03:30:00;2;5;2;0;2;5;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0
2020-04-17 03:45:00;3;1;0;0;4;3;0;1;0;0;0;1;0;3;5;0;0;0;0;0;0;0;0
2020-04-17 04:00:00;1;2;0;2;6;2;1;1;1;0;0;2;2;2;7;0;0;0;0;0;0;0;0
2020-04-17 04:15:00;5;5;2;5;10;6;0;2;4;0;0;0;0;7;10;0;0;0;0;0;0;0;0
2020-04-17 04:30:00;8;7;0;0;6;4;1;2;3;0;0;0;0;11;6;0;0;0;0;0;0;0;0
2020-04-17 04:45:00;13;11;2;0;7;10;2;2;2;0;0;2;2;14;10;0;0;0;0;0;0;0;0
2020-04-17 05:00:00;19;9;2;6;13;9;2;1;2;2;1;1;1;23;16;0;0;0;0;0;0;0;0
2020-04-17 05:15:00;34;25;2;5;24;13;3;5;8;2;2;0;1;46;29;0;0;0;0;0;0;0;0
2020-04-17 05:30:00;43;48;1;5;25;16;4;13;8;0;1;1;1;61;34;0;0;0;0;0;0;0;0
2020-04-17 05:45:00;32;49;4;6;26;17;1;6;10;3;3;2;2;50;36;0;0;0;0;0;0;0;0
2020-04-17 06:00:00;41;49;2;10;41;23;3;8;8;7;6;3;4;54;52;0;0;0;0;0;0;0;5
2020-04-17 06:15:00;61;58;0;6;38;23;2;13;10;6;4;2;4;74;44;0;0;0;0;0;0;0;0
2020-04-17 06:30:00;54;92;3;15;45;35;6;12;7;3;1;3;5;89;64;0;0;0;0;0;0;0;0
2020-04-17 06:45:00;62;79;4;21;39;31;5;15;9;11;9;6;6;81;50;0;0;0;0;0;0;0;0
2020-04-17 07:00:00;64;72;6;20;45;44;13;16;9;5;4;10;12;86;67;0;0;0;0;0;0;0;0
2020-04-17 07:15:00;91;91;4;24;57;41;7;20;17;2;2;7;4;118;77;0;0;0;0;0;0;0;0
2020-04-17 07:30:00;86;102;4;26;53;33;5;16;11;7;8;10;7;127;64;0;0;0;0;0;0;0;0
2020-04-17 07:45:00;74;89;7;22;59;34;13;22;15;8;7;8;9;97;77;0;0;0;0;0;0;0;1
2020-04-17 08:00:00;63;65;8;20;64;46;8;31;20;6;6;6;9;97;90;0;0;0;0;0;0;0;0
2020-04-17 08:15:00;64;73;4;30;53;37;7;16;9;5;5;11;9;99;70;0;1;0;0;0;0;0;0
2020-04-17 08:30:00;80;86;8;17;54;47;6;18;11;11;10;11;9;118;78;0;0;0;0;0;0;0;0
2020-04-17 08:45:00;78;72;14;18;53;53;4;26;16;12;13;9;9;96;82;0;0;0;0;0;0;0;0
2020-04-17 09:00:00;70;58;7;21;58;50;3;13;30;7;7;8;6;99;80;0;0;0;1;0;0;0;0
2020-04-17 09:15:00;78;66;15;25;63;55;9;16;19;6;6;5;5;112;92;0;0;0;0;0;0;0;0
2020-04-17 09:30:00;90;85;11;27;68;58;5;16;20;8;10;10;9;120;79;0;0;0;0;0;2;0;0
2020-04-17 09:45:00;103;82;17;32;66;64;6;30;24;14;13;6;7;134;96;0;0;0;0;0;0;0;0
2020-04-17 10:00:00;74;75;11;29;72;65;6;21;25;4;6;8;5;98;100;0;0;0;0;0;0;0;0
2020-04-17 10:15:00;87;76;10;29;77;66;8;17;27;11;9;10;7;115;97;0;0;1;0;0;0;0;0
2020-04-17 10:30:00;96;83;10;27;87;72;9;22;28;10;9;10;7;134;119;0;0;0;0;0;0;0;0
