DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-11-28 00:00:00;0;0;0;0;0;0
2020-11-28 00:15:00;3;1;0;0;0;0
2020-11-28 00:30:00;5;0;0;0;0;0
2020-11-28 00:45:00;0;0;0;0;0;0
2020-11-28 01:00:00;1;0;0;0;0;0
2020-11-28 01:15:00;3;0;0;0;0;0
2020-11-28 01:30:00;0;0;0;0;0;0
2020-11-28 01:45:00;1;2;0;0;0;0
2020-11-28 02:00:00;3;5;0;0;0;0
2020-11-28 02:15:00;0;1;0;0;0;0
2020-11-28 02:30:00;0;0;0;0;0;0
2020-11-28 02:45:00;0;0;0;0;0;0
2020-11-28 03:00:00;0;0;0;0;0;0
2020-11-28 03:15:00;0;0;0;0;0;0
2020-11-28 03:30:00;0;0;0;0;0;0
2020-11-28 03:45:00;1;1;0;0;0;0
2020-11-28 04:00:00;1;0;0;0;0;0
2020-11-28 04:15:00;2;0;0;0;0;0
2020-11-28 04:30:00;0;0;0;0;0;0
2020-11-28 04:45:00;3;4;0;0;0;0
2020-11-28 05:00:00;2;1;0;0;0;0
2020-11-28 05:15:00;1;2;0;0;0;0
2020-11-28 05:30:00;3;0;0;0;0;0
2020-11-28 05:45:00;3;0;0;0;0;0
2020-11-28 06:00:00;0;5;0;0;0;0
2020-11-28 06:15:00;0;2;0;0;0;0
2020-11-28 06:30:00;1;2;0;0;0;0
2020-11-28 06:45:00;2;0;0;0;0;0
2020-11-28 07:00:00;0;5;0;0;0;0
2020-11-28 07:15:00;3;0;0;0;0;0
2020-11-28 07:30:00;2;2;0;0;0;0
2020-11-28 07:45:00;4;3;0;0;0;0
2020-11-28 08:00:00;3;2;0;0;0;0
2020-11-28 08:15:00;3;4;0;0;0;0
2020-11-28 08:30:00;2;3;0;0;0;0
2020-11-28 08:45:00;6;4;0;0;0;0
2020-11-28 09:00:00;3;8;0;1;0;0
2020-11-28 09:15:00;5;9;0;0;0;0
2020-11-28 09:30:00;12;6;0;0;0;0
2020-11-28 09:45:00;6;9;0;0;0;0
2020-11-28 10:00:00;7;14;0;0;0;0
2020-11-28 10:15:00;14;13;0;0;0;0
2020-11-28 10:30:00;11;12;0;0;0;0
2020-11-28 10:45:00;11;15;0;0;0;0
2020-11-28 11:00:00;13;9;0;1;0;0
2020-11-28 11:15:00;10;11;0;2;0;0
2020-11-28 11:30:00;6;12;2;0;0;0
2020-11-28 11:45:00;14;16;0;0;0;0
2020-11-28 12:00:00;14;15;4;0;0;0
2020-11-28 12:15:00;13;15;0;2;0;0
2020-11-28 12:30:00;11;15;0;0;0;0
2020-11-28 12:45:00;19;17;1;1;0;0
2020-11-28 13:00:00;14;18;1;0;0;0
2020-11-28 13:15:00;16;11;0;2;0;0
2020-11-28 13:30:00;8;13;0;0;0;0
2020-11-28 13:45:00;12;16;1;5;0;0
2020-11-28 14:00:00;15;16;1;1;0;0
2020-11-28 14:15:00;10;16;1;0;0;0
2020-11-28 14:30:00;13;17;3;0;0;0
2020-11-28 14:45:00;17;11;0;0;0;0
2020-11-28 15:00:00;16;15;1;4;0;0
2020-11-28 15:15:00;21;18;3;2;0;0
2020-11-28 15:30:00;8;14;0;0;0;0
2020-11-28 15:45:00;21;15;4;4;0;0
2020-11-28 16:00:00;13;14;3;0;0;0
2020-11-28 16:15:00;9;21;0;2;0;0
2020-11-28 16:30:00;8;17;2;0;0;0
2020-11-28 16:45:00;4;16;2;1;0;0
2020-11-28 17:00:00;14;11;0;0;0;0
2020-11-28 17:15:00;13;3;0;0;0;0
2020-11-28 17:30:00;8;8;0;0;0;0
2020-11-28 17:45:00;5;10;0;0;0;0
2020-11-28 18:00:00;7;18;0;0;0;0
2020-11-28 18:15:00;10;13;0;0;0;0
2020-11-28 18:30:00;9;6;0;0;0;0
2020-11-28 18:45:00;14;3;0;0;0;0
2020-11-28 19:00:00;5;9;1;0;0;0
2020-11-28 19:15:00;13;5;0;0;0;0
2020-11-28 19:30:00;7;3;0;0;0;0
2020-11-28 19:45:00;6;4;0;0;0;0
2020-11-28 20:00:00;5;8;0;0;0;0
2020-11-28 20:15:00;10;5;0;0;0;0
2020-11-28 20:30:00;2;6;0;0;0;0
2020-11-28 20:45:00;1;1;0;0;0;0
2020-11-28 21:00:00;0;2;0;0;0;0
2020-11-28 21:15:00;1;4;0;0;0;0
2020-11-28 21:30:00;4;1;0;0;0;0
2020-11-28 21:45:00;0;3;0;0;0;0
2020-11-28 22:00:00;3;1;0;0;0;0
2020-11-28 22:15:00;0;0;2;0;0;0
2020-11-28 22:30:00;5;1;0;0;0;0
2020-11-28 22:45:00;0;2;0;0;0;0
2020-11-28 23:00:00;2;4;0;0;0;0
2020-11-28 23:15:00;0;2;0;0;0;0
2020-11-28 23:30:00;0;2;0;0;0;0
2020-11-28 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
