DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-06-27 00:00:00;3;1;1;0;0;0;0;0;0
2020-06-27 00:15:00;7;1;1;0;0;0;0;0;0
2020-06-27 00:30:00;2;1;2;0;0;0;0;0;0
2020-06-27 00:45:00;2;0;0;0;0;0;0;0;0
2020-06-27 01:00:00;2;0;0;0;0;0;0;0;0
2020-06-27 01:15:00;3;0;0;0;0;0;0;0;0
2020-06-27 01:30:00;1;0;1;0;0;0;0;0;0
2020-06-27 01:45:00;2;0;0;0;0;0;0;0;0
2020-06-27 02:00:00;0;0;1;0;0;0;0;0;0
2020-06-27 02:15:00;8;0;0;0;0;0;0;0;0
2020-06-27 02:30:00;8;0;0;0;0;0;0;0;0
2020-06-27 02:45:00;1;0;0;0;0;0;0;0;0
2020-06-27 03:00:00;0;0;0;0;0;0;0;0;0
2020-06-27 03:15:00;0;0;0;0;0;0;0;0;0
2020-06-27 03:30:00;0;0;1;0;0;0;0;0;0
2020-06-27 03:45:00;0;0;1;0;0;0;0;0;0
2020-06-27 04:00:00;2;0;0;0;0;0;0;0;0
2020-06-27 04:15:00;0;0;0;0;0;0;0;0;0
2020-06-27 04:30:00;0;0;0;0;0;0;0;0;0
2020-06-27 04:45:00;1;0;1;0;0;0;0;0;0
2020-06-27 05:00:00;0;0;2;0;0;0;0;0;0
2020-06-27 05:15:00;0;0;0;0;0;0;0;0;0
2020-06-27 05:30:00;2;0;0;0;0;0;0;0;0
2020-06-27 05:45:00;5;1;2;0;0;0;0;0;0
2020-06-27 06:00:00;5;0;2;0;0;0;0;0;0
2020-06-27 06:15:00;3;0;0;0;0;0;0;0;0
2020-06-27 06:30:00;1;0;2;0;0;0;0;0;0
2020-06-27 06:45:00;3;0;2;0;0;0;0;0;0
2020-06-27 07:00:00;1;0;0;0;0;0;0;0;0
2020-06-27 07:15:00;4;1;3;0;0;0;0;0;0
2020-06-27 07:30:00;6;2;2;0;0;0;0;0;0
2020-06-27 07:45:00;7;2;5;0;0;0;0;0;0
2020-06-27 08:00:00;10;3;3;0;0;1;0;0;0
2020-06-27 08:15:00;9;10;8;1;0;1;0;0;1
2020-06-27 08:30:00;20;3;8;1;3;0;0;0;0
2020-06-27 08:45:00;29;6;11;3;0;0;2;1;0
2020-06-27 09:00:00;33;7;10;0;2;1;0;0;0
2020-06-27 09:15:00;31;6;12;3;4;0;2;2;3
2020-06-27 09:30:00;47;5;9;2;5;1;3;0;6
2020-06-27 09:45:00;39;8;16;3;3;2;4;0;0
2020-06-27 10:00:00;52;9;24;6;4;2;1;2;0
2020-06-27 10:15:00;64;11;15;4;5;1;0;1;4
2020-06-27 10:30:00;63;11;26;2;7;0;3;0;8
2020-06-27 10:45:00;80;7;22;3;15;3;1;0;0
2020-06-27 11:00:00;68;25;25;2;5;5;0;2;0
2020-06-27 11:15:00;69;17;21;8;4;3;1;1;0
2020-06-27 11:30:00;79;20;26;6;2;2;4;7;0
2020-06-27 12:00:00;64;24;20;4;3;4;0;7;90
2020-06-27 12:15:00;52;13;20;1;3;1;4;0;0
2020-06-27 12:30:00;73;11;18;2;4;1;3;2;13
2020-06-27 12:45:00;57;11;22;4;0;2;1;2;1
2020-06-27 13:00:00;74;11;19;7;4;0;0;0;3
2020-06-27 13:15:00;66;12;31;7;4;3;1;10;3
2020-06-27 13:30:00;72;6;14;1;2;3;1;1;0
2020-06-27 13:45:00;68;7;16;3;2;0;1;3;0
2020-06-27 14:00:00;67;9;19;2;2;1;4;1;4
2020-06-27 14:15:00;67;14;17;6;11;0;1;0;0
2020-06-27 14:30:00;61;7;21;3;3;1;0;1;17
2020-06-27 14:45:00;53;5;13;3;5;3;1;0;0
2020-06-27 15:00:00;67;14;11;3;6;0;2;0;10
2020-06-27 15:15:00;53;8;5;7;4;0;1;8;0
2020-06-27 15:30:00;53;11;9;4;3;1;3;0;6
2020-06-27 15:45:00;73;22;17;0;1;1;2;0;0
2020-06-27 16:00:00;50;11;16;2;4;2;2;0;2
2020-06-27 16:15:00;75;10;17;4;2;1;1;0;7
2020-06-27 16:30:00;67;14;17;4;2;1;3;4;4
2020-06-27 16:45:00;58;13;14;6;1;2;1;11;0
2020-06-27 17:00:00;62;8;13;3;2;2;0;3;3
2020-06-27 17:15:00;53;15;19;2;2;3;2;1;0
2020-06-27 17:30:00;64;9;17;2;3;1;2;2;0
2020-06-27 17:45:00;67;16;21;0;8;0;2;0;2
2020-06-27 18:00:00;43;11;21;3;3;4;0;1;0
2020-06-27 18:15:00;47;18;19;5;4;2;1;2;0
2020-06-27 18:30:00;53;7;15;1;4;1;3;4;1
2020-06-27 18:45:00;59;10;7;3;2;0;0;8;2
2020-06-27 19:00:00;49;8;12;2;1;4;2;1;0
2020-06-27 19:15:00;61;4;10;4;4;1;4;0;0
2020-06-27 19:30:00;45;9;12;1;4;0;1;0;41
2020-06-27 19:45:00;56;0;3;2;1;3;1;2;1
2020-06-27 20:00:00;53;13;11;3;1;0;1;0;4
2020-06-27 20:15:00;19;4;6;2;1;0;1;1;0
2020-06-27 20:30:00;15;1;2;1;1;1;1;0;14
2020-06-27 20:45:00;5;1;3;1;0;0;0;0;0
2020-06-27 21:00:00;16;1;5;2;3;0;1;3;0
