DATUM;1(DA1);2(TAFBA)
2020-08-31 00:00:00;1;0
2020-08-31 00:15:00;0;0
2020-08-31 00:30:00;1;0
2020-08-31 00:45:00;0;0
2020-08-31 01:00:00;1;0
2020-08-31 01:15:00;0;0
2020-08-31 01:30:00;0;0
2020-08-31 01:45:00;0;0
2020-08-31 02:00:00;0;0
2020-08-31 02:15:00;0;0
2020-08-31 02:30:00;0;0
2020-08-31 02:45:00;0;0
2020-08-31 03:00:00;0;0
2020-08-31 03:15:00;0;0
2020-08-31 03:30:00;0;0
2020-08-31 03:45:00;0;0
2020-08-31 04:00:00;1;0
2020-08-31 04:15:00;1;0
2020-08-31 04:30:00;0;0
2020-08-31 04:45:00;2;0
2020-08-31 05:00:00;2;0
2020-08-31 05:15:00;9;0
2020-08-31 05:30:00;10;0
2020-08-31 05:45:00;14;0
2020-08-31 06:00:00;10;0
2020-08-31 06:15:00;19;0
2020-08-31 06:30:00;22;0
2020-08-31 06:45:00;27;0
2020-08-31 07:00:00;32;0
2020-08-31 07:15:00;33;0
2020-08-31 07:30:00;34;0
2020-08-31 07:45:00;60;0
2020-08-31 08:00:00;43;0
2020-08-31 08:15:00;41;0
2020-08-31 08:30:00;49;0
2020-08-31 08:45:00;43;0
2020-08-31 09:00:00;39;0
2020-08-31 09:15:00;57;0
2020-08-31 09:30:00;47;0
2020-08-31 09:45:00;46;0
2020-08-31 10:00:00;46;0
2020-08-31 10:15:00;50;0
2020-08-31 10:30:00;46;0
2020-08-31 10:45:00;40;0
2020-08-31 11:00:00;49;0
2020-08-31 11:15:00;52;0
2020-08-31 11:30:00;30;0
2020-08-31 11:45:00;51;0
2020-08-31 12:00:00;38;0
2020-08-31 12:15:00;30;0
2020-08-31 12:30:00;37;0
2020-08-31 12:45:00;43;0
2020-08-31 13:00:00;35;0
2020-08-31 13:15:00;44;0
2020-08-31 13:30:00;37;0
2020-08-31 13:45:00;42;0
2020-08-31 14:00:00;43;0
2020-08-31 14:15:00;42;0
2020-08-31 14:30:00;45;0
2020-08-31 14:45:00;61;0
2020-08-31 15:00:00;43;0
2020-08-31 15:15:00;48;0
2020-08-31 15:30:00;37;0
2020-08-31 15:45:00;39;0
2020-08-31 16:00:00;41;0
2020-08-31 16:15:00;46;0
2020-08-31 16:30:00;44;0
2020-08-31 16:45:00;46;0
2020-08-31 17:00:00;35;0
2020-08-31 17:15:00;30;0
2020-08-31 17:30:00;37;0
2020-08-31 17:45:00;39;0
2020-08-31 18:00:00;34;0
2020-08-31 18:15:00;32;0
2020-08-31 18:30:00;21;0
2020-08-31 18:45:00;24;0
2020-08-31 19:00:00;21;0
2020-08-31 19:15:00;15;0
2020-08-31 19:30:00;16;0
2020-08-31 19:45:00;20;0
2020-08-31 20:00:00;14;0
2020-08-31 20:15:00;17;0
2020-08-31 20:30:00;16;0
2020-08-31 20:45:00;12;0
2020-08-31 21:00:00;8;0
2020-08-31 21:15:00;17;0
2020-08-31 21:30:00;6;0
2020-08-31 21:45:00;9;0
2020-08-31 22:00:00;8;0
2020-08-31 22:15:00;6;0
2020-08-31 22:30:00;10;0
2020-08-31 22:45:00;5;0
2020-08-31 23:00:00;7;0
2020-08-31 23:15:00;2;0
2020-08-31 23:30:00;2;0
2020-08-31 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
