DATUM;1(DA1);2(TAFBA)
2020-08-17 00:00:00;2;0
2020-08-17 00:15:00;4;0
2020-08-17 00:30:00;5;0
2020-08-17 00:45:00;2;0
2020-08-17 01:00:00;2;0
2020-08-17 01:15:00;1;0
2020-08-17 01:30:00;0;0
2020-08-17 01:45:00;0;0
2020-08-17 02:00:00;0;0
2020-08-17 02:15:00;0;0
2020-08-17 02:30:00;2;0
2020-08-17 02:45:00;0;0
2020-08-17 03:00:00;1;0
2020-08-17 03:15:00;0;0
2020-08-17 03:30:00;1;0
2020-08-17 03:45:00;1;0
2020-08-17 04:00:00;0;0
2020-08-17 04:15:00;1;0
2020-08-17 04:30:00;1;0
2020-08-17 04:45:00;1;0
2020-08-17 05:00:00;3;0
2020-08-17 05:15:00;3;0
2020-08-17 05:30:00;4;0
2020-08-17 05:45:00;7;0
2020-08-17 06:00:00;16;0
2020-08-17 06:15:00;13;0
2020-08-17 06:30:00;17;0
2020-08-17 06:45:00;24;0
2020-08-17 07:00:00;19;0
2020-08-17 07:15:00;37;0
2020-08-17 07:30:00;39;0
2020-08-17 07:45:00;41;0
2020-08-17 08:00:00;43;0
2020-08-17 08:15:00;33;0
2020-08-17 08:30:00;29;0
2020-08-17 08:45:00;33;0
2020-08-17 09:00:00;34;0
2020-08-17 09:15:00;39;0
2020-08-17 09:30:00;42;0
2020-08-17 09:45:00;39;0
2020-08-17 10:00:00;47;0
2020-08-17 10:15:00;37;0
2020-08-17 10:30:00;37;0
2020-08-17 10:45:00;48;0
2020-08-17 11:00:00;42;0
2020-08-17 11:15:00;55;0
2020-08-17 11:30:00;28;0
2020-08-17 11:45:00;34;0
2020-08-17 12:00:00;30;0
2020-08-17 12:15:00;41;0
2020-08-17 12:30:00;32;0
2020-08-17 12:45:00;41;0
2020-08-17 13:00:00;27;0
2020-08-17 13:15:00;37;0
2020-08-17 13:30:00;45;0
2020-08-17 13:45:00;34;0
2020-08-17 14:00:00;32;0
2020-08-17 14:15:00;38;0
2020-08-17 14:30:00;41;0
2020-08-17 14:45:00;40;0
2020-08-17 15:00:00;33;0
2020-08-17 15:15:00;43;0
2020-08-17 15:30:00;34;0
2020-08-17 15:45:00;30;0
2020-08-17 16:00:00;35;0
2020-08-17 16:15:00;31;0
2020-08-17 16:30:00;44;0
2020-08-17 16:45:00;42;0
2020-08-17 17:00:00;28;0
2020-08-17 17:15:00;29;0
2020-08-17 17:30:00;24;0
2020-08-17 17:45:00;27;0
2020-08-17 18:00:00;35;0
2020-08-17 18:15:00;15;0
2020-08-17 18:30:00;11;0
2020-08-17 18:45:00;24;0
2020-08-17 19:00:00;18;0
2020-08-17 19:15:00;13;0
2020-08-17 19:30:00;14;0
2020-08-17 19:45:00;16;0
2020-08-17 20:00:00;15;0
2020-08-17 20:15:00;14;0
2020-08-17 20:30:00;15;0
2020-08-17 20:45:00;12;0
2020-08-17 21:00:00;9;0
2020-08-17 21:15:00;2;0
2020-08-17 21:30:00;7;0
2020-08-17 21:45:00;10;0
2020-08-17 22:00:00;6;0
2020-08-17 22:15:00;3;0
2020-08-17 22:30:00;7;0
2020-08-17 22:45:00;9;0
2020-08-17 23:00:00;1;0
2020-08-17 23:15:00;3;0
2020-08-17 23:30:00;2;0
2020-08-17 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
