DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DC4);11(DD1);12(DD2);13(DD3);14(DE1);15(DE2);16(DE3);17(DF1);18(DF2);19(DG1);20(DG2);21(DG3);22(DG4);23(DH1);24(DH2);25(TAFBA);26(TAFGB);27(TAFGB2);28(TAFBB);29(TAFBB2);30(TAFBC);31(TAFGD);32(TAFGD2);33(TAFBD);34(TAFBD2);35(TAFGE)
2019-09-10 00:00:00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 00:15:00;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 00:30:00;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 00:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 01:00:00;1;1;2;1;0;0;0;0;0;0;0;0;0;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 01:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 01:30:00;1;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 02:15:00;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 02:30:00;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 02:45:00;1;1;0;0;0;0;0;1;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 03:30:00;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 04:00:00;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 04:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 04:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 04:45:00;1;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 05:00:00;0;0;1;0;2;2;0;1;0;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 05:15:00;0;0;0;2;0;0;1;0;1;0;1;1;1;0;2;2;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 05:30:00;0;0;2;2;0;0;0;0;0;0;0;1;7;2;2;2;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 05:45:00;0;0;2;2;0;0;0;0;0;0;2;10;13;1;1;1;6;13;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 06:00:00;1;1;0;1;0;0;0;0;0;0;0;6;5;0;1;1;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 06:15:00;8;8;6;3;0;0;0;0;0;0;2;5;12;5;5;5;5;11;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 06:30:00;3;3;4;2;1;1;0;0;0;0;0;21;17;7;2;2;19;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 06:45:00;0;0;5;10;0;0;0;0;0;0;3;33;35;4;6;5;30;36;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 07:00:00;6;7;8;9;0;0;0;0;0;0;3;16;29;12;9;9;15;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 07:15:00;6;8;12;3;0;0;1;0;1;0;3;21;30;14;5;4;19;30;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 07:30:00;12;12;5;2;7;7;0;2;0;2;2;23;22;13;7;6;20;26;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 07:45:00;3;4;9;5;6;6;2;2;2;2;2;27;31;10;6;6;21;34;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 08:00:00;3;4;11;3;4;4;1;2;1;2;7;26;27;9;6;6;30;26;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 08:15:00;3;2;14;5;11;11;2;3;2;3;9;22;30;14;5;4;21;33;2;3;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 08:30:00;8;8;11;3;11;11;1;1;1;1;5;26;26;14;6;7;30;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 08:45:00;4;4;17;7;11;11;4;3;4;3;7;13;23;23;13;13;13;22;2;2;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 09:00:00;4;4;3;8;3;3;0;2;0;2;5;17;22;10;8;6;19;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 09:15:00;9;10;7;4;6;6;2;1;2;1;5;19;18;16;3;3;18;19;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 09:30:00;10;10;13;2;3;3;3;4;3;3;1;9;12;20;5;5;9;12;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 09:45:00;11;11;11;4;3;3;4;2;4;2;8;12;15;18;8;7;16;15;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 10:00:00;7;7;10;5;6;5;5;1;4;1;4;11;11;14;7;7;13;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 10:15:00;11;11;14;7;4;4;3;2;4;2;3;11;14;19;11;11;8;12;4;4;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 10:30:00;12;12;7;5;3;3;1;1;1;1;1;11;18;14;9;9;13;20;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 10:45:00;4;5;10;1;2;2;6;2;6;2;4;19;16;14;3;3;18;14;2;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 11:00:00;9;9;15;4;2;2;6;1;6;1;3;6;13;25;6;6;10;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 11:15:00;12;11;17;7;3;3;3;1;3;0;4;13;14;23;7;8;11;15;2;3;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-10 11:30:00;12;12;15;3;4;4;3;9;4;8;7;8;20;26;8;7;15;18;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
