DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-04-10 00:00:00;4;3;0;0;2;0;2;1;5;2
2020-04-10 00:15:00;5;3;3;3;5;2;4;1;4;6
2020-04-10 00:30:00;2;2;1;1;1;0;1;1;2;2
2020-04-10 00:45:00;1;0;0;2;2;0;1;2;0;1
2020-04-10 01:00:00;2;3;0;3;4;1;5;2;4;1
2020-04-10 01:15:00;1;1;0;2;1;0;1;1;1;0
2020-04-10 01:30:00;3;1;1;6;6;0;6;7;0;2
2020-04-10 01:45:00;3;1;0;0;1;1;1;0;0;2
2020-04-10 02:00:00;3;0;0;2;2;1;3;3;0;2
2020-04-10 02:15:00;1;1;0;0;1;0;1;0;1;1
2020-04-10 02:30:00;1;1;0;1;1;0;0;1;1;1
2020-04-10 02:45:00;0;2;0;1;0;0;0;1;2;0
2020-04-10 03:00:00;3;4;0;2;1;0;1;2;3;2
2020-04-10 03:15:00;1;1;0;3;1;1;1;1;1;1
2020-04-10 03:30:00;1;0;0;1;2;0;2;1;0;1
2020-04-10 03:45:00;2;0;0;2;2;1;2;2;1;2
2020-04-10 04:00:00;2;1;0;2;2;1;2;1;1;2
2020-04-10 04:15:00;2;2;0;2;2;0;0;2;2;2
2020-04-10 04:30:00;0;0;0;1;2;1;3;3;0;0
2020-04-10 04:45:00;3;1;0;1;2;0;2;1;0;3
2020-04-10 05:00:00;1;2;0;4;2;0;1;3;2;1
2020-04-10 05:15:00;4;2;0;4;6;0;6;5;2;4
2020-04-10 05:30:00;6;4;0;4;16;4;18;6;4;4
2020-04-10 05:45:00;4;1;0;5;12;2;13;9;3;4
2020-04-10 06:00:00;6;3;0;2;4;0;4;1;3;6
2020-04-10 06:15:00;8;4;0;4;11;0;13;3;4;8
2020-04-10 06:30:00;4;1;1;5;7;1;8;5;2;4
2020-04-10 06:45:00;3;3;1;3;3;1;4;3;3;2
2020-04-10 07:00:00;8;3;1;2;5;1;5;2;2;7
2020-04-10 07:15:00;7;4;0;2;5;2;6;3;4;7
2020-04-10 07:30:00;6;9;0;2;5;1;4;1;8;6
2020-04-10 07:45:00;7;7;0;6;5;3;7;6;8;6
2020-04-10 08:00:00;6;2;3;4;5;1;7;3;2;7
2020-04-10 08:15:00;13;4;1;5;8;3;8;3;4;11
2020-04-10 08:30:00;10;6;1;4;4;1;5;6;8;10
2020-04-10 08:45:00;7;3;3;7;10;6;11;7;2;8
2020-04-10 09:00:00;9;11;1;1;9;1;10;1;10;7
2020-04-10 09:15:00;16;8;3;9;13;4;16;8;6;15
2020-04-10 09:30:00;14;6;1;6;12;7;14;6;7;12
2020-04-10 09:45:00;10;6;3;11;14;8;17;17;6;9
2020-04-10 10:00:00;16;7;4;16;15;4;14;16;10;14
2020-04-10 10:15:00;25;14;3;5;17;6;19;5;14;18
2020-04-10 10:30:00;25;8;7;8;16;16;21;13;11;22
2020-04-10 10:45:00;27;17;7;6;16;5;21;8;19;22
2020-04-10 11:00:00;17;8;4;10;19;9;19;10;8;16
2020-04-10 11:15:00;19;19;3;15;28;5;28;12;20;18
2020-04-10 11:30:00;25;8;2;14;21;14;29;14;10;19
2020-04-10 11:45:00;29;18;3;19;29;6;31;15;20;24
2020-04-10 12:00:00;26;16;3;15;17;13;21;12;21;20
2020-04-10 12:15:00;29;20;4;18;18;8;18;14;23;25
2020-04-10 12:30:00;22;14;4;12;18;8;23;15;15;18
2020-04-10 12:45:00;27;12;6;17;22;10;29;19;21;25
2020-04-10 13:00:00;30;20;3;17;24;9;25;14;22;24
2020-04-10 13:15:00;16;16;5;19;29;11;34;17;17;15
2020-04-10 13:30:00;23;11;4;19;23;9;27;21;14;21
2020-04-10 13:45:00;29;20;5;20;33;7;35;21;19;27
2020-04-10 14:00:00;22;16;3;13;28;11;29;12;20;18
2020-04-10 14:15:00;34;22;4;20;26;8;29;19;23;25
2020-04-10 14:30:00;34;13;6;18;20;11;24;12;15;29
2020-04-10 14:45:00;20;13;7;29;31;7;36;26;15;11
2020-04-10 15:00:00;28;13;6;14;17;6;21;12;16;22
2020-04-10 15:15:00;36;17;6;25;30;6;32;19;21;34
2020-04-10 15:30:00;25;23;3;17;15;6;16;15;21;19
2020-04-10 15:45:00;28;15;6;24;27;6;29;20;16;29
2020-04-10 16:00:00;20;12;6;22;26;11;24;22;14;21
2020-04-10 16:15:00;25;19;5;21;32;8;32;15;19;18
2020-04-10 16:30:00;15;15;6;18;30;8;33;19;16;14
