DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2020-06-01 00:00:00;17;10;5;1;21;22;5;5;0;0;0;0;0;0
2020-06-01 00:15:00;11;16;4;1;5;17;3;5;0;0;0;0;0;0
2020-06-01 00:30:00;15;12;4;0;17;20;6;2;0;0;0;0;0;0
2020-06-01 00:45:00;16;16;6;0;16;7;7;5;0;0;0;0;0;0
2020-06-01 01:00:00;12;8;2;3;7;13;7;2;0;0;0;0;0;0
2020-06-01 01:15:00;6;8;4;0;5;6;5;3;0;0;0;0;0;0
2020-06-01 01:30:00;6;11;4;0;9;8;7;1;0;0;0;0;0;0
2020-06-01 01:45:00;6;12;0;1;4;3;3;2;0;0;0;0;0;0
2020-06-01 02:00:00;10;10;1;1;6;6;6;3;0;0;0;0;0;0
2020-06-01 02:15:00;6;3;3;1;4;5;1;3;0;0;0;0;0;0
2020-06-01 02:30:00;6;9;4;2;6;10;2;2;0;0;0;0;0;0
2020-06-01 02:45:00;8;5;3;0;6;4;3;3;0;0;0;0;0;0
2020-06-01 03:00:00;6;2;3;0;3;3;2;0;0;0;0;0;0;0
2020-06-01 03:15:00;2;2;2;0;3;3;4;3;0;0;0;0;0;0
2020-06-01 03:30:00;2;3;1;0;5;5;2;2;0;0;0;0;0;0
2020-06-01 03:45:00;5;1;1;1;1;2;2;1;0;0;0;0;0;0
2020-06-01 04:00:00;3;2;0;0;4;2;2;1;0;0;0;0;0;0
2020-06-01 04:15:00;4;1;1;1;4;2;1;1;0;0;0;0;0;0
2020-06-01 04:30:00;1;1;1;1;2;2;0;0;0;0;0;0;0;0
2020-06-01 04:45:00;4;1;2;0;2;3;0;1;0;0;0;0;0;0
2020-06-01 05:00:00;4;5;0;0;5;5;3;3;0;0;0;0;0;0
2020-06-01 05:15:00;7;10;2;1;2;3;0;1;0;0;0;0;0;0
2020-06-01 05:30:00;10;9;1;0;3;7;3;4;0;0;0;0;0;0
2020-06-01 05:45:00;14;9;2;3;6;7;2;3;0;0;0;0;0;0
2020-06-01 06:00:00;5;4;1;1;4;5;2;4;0;0;0;0;0;0
2020-06-01 06:15:00;7;4;2;2;3;11;3;1;0;0;0;0;0;0
2020-06-01 06:30:00;10;10;7;2;8;8;3;3;0;0;0;0;0;0
2020-06-01 06:45:00;8;6;3;1;8;7;4;2;0;0;0;0;0;0
2020-06-01 07:00:00;4;5;3;1;12;12;7;2;0;0;0;0;0;0
2020-06-01 07:15:00;8;10;5;0;9;2;6;6;0;0;0;0;0;0
2020-06-01 07:30:00;11;8;8;2;9;12;4;2;0;0;0;0;0;0
2020-06-01 07:45:00;9;9;4;0;8;11;10;7;0;0;0;0;0;0
2020-06-01 08:00:00;16;14;9;2;9;10;6;1;0;0;0;0;0;0
2020-06-01 08:15:00;9;10;6;5;19;13;8;9;0;0;0;0;0;0
2020-06-01 08:30:00;13;11;6;5;12;18;7;8;0;0;0;0;0;0
2020-06-01 08:45:00;16;14;11;4;19;23;5;12;0;0;0;0;0;0
2020-06-01 09:00:00;21;7;16;4;18;19;15;11;0;0;0;0;0;0
2020-06-01 09:15:00;17;20;13;5;23;25;16;18;0;0;0;0;0;0
2020-06-01 09:30:00;29;27;15;5;17;23;20;8;0;0;0;0;0;0
2020-06-01 09:45:00;40;37;17;5;23;32;17;18;0;0;1;0;0;0
2020-06-01 10:00:00;30;31;27;10;25;20;21;10;0;0;0;0;0;0
2020-06-01 10:15:00;32;25;24;7;25;26;18;20;0;0;0;0;0;0
2020-06-01 10:30:00;33;33;19;7;30;36;25;17;0;0;0;0;0;0
2020-06-01 10:45:00;48;42;19;9;36;35;25;27;0;0;0;0;0;0
2020-06-01 11:00:00;46;31;25;5;33;46;20;12;0;0;0;0;0;0
2020-06-01 11:15:00;39;39;20;5;38;41;24;19;0;0;0;0;12;0
2020-06-01 11:30:00;37;36;29;12;46;45;24;24;0;0;13;0;0;0
2020-06-01 11:45:00;55;35;30;12;40;49;36;28;0;0;0;0;0;8
2020-06-01 12:00:00;43;46;23;4;36;48;26;22;0;0;0;0;0;0
2020-06-01 12:15:00;45;45;35;5;48;45;28;21;0;0;4;0;1;1
2020-06-01 12:30:00;42;44;29;4;42;48;14;23;0;0;0;0;40;0
2020-06-01 12:45:00;52;52;37;4;45;48;37;21;0;0;0;0;0;0
2020-06-01 13:00:00;65;48;28;11;53;68;25;30;1;0;0;0;0;2
2020-06-01 13:15:00;56;50;20;9;40;45;27;21;0;1;0;3;4;0
2020-06-01 13:30:00;61;46;29;7;53;50;34;27;0;0;0;0;0;0
2020-06-01 13:45:00;60;66;28;7;46;54;37;29;0;4;1;0;0;0
2020-06-01 14:00:00;53;50;21;12;34;70;28;26;0;0;0;0;0;0
2020-06-01 14:15:00;50;47;31;12;53;58;43;28;1;0;0;0;0;0
2020-06-01 14:30:00;52;47;22;9;43;56;40;26;0;3;2;4;0;0
2020-06-01 14:45:00;61;50;34;9;53;48;39;29;13;0;0;0;6;0
2020-06-01 15:00:00;68;61;36;11;42;47;55;32;0;5;5;0;1;10
2020-06-01 15:15:00;62;53;32;9;53;38;44;30;0;0;0;0;0;4
2020-06-01 15:30:00;63;61;36;9;46;52;33;19;0;0;4;0;0;0
2020-06-01 15:45:00;59;69;33;10;48;54;37;28;6;0;9;0;6;1
2020-06-01 16:00:00;66;50;31;12;56;64;29;27;0;0;0;1;0;0
2020-06-01 16:15:00;51;45;41;8;44;61;46;18;0;0;1;1;0;3
2020-06-01 16:30:00;52;61;31;11;47;50;40;22;0;2;0;0;0;0
2020-06-01 16:45:00;46;44;39;10;55;52;46;26;0;0;3;0;0;0
2020-06-01 17:00:00;62;53;41;11;51;67;35;24;0;0;4;0;10;0
2020-06-01 17:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-01 17:30:00;49;55;36;16;47;67;34;26;0;0;0;0;0;5
2020-06-01 17:45:00;53;52;30;5;43;44;28;23;2;0;2;0;6;1
2020-06-01 18:00:00;60;46;43;10;45;58;38;27;0;0;22;0;0;0
2020-06-01 18:15:00;60;61;30;10;56;55;35;19;0;2;0;0;1;19
2020-06-01 18:30:00;54;51;36;11;50;52;32;26;0;3;0;0;0;10
