DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-01-12 00:00:00;26;15;29;11;0;0;0
2020-01-12 00:15:00;29;18;34;19;1;0;0
2020-01-12 00:30:00;24;12;42;17;0;0;0
2020-01-12 00:45:00;20;22;38;17;4;0;0
2020-01-12 01:00:00;33;17;30;9;1;0;0
2020-01-12 01:15:00;22;14;29;10;1;0;0
2020-01-12 01:30:00;23;8;23;6;0;0;0
2020-01-12 01:45:00;25;15;25;7;0;0;0
2020-01-12 02:00:00;23;11;25;11;0;0;0
2020-01-12 02:15:00;20;9;14;7;0;0;0
2020-01-12 02:30:00;16;8;11;4;0;0;0
2020-01-12 02:45:00;14;8;26;6;1;0;0
2020-01-12 03:00:00;10;4;15;2;0;0;0
2020-01-12 03:15:00;17;9;15;6;1;0;0
2020-01-12 03:30:00;7;4;11;5;0;0;0
2020-01-12 03:45:00;10;3;10;2;0;0;1
2020-01-12 04:00:00;10;5;7;1;1;0;0
2020-01-12 04:15:00;9;6;7;2;1;1;0
2020-01-12 04:30:00;8;6;12;3;0;1;0
2020-01-12 04:45:00;7;1;12;4;0;0;0
2020-01-12 05:00:00;9;5;19;5;0;0;0
2020-01-12 05:15:00;9;5;25;6;0;1;0
2020-01-12 05:30:00;12;7;26;6;0;0;0
2020-01-12 05:45:00;20;2;19;7;0;0;0
2020-01-12 06:00:00;9;6;17;2;0;0;0
2020-01-12 06:15:00;8;9;23;5;1;0;0
2020-01-12 06:30:00;9;9;12;7;0;0;0
2020-01-12 06:45:00;13;14;19;3;0;0;0
2020-01-12 07:00:00;11;6;14;5;1;1;1
2020-01-12 07:15:00;20;12;20;6;4;0;0
2020-01-12 07:30:00;20;13;21;11;2;0;0
2020-01-12 07:45:00;22;10;38;8;2;1;0
2020-01-12 08:00:00;14;8;28;7;0;2;0
2020-01-12 08:15:00;18;22;45;11;1;0;0
2020-01-12 08:30:00;22;20;42;7;1;1;1
2020-01-12 08:45:00;28;21;53;31;1;0;0
2020-01-12 09:00:00;36;21;64;30;1;0;0
2020-01-12 09:15:00;40;36;82;38;3;1;0
2020-01-12 09:30:00;71;41;73;29;2;0;0
2020-01-12 09:45:00;68;37;109;38;1;2;0
2020-01-12 10:00:00;59;43;96;36;3;0;0
2020-01-12 10:15:00;71;50;92;47;2;0;0
2020-01-12 10:30:00;59;39;87;35;1;1;0
2020-01-12 10:45:00;86;62;109;47;3;1;1
2020-01-12 11:00:00;81;55;116;51;0;2;0
2020-01-12 11:15:00;104;62;129;77;3;0;0
2020-01-12 11:30:00;85;74;113;53;4;0;0
2020-01-12 11:45:00;103;71;151;61;8;1;1
2020-01-12 12:00:00;86;65;94;48;3;1;0
2020-01-12 12:15:00;100;62;161;70;5;1;0
2020-01-12 12:30:00;114;66;108;66;6;0;2
2020-01-12 12:45:00;133;96;161;91;7;0;1
2020-01-12 13:00:00;90;68;132;86;5;0;0
2020-01-12 13:15:00;108;76;146;87;5;2;3
2020-01-12 13:30:00;99;74;117;69;9;0;1
2020-01-12 13:45:00;129;99;150;75;4;1;1
2020-01-12 14:00:00;108;71;120;70;8;1;1
2020-01-12 14:15:00;104;74;148;76;1;1;0
2020-01-12 14:30:00;112;72;132;73;5;1;0
2020-01-12 14:45:00;140;90;131;75;3;2;0
2020-01-12 15:00:00;102;82;119;56;3;1;1
2020-01-12 15:15:00;97;75;119;44;2;0;0
2020-01-12 15:30:00;95;61;109;59;5;1;1
2020-01-12 15:45:00;122;83;135;65;6;1;1
2020-01-12 16:00:00;91;57;129;63;2;0;1
2020-01-12 16:15:00;139;80;144;73;4;1;0
2020-01-12 16:30:00;191;140;115;66;12;1;1
2020-01-12 16:45:00;206;165;160;85;15;1;0
2020-01-12 17:00:00;125;123;125;64;5;3;2
2020-01-12 17:15:00;145;98;140;77;8;0;2
2020-01-12 17:30:00;113;70;121;53;1;1;0
2020-01-12 17:45:00;140;114;148;78;3;0;0
2020-01-12 18:00:00;130;82;98;40;3;0;0
2020-01-12 18:15:00;125;81;119;34;3;1;0
2020-01-12 18:30:00;91;63;92;57;2;1;0
2020-01-12 18:45:00;100;80;133;48;3;1;3
2020-01-12 19:00:00;92;69;104;40;3;1;0
2020-01-12 19:15:00;96;69;95;48;2;0;1
2020-01-12 19:30:00;77;56;92;32;4;3;1
2020-01-12 19:45:00;69;75;88;31;4;1;0
2020-01-12 20:00:00;74;46;91;33;5;0;0
2020-01-12 20:15:00;78;42;82;37;0;1;0
2020-01-12 20:30:00;59;39;82;32;3;0;1
2020-01-12 20:45:00;73;49;87;26;5;1;0
2020-01-12 21:00:00;46;30;64;24;1;0;0
2020-01-12 21:15:00;60;41;67;24;3;0;0
2020-01-12 21:30:00;49;31;57;19;1;0;0
2020-01-12 21:45:00;54;29;39;14;1;0;1
2020-01-12 22:00:00;34;18;55;18;2;1;2
2020-01-12 22:15:00;51;35;48;14;1;0;0
2020-01-12 22:30:00;28;22;39;13;1;0;3
2020-01-12 22:45:00;40;16;32;8;0;0;3
2020-01-12 23:00:00;20;14;26;7;2;0;3
2020-01-12 23:15:00;26;9;22;5;3;1;1
2020-01-12 23:30:00;16;9;13;5;1;2;2
2020-01-12 23:45:00;19;8;13;2;1;1;2
