2020-09-23 00:00:00;2;6;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 00:15:00;8;5;2;1;1;7;6;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 00:30:00;4;2;1;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 00:45:00;4;3;2;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 01:00:00;2;2;1;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 01:15:00;0;3;3;0;0;4;8;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 01:30:00;7;3;3;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 01:45:00;3;2;0;0;0;4;4;1;0;0;0;0;0;0;0;0;0;0
2020-09-23 02:00:00;0;3;1;1;1;4;7;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 02:15:00;1;2;3;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 02:30:00;2;2;1;1;2;3;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 02:45:00;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 03:00:00;0;4;3;2;3;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 03:15:00;1;1;1;0;1;3;4;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 03:30:00;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 03:45:00;4;2;3;1;2;4;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 04:00:00;1;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 04:15:00;3;5;0;1;2;3;3;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 04:30:00;4;10;5;1;2;3;5;1;0;0;1;0;0;0;0;0;0;0
2020-09-23 04:45:00;13;32;3;7;9;7;9;0;0;0;0;0;0;0;0;0;0;0
2020-09-23 05:00:00;43;61;2;9;11;2;24;1;0;0;4;0;0;0;9;3;0;0
2020-09-23 05:15:00;84;171;10;31;37;10;36;0;2;2;24;24;0;0;18;4;3;0
2020-09-23 05:30:00;115;106;13;27;35;23;54;2;4;2;5;26;0;0;52;0;0;0
2020-09-23 05:45:00;74;70;20;31;37;80;144;4;5;3;10;11;4;0;40;5;0;0
2020-09-23 06:00:00;47;58;17;25;18;89;146;5;6;5;1;8;3;0;30;4;0;0
2020-09-23 06:15:00;60;49;12;30;2;31;70;0;6;3;3;12;0;0;5;0;0;1
2020-09-23 06:30:00;57;58;9;38;4;27;82;0;3;2;4;5;0;0;7;0;0;0
2020-09-23 06:45:00;61;77;16;37;6;33;86;0;5;5;6;11;0;0;9;0;0;0
2020-09-23 07:00:00;60;66;8;24;4;35;60;0;3;3;3;0;0;0;11;2;0;0
2020-09-23 07:15:00;60;69;10;38;8;58;104;0;5;6;8;2;0;0;4;0;0;0
2020-09-23 07:30:00;66;73;16;29;6;51;94;3;5;6;11;7;0;0;17;0;0;0
2020-09-23 07:45:00;76;96;19;35;3;41;79;4;3;4;19;19;0;0;21;6;0;0
2020-09-23 08:00:00;55;76;23;39;7;42;80;5;3;4;10;14;0;0;23;0;0;0
2020-09-23 08:15:00;50;64;15;34;3;37;66;3;5;6;13;11;0;0;17;0;0;0
2020-09-23 08:30:00;40;44;11;24;3;30;47;2;4;3;10;3;0;0;10;2;0;0
2020-09-23 08:45:00;44;50;22;15;2;32;37;5;1;1;9;8;0;0;8;2;0;0
2020-09-23 09:00:00;56;47;17;13;6;22;40;5;3;3;5;8;0;0;11;0;0;0
2020-09-23 09:15:00;39;40;14;11;3;31;39;6;2;4;14;4;0;0;3;0;0;0
2020-09-23 09:30:00;34;30;11;16;3;24;35;3;2;2;4;4;0;0;4;2;0;0
2020-09-23 09:45:00;42;23;16;13;6;41;53;4;2;2;5;6;0;0;6;0;0;0
2020-09-23 10:00:00;43;30;15;11;5;23;36;3;2;2;10;0;0;0;0;0;0;0
2020-09-23 10:15:00;38;26;20;16;3;28;40;5;4;2;8;0;0;0;1;0;0;0
2020-09-23 10:30:00;44;28;13;18;2;29;43;9;3;2;12;0;0;0;5;0;0;0
2020-09-23 10:45:00;31;24;19;11;7;28;33;7;2;3;5;0;0;0;14;0;0;0
2020-09-23 11:00:00;32;29;17;14;2;16;17;6;4;3;6;3;0;0;0;0;0;0
2020-09-23 11:15:00;47;43;18;8;3;23;37;7;0;0;7;11;0;0;0;0;0;0
2020-09-23 11:30:00;41;45;17;17;8;33;35;3;1;1;5;3;0;0;17;0;0;0
2020-09-23 11:45:00;33;32;13;12;5;30;47;5;2;2;2;6;0;0;13;0;0;0
2020-09-23 12:00:00;48;45;17;13;6;23;38;9;2;4;9;2;0;0;10;0;0;0
2020-09-23 12:15:00;41;47;18;13;6;32;43;8;3;3;7;3;0;0;6;0;0;0
2020-09-23 12:30:00;35;27;16;14;3;28;33;6;4;5;3;6;0;0;9;0;0;3
2020-09-23 12:45:00;54;56;18;20;3;33;44;10;1;3;11;4;0;0;10;5;19;1
2020-09-23 13:00:00;50;67;23;21;6;34;50;12;2;2;8;6;0;0;11;0;0;2
2020-09-23 13:15:00;92;88;26;25;12;25;37;11;4;4;12;1;0;0;24;0;0;0
2020-09-23 13:30:00;82;87;18;42;14;38;74;9;6;4;10;3;0;0;46;7;0;0
2020-09-23 13:45:00;72;94;19;31;9;41;79;11;6;11;14;19;10;0;34;0;1;0
2020-09-23 14:00:00;88;77;36;21;5;76;111;11;4;10;9;29;2;0;40;1;0;0
2020-09-23 14:15:00;59;37;37;22;7;134;170;8;7;8;6;27;1;0;35;4;0;0
2020-09-23 14:30:00;56;37;33;26;8;104;156;10;3;6;3;7;4;0;23;0;0;0
2020-09-23 14:45:00;68;47;36;16;8;69;79;13;3;8;4;5;0;1;22;5;0;0
2020-09-23 15:00:00;68;54;28;14;4;64;99;10;2;3;2;7;0;0;37;3;1;0
2020-09-23 15:15:00;74;68;46;14;3;53;79;9;3;8;9;14;4;0;36;0;0;0
2020-09-23 15:30:00;61;47;35;20;4;60;68;9;1;2;5;7;0;0;22;0;0;0
2020-09-23 15:45:00;58;48;28;20;3;62;76;12;4;5;8;1;0;0;20;0;0;0
2020-09-23 16:00:00;60;52;37;23;7;56;70;8;4;7;3;3;0;0;23;0;0;0
2020-09-23 16:15:00;58;54;28;19;8;52;65;8;1;1;2;13;0;0;3;0;0;0
2020-09-23 16:30:00;44;51;25;23;5;47;63;10;4;5;3;6;0;0;12;0;0;0
2020-09-23 16:45:00;68;58;30;12;8;49;58;9;4;4;2;13;0;0;14;0;0;0
2020-09-23 17:00:00;59;59;32;8;8;47;67;6;1;1;2;5;0;0;1;0;0;0
2020-09-23 17:15:00;49;52;26;12;11;42;57;2;4;5;4;0;0;0;7;0;0;0
2020-09-23 17:30:00;48;40;30;10;12;51;62;3;2;3;9;2;0;0;3;0;0;1
2020-09-23 17:45:00;44;38;31;14;7;43;54;4;3;3;0;0;0;0;7;0;0;0
2020-09-23 18:00:00;59;52;15;17;8;36;42;2;2;3;5;4;0;0;5;0;0;0
2020-09-23 18:15:00;38;41;15;14;10;38;52;3;3;3;0;4;0;0;14;3;0;0
2020-09-23 18:30:00;30;25;25;15;6;34;49;3;0;1;5;10;0;0;7;0;0;0
2020-09-23 18:45:00;37;31;21;7;4;28;32;5;4;1;1;5;0;0;0;0;0;0
2020-09-23 19:00:00;31;26;15;16;4;33;45;4;1;1;3;5;0;0;0;0;0;0
2020-09-23 19:15:00;26;12;14;14;7;28;39;1;2;3;2;1;0;0;0;0;0;0
2020-09-23 19:30:00;20;19;17;11;5;16;31;3;3;3;1;0;0;1;7;0;0;0
2020-09-23 19:45:00;22;18;14;9;4;12;23;1;3;3;1;4;0;0;5;0;0;0
2020-09-23 20:00:00;24;25;19;6;5;18;17;3;0;0;1;5;1;0;0;0;0;0
2020-09-23 20:15:00;19;19;12;9;3;15;29;2;5;3;0;4;0;0;10;0;0;0
2020-09-23 20:30:00;19;31;10;3;2;14;15;0;4;2;0;9;1;0;1;0;0;0
2020-09-23 20:45:00;31;35;11;12;1;13;24;0;2;1;0;3;0;0;33;0;0;0
2020-09-23 21:00:00;52;77;14;21;22;9;19;1;0;0;6;16;0;0;20;1;0;2
2020-09-23 21:15:00;56;81;5;15;18;17;23;1;0;0;6;8;1;0;20;0;0;0
2020-09-23 21:30:00;54;79;14;10;11;17;43;2;0;0;6;4;0;0;22;0;0;2
2020-09-23 21:45:00;32;34;23;8;11;47;70;3;4;3;5;12;0;0;26;0;0;2
2020-09-23 22:00:00;51;26;21;10;12;71;120;3;0;0;1;28;0;0;24;0;0;0
2020-09-23 22:15:00;11;14;20;3;3;22;49;0;0;0;0;0;0;0;0;3;0;0
2020-09-23 22:30:00;7;12;9;5;5;6;10;1;0;0;0;0;0;0;0;0;0;0
2020-09-23 22:45:00;7;6;9;1;2;9;10;1;2;2;1;0;0;0;0;0;0;0
2020-09-23 23:00:00;5;5;8;7;6;4;2;1;0;0;2;0;0;0;0;0;0;0
2020-09-23 23:15:00;10;7;6;3;3;9;1;1;0;0;0;0;0;0;0;0;0;0
2020-09-23 23:30:00;1;6;9;0;1;2;4;0;0;0;1;0;0;0;0;0;0;0
2020-09-23 23:45:00;3;3;1;2;3;4;4;0;1;3;0;0;0;0;0;0;0;0
