DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2019-09-15 00:00:00;30;40;27;23;11;3;4;9;0;6;4
2019-09-15 00:15:00;33;52;30;23;12;4;2;14;0;10;5
2019-09-15 00:30:00;28;43;25;40;10;11;2;4;0;10;7
2019-09-15 00:45:00;36;41;26;28;11;3;9;14;0;8;6
2019-09-15 01:00:00;29;38;23;25;14;2;2;8;0;9;5
2019-09-15 01:15:00;13;23;14;21;11;3;1;9;0;3;0
2019-09-15 01:30:00;29;39;27;19;10;2;1;12;0;4;2
2019-09-15 01:45:00;17;29;19;16;6;3;2;4;0;7;5
2019-09-15 02:00:00;8;10;6;10;7;4;3;6;0;3;1
2019-09-15 02:15:00;20;27;20;8;8;1;1;7;0;1;0
2019-09-15 02:30:00;18;25;16;7;8;2;2;5;0;4;3
2019-09-15 02:45:00;15;18;17;9;8;1;0;4;0;2;0
2019-09-15 03:00:00;16;20;9;10;9;4;7;2;0;5;4
2019-09-15 03:15:00;6;11;11;11;7;0;0;4;0;0;1
2019-09-15 03:30:00;13;20;10;10;6;1;1;5;0;2;2
2019-09-15 03:45:00;15;18;11;10;7;2;1;6;0;6;2
2019-09-15 04:00:00;24;27;14;10;5;1;2;2;0;1;1
2019-09-15 04:15:00;9;11;10;6;4;0;0;1;0;0;0
2019-09-15 04:30:00;7;14;8;4;10;0;1;8;0;2;2
2019-09-15 04:45:00;11;15;11;10;6;3;1;1;0;0;2
2019-09-15 05:00:00;16;20;9;7;4;0;0;2;0;2;1
2019-09-15 05:15:00;11;19;12;16;8;2;1;8;0;3;0
2019-09-15 05:30:00;25;25;18;22;9;7;4;5;0;3;2
2019-09-15 05:45:00;21;23;16;19;12;6;0;5;0;4;5
2019-09-15 06:00:00;20;26;12;15;14;2;1;5;0;2;1
2019-09-15 06:15:00;20;24;17;13;11;1;1;5;0;2;1
2019-09-15 06:30:00;25;28;19;11;11;4;0;4;0;0;3
2019-09-15 06:45:00;26;29;16;19;11;2;1;2;0;2;2
2019-09-15 07:00:00;24;28;12;10;16;2;4;4;0;4;2
2019-09-15 07:15:00;21;28;18;14;12;6;1;4;0;2;2
2019-09-15 07:30:00;38;39;22;18;16;7;3;9;0;3;1
2019-09-15 07:45:00;38;44;28;11;30;6;0;7;0;2;5
2019-09-15 08:00:00;37;41;22;27;11;7;4;9;0;13;15
2019-09-15 08:15:00;42;47;37;32;22;5;1;7;0;11;11
2019-09-15 08:30:00;48;52;40;35;32;7;1;16;0;7;12
2019-09-15 08:45:00;60;67;46;30;31;12;0;16;0;16;10
2019-09-15 09:00:00;81;90;55;35;38;12;4;9;0;10;12
2019-09-15 09:15:00;79;87;71;42;47;22;17;13;0;13;16
2019-09-15 09:30:00;98;110;68;68;63;17;5;24;0;14;17
2019-09-15 09:45:00;109;125;88;60;38;13;6;23;0;15;15
2019-09-15 10:00:00;110;130;75;73;66;16;9;32;0;23;22
2019-09-15 10:15:00;96;104;88;59;48;13;89;24;0;16;14
2019-09-15 10:30:00;100;117;79;71;57;13;7;35;0;12;26
2019-09-15 10:45:00;104;121;82;72;64;24;6;20;0;16;28
2019-09-15 11:00:00;115;134;95;79;78;51;10;26;0;13;17
2019-09-15 11:15:00;109;145;120;79;68;52;14;30;0;22;20
2019-09-15 11:30:00;111;138;116;71;67;26;8;24;0;25;24
2019-09-15 11:45:00;127;156;133;77;57;24;8;55;0;26;18
2019-09-15 12:00:00;123;160;103;77;61;18;23;37;0;34;22
2019-09-15 12:15:00;119;150;117;83;75;14;14;34;0;25;20
2019-09-15 12:30:00;115;136;92;85;62;14;8;34;0;19;21
2019-09-15 12:45:00;101;114;90;80;61;23;9;32;0;22;14
2019-09-15 13:00:00;98;129;84;71;66;17;7;41;0;31;27
2019-09-15 13:15:00;98;117;81;72;57;64;6;38;0;18;19
2019-09-15 13:30:00;104;136;89;66;71;14;22;27;0;25;17
2019-09-15 13:45:00;92;116;74;92;68;17;16;31;0;22;16
2019-09-15 14:00:00;113;137;88;78;82;32;8;56;0;21;15
2019-09-15 14:15:00;72;97;83;73;65;26;8;29;0;23;18
2019-09-15 14:30:00;82;114;84;80;82;22;11;39;0;38;26
2019-09-15 14:45:00;81;101;81;88;73;69;7;29;0;25;19
2019-09-15 15:00:00;115;135;82;135;126;19;13;29;0;33;21
2019-09-15 15:15:00;91;127;100;150;125;29;17;41;0;34;28
2019-09-15 15:30:00;105;131;81;107;101;26;13;42;0;32;31
2019-09-15 15:45:00;96;124;89;93;74;26;7;31;0;24;22
2019-09-15 16:00:00;84;113;84;100;76;26;8;47;0;25;20
2019-09-15 16:15:00;88;122;96;90;60;22;10;32;0;25;20
