DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2020-08-08 00:00:00;4;6;5;4;1;1;8;3;12;7;0;0;2;0;0;0;0
2020-08-08 00:15:00;13;3;10;11;3;10;6;6;10;5;1;0;2;0;3;0;0
2020-08-08 00:30:00;7;8;5;5;3;5;4;5;8;7;0;0;0;0;0;0;0
2020-08-08 00:45:00;4;3;5;10;2;5;1;3;8;7;0;0;0;0;1;0;0
2020-08-08 01:00:00;5;2;4;3;2;4;10;3;5;6;0;0;1;0;0;0;0
2020-08-08 01:15:00;8;3;2;8;3;4;3;5;0;6;0;0;0;0;0;0;0
2020-08-08 01:30:00;3;0;6;1;1;4;5;1;0;3;0;0;0;0;0;0;0
2020-08-08 01:45:00;2;3;1;3;4;1;2;1;3;7;0;0;0;0;0;0;0
2020-08-08 02:00:00;4;1;2;1;0;2;1;3;4;4;0;0;0;0;0;0;0
2020-08-08 02:15:00;0;3;2;2;6;2;5;2;6;2;0;0;1;0;0;0;0
2020-08-08 02:30:00;1;0;1;1;0;2;5;2;5;1;0;0;0;0;0;0;0
2020-08-08 02:45:00;2;2;9;4;1;0;3;9;5;4;0;0;0;0;0;0;0
2020-08-08 03:00:00;0;1;5;2;1;1;3;2;7;2;0;0;0;0;0;0;0
2020-08-08 03:15:00;3;1;3;1;0;0;1;3;2;4;0;0;0;0;0;0;0
2020-08-08 03:30:00;5;2;1;1;1;0;3;1;2;2;0;0;0;0;0;0;0
2020-08-08 03:45:00;2;1;1;3;0;2;1;1;2;3;0;0;0;0;0;0;0
2020-08-08 04:00:00;3;4;1;0;0;0;1;6;2;0;0;0;0;0;0;0;0
2020-08-08 04:15:00;3;1;1;0;0;1;0;0;2;2;0;0;0;0;0;0;0
2020-08-08 04:30:00;0;0;0;1;2;4;1;0;4;2;0;0;0;0;0;0;0
2020-08-08 04:45:00;3;1;1;0;1;0;1;3;5;6;0;0;0;0;0;0;0
2020-08-08 05:00:00;4;1;3;0;1;3;3;1;2;5;0;0;0;0;0;0;0
2020-08-08 05:15:00;6;2;3;0;0;2;2;4;4;3;0;0;0;0;0;0;0
2020-08-08 05:30:00;4;5;6;22;2;4;5;8;7;4;0;0;0;0;0;1;0
2020-08-08 05:45:00;10;5;3;4;1;0;1;8;6;3;0;0;0;0;0;0;0
2020-08-08 06:00:00;4;3;2;1;1;4;3;11;11;11;0;0;0;0;0;0;0
2020-08-08 06:15:00;8;0;7;6;4;2;3;5;12;4;0;0;0;0;0;0;0
