DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-01-10 00:00:00;10;2;11;8;0;0;0;0;0;0;0;0
2020-01-10 00:15:00;11;2;9;6;0;0;0;0;0;0;0;0
2020-01-10 00:30:00;14;8;7;2;0;0;0;0;0;0;0;0
2020-01-10 00:45:00;9;6;5;4;0;0;0;0;0;0;0;0
2020-01-10 01:00:00;5;2;5;5;0;0;0;0;0;0;0;0
2020-01-10 01:15:00;9;1;4;6;0;0;0;0;0;0;0;0
2020-01-10 01:30:00;6;2;6;3;0;0;0;0;0;0;0;0
2020-01-10 01:45:00;7;4;4;3;0;0;0;0;0;0;0;0
2020-01-10 02:00:00;6;4;8;2;0;0;0;0;0;0;0;0
2020-01-10 02:15:00;3;0;7;1;0;0;0;0;0;0;0;0
2020-01-10 02:30:00;7;4;7;4;0;0;0;0;0;0;0;0
2020-01-10 02:45:00;9;3;8;4;0;0;0;0;0;0;0;0
2020-01-10 03:00:00;3;2;5;1;0;0;0;0;0;0;0;0
2020-01-10 03:15:00;4;2;5;6;0;0;0;0;0;0;0;0
2020-01-10 03:30:00;5;3;0;0;0;0;0;0;0;0;0;0
2020-01-10 03:45:00;5;0;6;2;0;0;0;0;0;0;0;0
2020-01-10 04:00:00;4;2;6;4;0;0;0;0;0;0;0;0
2020-01-10 04:15:00;7;2;10;4;0;0;0;0;0;0;0;0
2020-01-10 04:30:00;12;3;6;2;0;0;0;0;0;0;0;0
2020-01-10 04:45:00;12;3;9;15;0;0;0;0;0;0;0;0
2020-01-10 05:00:00;17;4;24;13;0;0;0;0;0;0;0;0
2020-01-10 05:15:00;30;17;26;24;0;0;0;0;0;0;0;0
2020-01-10 05:30:00;55;18;36;29;0;1;0;0;0;0;0;0
2020-01-10 05:45:00;80;41;48;58;0;0;0;0;0;0;0;0
2020-01-10 06:00:00;75;32;44;71;0;0;0;0;0;0;0;0
2020-01-10 06:15:00;100;50;43;68;0;0;0;0;0;0;0;0
2020-01-10 06:30:00;93;45;57;86;0;2;0;0;1;0;0;0
2020-01-10 06:45:00;138;56;62;95;18;8;0;1;4;15;2;0
2020-01-10 07:00:00;110;49;74;116;19;6;0;4;28;15;0;0
2020-01-10 07:15:00;123;76;74;104;0;2;0;0;30;0;1;0
2020-01-10 07:30:00;156;96;74;136;4;74;0;47;19;3;15;0
2020-01-10 07:45:00;142;92;98;119;1;7;0;0;17;6;2;0
2020-01-10 08:00:00;128;74;80;90;10;27;2;6;41;5;4;0
2020-01-10 08:15:00;132;74;79;92;17;13;0;0;3;13;0;0
2020-01-10 08:30:00;133;80;83;83;17;0;1;0;0;59;0;0
2020-01-10 08:45:00;123;71;89;83;7;2;0;0;6;12;0;0
2020-01-10 09:00:00;128;71;68;64;3;3;0;0;8;10;0;0
2020-01-10 09:15:00;112;80;77;57;0;4;0;0;9;9;0;0
2020-01-10 09:30:00;119;74;70;73;10;2;0;0;8;8;0;0
2020-01-10 09:45:00;133;66;78;73;28;4;0;0;2;16;0;1
2020-01-10 10:00:00;114;70;89;78;17;2;0;0;5;4;0;0
2020-01-10 10:15:00;108;76;76;87;15;4;0;0;6;13;0;2
2020-01-10 10:30:00;115;69;73;86;2;2;0;0;3;3;0;0
2020-01-10 10:45:00;123;73;81;118;17;3;0;0;3;12;0;0
2020-01-10 11:00:00;116;75;96;104;9;5;0;0;9;22;0;1
2020-01-10 11:15:00;128;63;88;109;13;5;0;0;5;2;0;0
2020-01-10 11:30:00;129;93;99;116;24;15;0;13;16;25;4;1
2020-01-10 11:45:00;123;69;102;126;8;13;0;0;50;34;0;25
2020-01-10 12:00:00;145;98;117;134;4;25;0;1;10;16;0;0
2020-01-10 12:15:00;125;78;111;132;11;11;0;0;14;15;0;0
2020-01-10 12:30:00;145;90;116;143;20;1;2;0;4;38;0;6
2020-01-10 12:45:00;128;93;99;116;52;0;0;2;4;15;2;0
2020-01-10 13:00:00;147;92;100;143;41;17;1;0;51;10;0;0
2020-01-10 13:15:00;158;95;106;150;23;24;0;0;18;50;2;0
2020-01-10 13:30:00;152;84;102;132;22;17;0;0;18;14;0;0
2020-01-10 13:45:00;142;74;93;119;15;12;0;1;28;36;6;11
2020-01-10 14:00:00;146;99;121;149;13;5;0;0;12;20;0;2
2020-01-10 14:15:00;165;110;95;158;5;11;0;4;31;11;2;0
2020-01-10 14:30:00;158;101;149;157;11;36;0;0;46;8;0;3
2020-01-10 14:45:00;157;100;128;176;47;58;1;0;70;8;0;1
2020-01-10 15:00:00;151;103;118;147;51;23;3;0;16;32;0;0
2020-01-10 15:15:00;154;126;108;161;37;9;0;1;14;66;0;0
2020-01-10 15:30:00;140;111;141;167;59;7;0;0;9;42;0;0
2020-01-10 15:45:00;154;110;125;137;17;8;0;10;47;32;11;0
2020-01-10 16:00:00;159;117;121;154;25;20;0;4;2;17;2;0
2020-01-10 16:15:00;160;97;126;141;27;5;0;0;10;8;2;0
2020-01-10 16:30:00;150;109;116;159;8;6;1;0;31;17;0;0
2020-01-10 16:45:00;148;112;115;147;0;9;0;0;12;1;0;0
2020-01-10 17:00:00;129;101;119;157;9;3;7;0;8;21;1;9
