DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2020-05-07 00:00:00;11;13;8;6;5;0;0;6;0;5;1
2020-05-07 00:15:00;7;12;9;11;6;3;2;4;0;2;3
2020-05-07 00:30:00;7;7;8;10;4;4;1;4;0;1;2
2020-05-07 00:45:00;4;6;3;9;5;1;0;0;0;3;0
2020-05-07 01:00:00;9;11;6;9;4;2;2;3;0;2;0
2020-05-07 01:15:00;7;9;4;3;2;1;0;1;0;2;1
2020-05-07 01:30:00;7;7;5;4;1;1;0;3;0;0;0
2020-05-07 01:45:00;10;10;6;6;0;0;0;3;0;2;0
2020-05-07 02:00:00;9;11;7;11;5;1;0;2;0;1;1
2020-05-07 02:15:00;7;9;2;2;1;2;0;1;0;0;1
2020-05-07 02:30:00;11;14;6;5;2;1;0;3;0;2;1
2020-05-07 02:45:00;8;11;5;14;7;0;1;1;0;2;0
2020-05-07 03:00:00;6;7;7;8;0;4;0;3;0;2;0
2020-05-07 03:15:00;4;7;3;5;3;2;0;3;0;2;1
2020-05-07 03:30:00;8;8;9;2;5;1;0;1;0;3;3
2020-05-07 03:45:00;6;6;2;7;2;3;1;0;0;0;0
2020-05-07 04:00:00;14;19;7;6;1;1;0;0;0;0;1
2020-05-07 04:15:00;15;18;8;6;3;1;0;1;0;1;2
2020-05-07 04:30:00;21;22;13;17;6;1;0;7;0;4;2
2020-05-07 04:45:00;28;30;15;13;7;4;1;3;0;1;2
2020-05-07 05:00:00;48;49;30;28;17;7;0;3;0;9;16
2020-05-07 05:15:00;52;56;56;22;13;12;4;14;0;8;14
2020-05-07 05:30:00;73;81;60;34;21;14;8;18;0;11;17
2020-05-07 05:45:00;70;75;63;28;19;40;6;17;0;13;19
2020-05-07 06:00:00;66;77;53;38;19;13;4;16;0;17;18
2020-05-07 06:15:00;90;98;73;54;26;19;8;12;0;22;17
2020-05-07 06:30:00;130;148;106;67;42;20;10;27;0;21;30
2020-05-07 06:45:00;119;143;98;81;49;27;16;24;0;21;37
2020-05-07 07:00:00;102;120;94;92;64;26;6;12;0;18;31
2020-05-07 07:15:00;105;123;111;127;83;32;12;21;0;26;27
2020-05-07 07:30:00;108;135;94;107;72;41;32;27;0;22;40
2020-05-07 07:45:00;112;135;105;101;93;33;15;37;0;26;42
2020-05-07 08:00:00;104;126;93;95;56;42;42;30;0;17;33
2020-05-07 08:15:00;74;102;76;107;77;22;16;33;0;22;26
2020-05-07 08:30:00;106;128;96;83;68;22;8;23;0;9;22
2020-05-07 08:45:00;99;119;84;82;61;25;22;33;0;21;22
2020-05-07 09:00:00;99;124;112;82;67;18;16;19;0;15;15
2020-05-07 09:15:00;91;112;85;80;62;26;14;38;0;21;26
2020-05-07 09:30:00;107;137;102;92;75;23;6;35;0;27;22
2020-05-07 09:45:00;113;135;99;87;73;24;13;33;0;25;13
2020-05-07 10:00:00;93;122;68;100;72;22;7;40;0;21;21
2020-05-07 10:15:00;98;127;93;113;76;29;10;29;0;26;18
2020-05-07 10:30:00;107;146;109;113;73;20;10;33;0;29;39
2020-05-07 10:45:00;107;135;99;115;92;17;6;42;0;18;27
2020-05-07 11:00:00;100;132;85;105;74;37;28;56;0;14;27
2020-05-07 11:15:00;115;146;95;119;89;26;15;54;0;18;18
2020-05-07 11:30:00;94;127;86;99;74;20;6;37;0;24;22
2020-05-07 11:45:00;108;146;99;112;87;27;14;38;0;27;25
2020-05-07 12:00:00;105;136;109;102;80;20;11;56;0;19;34
2020-05-07 12:15:00;114;151;97;122;103;20;16;63;0;18;21
2020-05-07 12:30:00;89;115;80;117;83;25;12;45;0;22;25
2020-05-07 12:45:00;115;149;92;117;82;32;12;59;0;30;23
2020-05-07 13:00:00;120;157;105;126;89;24;19;42;0;27;31
2020-05-07 13:15:00;118;155;99;115;92;21;6;54;0;24;26
2020-05-07 13:30:00;119;148;110;137;91;31;15;52;0;23;30
2020-05-07 13:45:00;123;165;135;156;120;30;10;49;0;24;28
2020-05-07 14:00:00;120;161;124;129;99;26;12;60;0;29;33
2020-05-07 14:15:00;125;165;112;132;114;38;16;54;0;28;33
2020-05-07 14:30:00;121;169;128;129;105;54;18;48;0;29;38
2020-05-07 14:45:00;106;147;97;118;101;24;57;43;0;30;32
2020-05-07 15:00:00;112;154;102;133;125;28;11;56;0;16;22
2020-05-07 15:15:00;126;169;100;127;124;25;20;74;0;26;28
2020-05-07 15:30:00;107;154;114;121;106;28;15;62;0;25;36
2020-05-07 15:45:00;118;166;107;147;121;27;12;58;0;20;28
2020-05-07 16:00:00;103;146;99;128;118;33;12;59;0;23;28
2020-05-07 16:15:00;125;178;117;152;139;23;12;49;0;22;28
2020-05-07 16:30:00;122;167;121;157;133;33;15;69;0;20;24
