DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2019-10-12 00:00:00;0;0;0;0;0;0;0
2019-10-12 00:15:00;0;0;0;0;0;0;0
2019-10-12 00:30:00;0;0;0;0;0;0;0
2019-10-12 00:45:00;0;0;0;0;0;0;0
2019-10-12 01:00:00;0;0;0;0;0;0;0
2019-10-12 01:15:00;0;0;0;0;0;0;0
2019-10-12 01:30:00;0;0;0;0;0;0;0
2019-10-12 01:45:00;0;0;0;0;0;0;0
2019-10-12 02:00:00;0;0;0;0;0;0;0
2019-10-12 02:15:00;0;0;0;0;0;0;0
2019-10-12 02:30:00;0;0;0;0;0;0;0
2019-10-12 02:45:00;0;0;0;0;0;0;0
2019-10-12 03:00:00;0;0;0;0;0;0;0
2019-10-12 03:15:00;0;0;0;0;0;0;0
2019-10-12 03:30:00;0;0;0;0;0;0;0
2019-10-12 03:45:00;0;0;0;0;0;0;0
2019-10-12 04:00:00;0;0;0;0;0;0;0
2019-10-12 04:15:00;0;0;0;0;0;0;0
2019-10-12 04:30:00;0;0;0;0;0;0;0
2019-10-12 04:45:00;0;0;0;0;0;0;0
2019-10-12 05:00:00;0;0;0;0;0;0;0
2019-10-12 05:15:00;0;0;0;0;0;0;0
2019-10-12 05:30:00;0;0;0;0;0;0;0
2019-10-12 05:45:00;0;0;0;0;0;0;0
2019-10-12 06:00:00;0;0;0;0;0;0;0
2019-10-12 06:15:00;0;0;0;0;0;0;0
2019-10-12 06:30:00;0;0;0;0;0;0;0
2019-10-12 06:45:00;0;0;0;0;0;0;0
2019-10-12 07:00:00;0;0;0;0;0;0;0
2019-10-12 07:15:00;0;0;0;0;0;0;0
2019-10-12 07:30:00;0;0;0;0;0;0;0
2019-10-12 07:45:00;0;0;0;0;0;0;0
2019-10-12 08:00:00;0;0;0;0;0;0;0
2019-10-12 08:15:00;0;0;0;0;0;0;0
2019-10-12 08:30:00;0;0;0;0;0;0;0
2019-10-12 08:45:00;0;0;0;0;0;0;0
2019-10-12 09:00:00;0;0;0;0;0;0;0
2019-10-12 09:15:00;0;0;0;0;0;0;0
2019-10-12 09:30:00;0;0;0;0;0;0;0
2019-10-12 09:45:00;0;0;0;0;0;0;0
2019-10-12 10:00:00;0;0;0;0;0;0;0
2019-10-12 10:15:00;0;0;0;0;0;0;0
2019-10-12 10:30:00;0;0;0;0;0;0;0
2019-10-12 10:45:00;0;0;0;0;0;0;0
2019-10-12 11:00:00;0;0;0;0;0;0;0
2019-10-12 11:15:00;0;0;0;0;0;0;0
2019-10-12 11:30:00;0;0;0;0;0;0;0
2019-10-12 11:45:00;0;0;0;0;0;0;0
2019-10-12 12:00:00;0;0;0;0;0;0;0
2019-10-12 12:15:00;0;0;0;0;0;0;0
2019-10-12 12:30:00;0;0;0;0;0;0;0
2019-10-12 12:45:00;0;0;0;0;0;0;0
2019-10-12 13:00:00;0;0;0;0;0;0;0
2019-10-12 13:15:00;
2019-10-12 13:30:00;
2019-10-12 13:45:00;
2019-10-12 14:00:00;213;207;7;7;7;0;0
2019-10-12 14:15:00;202;204;9;9;9;0;0
2019-10-12 14:30:00;233;190;12;12;11;0;0
2019-10-12 14:45:00;200;197;10;10;16;0;0
2019-10-12 15:00:00;194;185;7;7;5;0;0
2019-10-12 15:15:00;206;181;12;12;8;0;0
2019-10-12 15:30:00;206;174;8;8;4;0;0
2019-10-12 15:45:00;196;199;5;5;15;0;0
2019-10-12 16:00:00;186;198;9;9;5;0;0
2019-10-12 16:15:00;205;200;7;7;4;0;0
2019-10-12 16:30:00;207;210;8;8;1;0;0
2019-10-12 16:45:00;208;169;7;7;21;0;0
2019-10-12 17:00:00;192;182;6;6;46;0;0
2019-10-12 17:15:00;206;204;5;5;9;0;0
2019-10-12 17:30:00;202;183;14;14;46;0;0
2019-10-12 17:45:00;213;203;8;8;5;0;0
2019-10-12 18:00:00;227;194;8;8;8;0;0
2019-10-12 18:15:00;226;186;10;10;10;0;0
2019-10-12 18:30:00;204;207;5;5;30;0;0
2019-10-12 18:45:00;193;210;11;11;11;0;0
2019-10-12 19:00:00;200;184;10;10;2;0;0
2019-10-12 19:15:00;184;195;16;16;4;0;0
2019-10-12 19:30:00;150;201;10;10;1;0;0
2019-10-12 19:45:00;130;195;12;12;9;0;0
2019-10-12 20:00:00;129;206;14;14;3;0;0
2019-10-12 20:15:00;116;160;4;4;7;0;0
2019-10-12 20:30:00;87;108;0;0;0;0;0
2019-10-12 20:45:00;92;105;2;2;0;0;0
2019-10-12 21:00:00;87;92;5;5;0;0;0
2019-10-12 21:15:00;98;86;10;10;0;0;0
2019-10-12 21:30:00;96;95;5;5;3;0;0
2019-10-12 21:45:00;93;102;0;0;0;0;0
2019-10-12 22:00:00;89;64;3;3;0;0;0
2019-10-12 22:15:00;98;79;5;5;4;0;0
2019-10-12 22:30:00;72;89;2;2;0;0;0
2019-10-12 22:45:00;71;104;9;9;0;0;0
2019-10-12 23:00:00;76;67;1;1;0;0;0
2019-10-12 23:15:00;69;61;6;6;0;0;0
2019-10-12 23:30:00;63;67;2;2;0;0;0
2019-10-12 23:45:00;56;73;4;4;1;0;0
