DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-06-27 00:00:00;0;9;2;2;3;5;2;4;0;0;0;0;0
2020-06-27 00:15:00;1;4;1;1;3;3;1;6;0;0;0;0;0
2020-06-27 00:30:00;1;8;0;0;4;4;3;11;0;0;0;0;0
2020-06-27 00:45:00;2;7;1;2;2;6;1;3;0;0;0;0;0
2020-06-27 01:00:00;1;7;2;2;3;4;3;10;0;0;0;0;0
2020-06-27 01:15:00;0;7;2;2;4;3;3;6;0;0;0;0;0
2020-06-27 01:30:00;2;7;1;1;2;1;1;4;0;0;0;0;0
2020-06-27 01:45:00;1;3;1;1;4;5;3;5;0;0;0;0;0
2020-06-27 02:00:00;0;3;1;1;2;1;2;1;0;0;0;0;0
2020-06-27 02:15:00;1;4;1;1;1;0;1;1;0;0;0;0;0
2020-06-27 02:30:00;0;1;3;3;0;2;0;4;0;0;0;0;0
2020-06-27 02:45:00;1;1;1;1;3;2;4;3;0;0;0;0;0
2020-06-27 03:00:00;0;3;2;2;3;3;3;1;0;0;0;0;0
2020-06-27 03:15:00;0;3;2;2;2;3;0;1;0;0;0;0;0
2020-06-27 03:30:00;0;2;1;1;4;0;2;5;0;0;0;0;0
2020-06-27 03:45:00;0;0;1;1;4;3;3;1;0;0;0;0;0
2020-06-27 04:00:00;0;0;1;1;1;4;1;3;0;0;0;0;0
2020-06-27 04:15:00;1;2;1;1;2;2;2;0;0;0;0;0;0
2020-06-27 04:30:00;1;2;0;0;4;2;2;3;0;0;0;0;0
2020-06-27 04:45:00;0;1;1;1;6;0;2;3;0;0;0;0;0
2020-06-27 05:00:00;0;1;9;8;2;3;1;7;0;0;0;0;0
2020-06-27 05:15:00;2;3;10;10;5;4;3;16;0;0;0;0;0
2020-06-27 05:30:00;1;12;10;9;8;16;9;24;0;0;0;0;0
2020-06-27 05:45:00;0;22;7;9;36;74;36;44;0;0;0;0;0
2020-06-27 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-27 06:15:00;1;8;7;7;18;38;19;20;0;0;0;0;0
2020-06-27 06:30:00;4;15;9;9;4;14;4;15;0;0;0;0;0
2020-06-27 06:45:00;7;9;3;3;5;5;5;12;0;0;0;0;0
2020-06-27 07:00:00;2;10;6;6;4;9;3;13;0;0;0;0;0
2020-06-27 07:15:00;3;2;2;2;4;5;4;7;0;0;0;0;0
2020-06-27 07:30:00;0;13;2;1;5;4;5;8;0;0;0;0;0
2020-06-27 07:45:00;1;8;2;1;5;3;4;18;0;0;0;0;0
2020-06-27 08:00:00;2;14;4;4;3;6;3;9;0;0;0;0;0
2020-06-27 08:15:00;1;9;1;1;3;3;3;17;0;0;0;0;0
2020-06-27 08:30:00;2;8;7;6;5;11;5;19;0;0;0;0;0
2020-06-27 08:45:00;1;15;4;4;4;8;4;26;0;0;0;0;0
2020-06-27 09:00:00;0;16;1;2;6;10;7;22;0;0;0;0;0
2020-06-27 09:15:00;1;13;4;4;4;7;3;29;0;0;0;0;0
2020-06-27 09:30:00;2;15;10;10;3;3;3;43;0;0;0;0;0
2020-06-27 09:45:00;1;21;2;2;9;11;9;31;0;0;0;0;0
2020-06-27 10:00:00;2;19;3;3;8;14;8;33;0;0;0;0;0
2020-06-27 10:15:00;1;15;5;5;9;8;10;29;0;0;0;0;0
2020-06-27 10:30:00;2;20;4;5;3;9;3;41;0;0;0;0;0
2020-06-27 10:45:00;2;17;3;3;4;11;4;38;0;0;0;0;0
2020-06-27 11:00:00;2;21;3;3;8;13;8;30;0;0;0;0;0
2020-06-27 11:15:00;1;22;6;6;3;14;4;45;0;0;0;0;0
2020-06-27 11:30:00;0;22;7;4;6;9;7;41;0;0;0;0;0
2020-06-27 12:00:00;0;42;3;4;5;16;5;27;0;0;0;0;0
2020-06-27 12:15:00;1;24;4;4;2;17;2;26;0;0;0;0;0
2020-06-27 12:30:00;0;34;3;3;14;13;15;34;0;0;0;0;0
2020-06-27 12:45:00;2;28;1;2;18;14;17;42;0;0;0;0;0
2020-06-27 13:00:00;0;44;1;3;16;5;16;45;0;0;0;0;0
2020-06-27 13:15:00;1;22;0;0;7;9;7;28;0;0;0;0;0
2020-06-27 13:30:00;1;24;5;5;7;16;7;24;0;0;0;0;0
2020-06-27 13:45:00;1;26;4;4;10;10;11;31;0;0;0;0;0
2020-06-27 14:00:00;1;28;3;3;13;13;13;36;0;0;0;0;0
2020-06-27 14:15:00;2;43;1;1;14;13;14;36;0;0;0;0;0
2020-06-27 14:30:00;1;32;5;5;21;19;22;34;0;0;0;0;0
2020-06-27 14:45:00;1;19;2;2;8;11;8;31;0;0;0;0;0
2020-06-27 15:00:00;3;20;4;3;5;6;5;28;0;0;0;0;0
2020-06-27 15:15:00;1;24;6;6;10;16;10;33;0;0;0;0;0
2020-06-27 15:30:00;0;26;2;4;10;20;12;26;0;0;0;0;0
2020-06-27 15:45:00;0;28;4;4;13;9;12;25;0;0;0;0;0
2020-06-27 16:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-27 16:15:00;0;28;4;4;7;8;5;24;0;0;0;0;0
2020-06-27 16:30:00;0;28;2;2;6;16;6;27;0;0;0;0;0
2020-06-27 16:45:00;0;15;3;3;11;7;12;30;0;0;0;0;0
2020-06-27 17:00:00;0;24;2;2;9;13;7;19;0;0;0;0;0
2020-06-27 17:15:00;0;22;3;4;6;7;6;44;0;0;0;0;0
2020-06-27 17:30:00;3;25;6;7;6;11;6;38;0;0;0;0;0
2020-06-27 17:45:00;0;29;0;0;9;10;8;35;0;0;0;0;0
2020-06-27 18:00:00;0;25;1;2;5;9;5;26;0;0;0;0;0
2020-06-27 18:15:00;1;26;3;3;8;9;8;30;0;0;0;0;0
2020-06-27 18:30:00;0;24;2;2;1;4;1;33;0;0;0;0;0
2020-06-27 18:45:00;0;27;2;4;5;12;5;47;0;0;0;0;0
2020-06-27 19:00:00;1;28;3;3;8;10;9;39;0;0;0;0;0
2020-06-27 19:15:00;1;20;4;4;6;7;6;19;0;0;0;0;0
2020-06-27 19:30:00;0;21;3;4;14;5;13;36;0;0;0;0;0
