DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-06-18 00:00:00;5;5;1;4;4;0;4;5;6;4
2020-06-18 00:15:00;4;7;0;6;10;3;12;5;7;3
2020-06-18 00:30:00;6;1;1;6;7;0;7;4;1;5
2020-06-18 00:45:00;5;4;0;7;6;2;6;5;4;4
2020-06-18 01:00:00;5;3;0;3;5;0;7;2;3;5
2020-06-18 01:15:00;4;4;2;1;0;0;0;1;4;3
2020-06-18 01:30:00;3;3;0;4;5;0;5;3;2;3
2020-06-18 01:45:00;2;0;0;3;3;0;3;2;0;2
2020-06-18 02:00:00;2;3;1;3;2;0;2;4;3;3
2020-06-18 02:15:00;1;0;0;3;5;0;5;2;0;1
2020-06-18 02:30:00;3;2;1;5;1;1;2;4;1;1
2020-06-18 02:45:00;4;0;2;1;0;0;0;1;1;4
2020-06-18 03:00:00;5;4;0;1;3;1;3;1;3;4
2020-06-18 03:15:00;1;2;0;1;3;0;3;1;2;0
2020-06-18 03:30:00;3;4;0;3;2;0;2;2;4;4
2020-06-18 03:45:00;1;0;1;1;2;0;1;1;1;1
2020-06-18 04:00:00;5;3;0;0;1;1;1;0;3;4
2020-06-18 04:15:00;4;4;2;2;5;0;5;2;5;4
2020-06-18 04:30:00;4;1;2;3;7;1;7;4;1;4
2020-06-18 05:00:00;19;11;3;9;23;6;25;7;11;19
2020-06-18 05:15:00;22;17;2;17;20;4;19;15;20;20
2020-06-18 05:30:00;30;16;2;31;44;22;54;43;18;25
2020-06-18 05:45:00;32;19;2;39;47;8;51;46;24;29
2020-06-18 06:00:00;44;33;8;34;55;16;60;38;37;37
2020-06-18 06:15:00;59;39;6;60;70;18;74;64;46;52
2020-06-18 06:30:00;60;41;8;101;106;30;105;110;36;55
2020-06-18 06:45:00;63;46;5;114;109;23;114;121;48;56
2020-06-18 07:00:00;54;30;10;123;119;29;122;133;30;43
2020-06-18 07:15:00;59;49;11;122;134;36;124;142;49;50
2020-06-18 07:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-18 07:45:00;59;68;15;111;150;47;158;126;65;49
2020-06-18 08:00:00;59;60;11;88;104;29;114;85;60;44
2020-06-18 08:15:00;52;57;13;76;84;25;88;80;55;43
2020-06-18 08:30:00;50;56;14;70;81;26;91;77;54;42
2020-06-18 08:45:00;55;46;15;69;80;14;82;72;43;56
2020-06-18 09:00:00;53;57;15;56;69;25;80;54;53;57
2020-06-18 09:15:00;46;46;11;51;82;22;79;70;46;43
2020-06-18 09:30:00;52;61;15;66;88;24;96;55;59;44
2020-06-18 09:45:00;72;71;19;54;77;24;91;50;70;64
2020-06-18 10:00:00;49;51;17;63;61;21;76;44;50;45
2020-06-18 10:15:00;49;95;16;60;83;28;111;53;64;52
2020-06-18 10:30:00;64;65;17;62;97;38;107;71;61;63
2020-06-18 10:45:00;69;62;17;57;70;42;84;74;70;61
2020-06-18 11:00:00;79;69;18;48;71;27;79;52;78;66
2020-06-18 11:15:00;73;58;18;61;74;23;85;58;57;61
2020-06-18 11:30:00;81;69;21;64;92;21;94;47;67;76
2020-06-18 11:45:00;64;52;17;50;71;22;75;52;55;57
2020-06-18 12:00:00;91;64;24;57;75;26;78;59;68;78
2020-06-18 12:15:00;78;84;27;62;74;27;86;60;81;74
2020-06-18 12:30:00;70;66;20;60;79;33;84;56;66;72
2020-06-18 12:45:00;75;71;13;64;86;24;96;65;68;79
2020-06-18 13:00:00;85;88;17;47;65;33;76;54;89;82
2020-06-18 13:15:00;105;78;19;64;76;19;73;56;81;87
2020-06-18 13:30:00;89;60;12;77;82;22;90;77;62;84
2020-06-18 13:45:00;90;78;19;67;79;24;84;66;78;79
2020-06-18 14:00:00;88;67;12;65;66;24;71;71;68;75
2020-06-18 14:15:00;83;82;16;71;81;35;86;77;88;69
2020-06-18 14:30:00;108;80;15;74;81;34;89;78;76;94
2020-06-18 14:45:00;81;80;15;72;85;36;95;67;82;70
2020-06-18 15:00:00;98;90;22;81;93;24;92;74;89;89
2020-06-18 15:15:00;92;95;15;68;86;21;90;67;101;75
2020-06-18 15:30:00;105;84;19;64;94;29;98;65;89;88
2020-06-18 15:45:00;109;86;13;79;95;30;109;79;90;97
2020-06-18 16:00:00;124;112;20;86;83;38;97;85;126;116
2020-06-18 16:15:00;121;104;20;76;98;19;95;73;93;121
2020-06-18 16:30:00;136;129;14;67;105;25;106;66;129;129
2020-06-18 16:45:00;156;161;14;83;110;26;109;65;162;153
2020-06-18 17:00:00;127;133;19;95;112;39;116;92;135;109
2020-06-18 17:15:00;126;109;26;109;114;20;130;102;116;115
2020-06-18 17:30:00;94;112;15;73;91;19;97;69;110;89
2020-06-18 17:45:00;98;78;14;59;91;26;91;60;80;79
2020-06-18 18:00:00;90;72;19;71;80;24;86;64;81;94
2020-06-18 18:15:00;91;80;20;78;80;18;89;70;89;79
2020-06-18 18:30:00;75;64;13;64;82;19;83;57;66;71
2020-06-18 18:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-18 19:00:00;67;54;12;47;61;22;65;47;58;56
2020-06-18 19:15:00;59;51;9;48;56;18;67;49;51;52
2020-06-18 19:30:00;54;38;16;53;66;17;68;41;47;42
2020-06-18 19:45:00;48;45;14;38;61;14;63;33;47;50
