DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-07-03 00:00:00;9;3;3;0;2;7;7;2;0;0;0;0;0;0
2020-07-03 00:15:00;9;10;4;2;3;13;10;4;0;0;0;0;0;0
2020-07-03 00:30:00;9;9;3;2;6;6;5;2;0;0;0;0;0;0
2020-07-03 00:45:00;3;3;0;2;3;10;13;2;0;0;0;0;0;0
2020-07-03 01:00:00;6;4;5;0;2;7;10;3;0;0;0;0;0;0
2020-07-03 01:15:00;7;5;0;1;3;4;8;2;0;0;0;0;0;0
2020-07-03 01:30:00;5;6;0;1;1;7;8;1;0;0;0;0;0;0
2020-07-03 01:45:00;6;3;1;1;1;6;7;2;0;0;0;0;0;0
2020-07-03 02:00:00;3;4;1;0;0;4;4;0;0;0;0;0;0;0
2020-07-03 02:15:00;6;4;0;0;2;10;10;1;0;0;0;0;0;0
2020-07-03 02:30:00;4;3;1;0;1;6;4;0;0;0;0;0;0;0
2020-07-03 02:45:00;4;3;0;0;0;3;3;1;0;0;0;0;0;0
2020-07-03 03:00:00;3;3;0;1;1;6;5;1;0;0;0;0;0;0
2020-07-03 03:15:00;3;3;1;1;1;3;6;4;0;0;0;0;0;0
2020-07-03 03:30:00;2;3;1;0;0;8;7;3;0;0;0;0;0;0
2020-07-03 03:45:00;9;8;2;1;0;4;3;0;0;0;0;0;0;0
2020-07-03 04:00:00;6;3;1;0;0;6;6;1;0;0;0;0;0;0
2020-07-03 04:15:00;7;1;1;1;1;10;5;3;0;0;0;0;0;0
2020-07-03 04:30:00;12;7;0;1;3;9;11;10;0;0;0;0;0;0
2020-07-03 04:45:00;26;13;1;3;2;12;10;5;0;0;0;0;0;0
2020-07-03 05:00:00;35;34;7;4;16;23;19;10;0;0;0;0;0;0
2020-07-03 05:15:00;65;49;3;3;17;33;30;12;0;0;0;0;0;0
2020-07-03 05:30:00;49;47;3;8;18;26;30;16;0;0;0;0;0;0
2020-07-03 05:45:00;40;55;2;12;20;32;42;20;0;0;0;0;0;0
2020-07-03 06:00:00;37;48;9;18;18;48;38;23;0;0;0;0;0;0
2020-07-03 06:15:00;58;69;9;16;21;55;59;33;0;0;0;0;0;0
2020-07-03 06:30:00;73;93;9;13;45;51;46;27;0;0;0;0;0;0
2020-07-03 06:45:00;64;90;14;27;24;57;47;29;0;0;0;0;1;0
2020-07-03 07:00:00;70;82;12;23;53;52;50;29;0;0;0;0;0;0
2020-07-03 07:15:00;86;116;17;35;51;64;54;24;0;0;0;1;13;0
2020-07-03 07:30:00;80;98;21;46;64;82;74;26;0;0;0;0;4;0
2020-07-03 07:45:00;82;97;28;33;65;102;108;39;0;0;3;0;0;0
2020-07-03 08:00:00;75;99;16;32;42;83;77;34;0;0;6;0;0;0
2020-07-03 08:15:00;76;70;22;28;37;76;84;25;0;0;1;0;1;0
2020-07-03 08:30:00;87;97;30;38;38;86;81;42;0;0;6;0;0;0
2020-07-03 08:45:00;85;93;19;42;48;84;81;37;0;0;1;0;32;0
2020-07-03 09:00:00;84;76;19;40;41;87;86;30;0;0;0;0;0;0
2020-07-03 09:15:00;73;90;29;42;47;80;91;30;0;0;1;0;0;0
2020-07-03 09:30:00;76;87;26;38;42;85;100;37;0;0;0;0;6;0
2020-07-03 09:45:00;73;78;26;60;45;108;105;42;0;0;0;0;1;0
2020-07-03 10:00:00;94;99;27;34;29;89;101;36;0;0;0;0;2;0
2020-07-03 10:15:00;77;84;27;42;45;108;101;37;0;0;0;0;0;0
2020-07-03 10:30:00;80;79;26;31;47;101;106;40;0;0;0;0;0;0
2020-07-03 10:45:00;87;98;26;36;46;93;111;39;0;0;2;3;0;0
2020-07-03 11:00:00;82;79;28;39;44;110;127;40;0;0;0;0;0;0
2020-07-03 11:15:00;81;94;35;47;57;111;117;36;0;0;1;0;3;6
2020-07-03 11:30:00;97;97;34;48;47;104;115;53;0;0;0;0;0;0
2020-07-03 11:45:00;89;93;24;52;39;114;115;54;0;0;4;0;0;10
2020-07-03 12:00:00;97;93;30;46;40;99;120;54;0;0;0;0;19;0
2020-07-03 12:15:00;95;95;26;37;47;100;158;44;0;0;0;0;23;0
2020-07-03 12:30:00;93;100;25;29;34;112;138;50;0;0;1;0;10;0
2020-07-03 12:45:00;104;105;32;41;38;101;134;42;0;0;0;0;3;0
2020-07-03 13:00:00;102;98;28;57;50;122;141;43;0;0;0;0;7;0
2020-07-03 13:15:00;107;101;22;31;48;106;135;43;0;0;0;0;0;0
2020-07-03 13:30:00;86;94;26;49;40;121;133;55;0;0;1;0;0;0
2020-07-03 13:45:00;105;112;23;35;39;109;127;55;0;0;4;8;0;1
2020-07-03 14:00:00;99;97;29;33;49;110;125;51;0;0;1;0;2;0
2020-07-03 14:15:00;98;95;20;37;37;116;119;47;0;0;0;0;0;0
2020-07-03 14:30:00;94;95;29;40;32;120;145;50;0;0;0;0;0;0
2020-07-03 14:45:00;98;104;24;40;43;132;151;61;0;0;0;5;1;0
2020-07-03 15:00:00;89;96;29;28;53;123;140;46;0;0;0;0;2;0
