DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2020-03-27 00:00:00;2;2;2;0;0;0;0;0;0;0;0
2020-03-27 00:15:00;2;3;0;0;0;2;2;0;0;0;0
2020-03-27 00:30:00;4;0;0;2;0;5;0;0;0;0;0
2020-03-27 00:45:00;2;0;0;0;0;4;0;0;0;0;0
2020-03-27 01:00:00;1;3;2;1;0;0;0;0;0;0;0
2020-03-27 01:15:00;5;3;0;0;0;3;1;0;0;0;0
2020-03-27 01:30:00;0;1;0;1;0;6;0;0;0;0;0
2020-03-27 01:45:00;5;2;0;0;0;2;0;0;0;0;0
2020-03-27 02:00:00;4;1;0;0;0;2;0;0;0;0;0
2020-03-27 02:15:00;2;1;0;0;0;3;0;0;0;0;0
2020-03-27 02:30:00;5;0;0;1;0;4;0;0;0;0;0
2020-03-27 02:45:00;5;2;1;0;0;1;0;0;0;0;0
2020-03-27 03:00:00;3;0;0;0;0;0;1;0;0;0;0
2020-03-27 03:15:00;2;2;1;0;0;2;0;0;0;0;0
2020-03-27 03:30:00;2;0;0;1;0;1;0;0;0;0;0
2020-03-27 03:45:00;4;4;0;0;0;2;0;0;0;0;0
2020-03-27 04:00:00;4;2;0;0;0;2;0;0;0;0;0
2020-03-27 04:15:00;4;4;0;1;0;3;1;0;0;0;0
2020-03-27 04:30:00;11;3;0;2;0;1;4;0;0;0;0
2020-03-27 04:45:00;15;9;3;4;0;4;2;0;0;0;0
2020-03-27 05:00:00;11;9;0;0;0;9;6;0;0;0;0
2020-03-27 05:15:00;24;16;3;9;0;19;6;0;0;0;0
2020-03-27 05:30:00;36;28;1;7;0;55;6;0;0;0;0
2020-03-27 05:45:00;44;30;3;15;0;50;6;0;0;0;0
2020-03-27 06:00:00;48;39;2;12;0;45;4;0;0;0;0
2020-03-27 06:15:00;50;31;1;16;0;55;9;0;0;0;0
2020-03-27 06:30:00;53;41;9;18;0;61;18;0;0;0;0
2020-03-27 06:45:00;50;37;6;21;0;53;6;0;0;0;0
2020-03-27 07:00:00;45;33;10;24;0;67;9;0;0;0;0
2020-03-27 07:15:00;47;33;5;19;0;64;12;0;0;0;0
2020-03-27 07:30:00;49;36;9;18;0;68;10;0;0;0;0
2020-03-27 07:45:00;55;42;10;28;0;49;11;0;0;0;0
2020-03-27 08:00:00;49;32;8;24;0;43;6;0;0;0;0
2020-03-27 08:15:00;43;33;6;25;0;48;8;0;0;0;0
2020-03-27 08:30:00;52;29;9;21;0;41;12;0;0;0;0
2020-03-27 08:45:00;43;34;9;21;0;49;15;0;0;0;0
2020-03-27 09:00:00;54;34;10;22;0;31;21;0;0;0;0
2020-03-27 09:15:00;51;35;9;20;0;50;8;0;0;0;0
