DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-05-17 00:00:00;20;12;0;0;0;24;15;0;0
2020-05-17 00:15:00;23;19;1;0;1;27;21;0;0
2020-05-17 00:30:00;21;16;0;0;4;30;23;0;0
2020-05-17 00:45:00;29;23;0;0;0;25;15;0;0
2020-05-17 01:00:00;21;11;0;0;0;22;14;0;0
2020-05-17 01:15:00;24;15;1;0;0;27;16;0;0
2020-05-17 01:30:00;19;12;0;0;0;17;13;0;0
2020-05-17 01:45:00;18;11;0;1;2;15;11;0;0
2020-05-17 02:00:00;11;7;0;1;0;9;4;0;0
2020-05-17 02:15:00;15;5;0;2;0;4;5;0;0
2020-05-17 02:30:00;4;3;0;3;0;12;7;0;0
2020-05-17 02:45:00;9;5;1;0;0;14;5;0;0
2020-05-17 03:00:00;2;5;0;0;0;9;6;0;0
2020-05-17 03:15:00;6;6;0;0;0;11;9;0;0
2020-05-17 03:30:00;7;3;0;0;0;6;3;0;0
2020-05-17 03:45:00;5;2;0;0;0;7;4;0;0
2020-05-17 04:00:00;5;2;0;0;0;9;4;0;0
2020-05-17 04:15:00;4;7;0;0;0;4;3;0;0
2020-05-17 04:30:00;4;4;0;0;0;4;2;0;0
2020-05-17 04:45:00;5;5;0;0;0;5;2;0;0
2020-05-17 05:00:00;3;2;0;0;0;21;2;0;0
2020-05-17 05:15:00;11;6;0;0;0;11;5;0;0
2020-05-17 05:30:00;14;6;0;0;0;7;13;0;1
2020-05-17 05:45:00;13;3;0;0;0;12;12;0;1
2020-05-17 06:00:00;8;6;1;0;0;8;7;0;0
2020-05-17 06:15:00;13;6;0;0;0;6;13;0;0
2020-05-17 06:30:00;10;10;0;0;0;10;7;0;0
2020-05-17 06:45:00;11;10;0;1;0;12;5;0;0
2020-05-17 07:00:00;8;11;0;0;2;11;2;0;0
2020-05-17 07:15:00;14;13;2;0;0;17;4;0;0
2020-05-17 07:30:00;11;8;0;1;1;8;9;0;1
2020-05-17 07:45:00;11;6;0;0;0;16;12;0;1
2020-05-17 08:00:00;11;6;0;1;1;18;9;0;1
2020-05-17 08:15:00;16;7;0;0;0;10;12;0;0
2020-05-17 08:30:00;12;15;1;0;0;14;14;0;1
2020-05-17 08:45:00;26;14;2;2;1;23;13;0;1
2020-05-17 09:00:00;22;12;0;3;2;21;15;0;0
2020-05-17 09:15:00;33;20;0;0;1;24;19;0;0
2020-05-17 09:30:00;32;23;0;2;3;32;17;0;0
2020-05-17 09:45:00;35;33;2;2;3;30;26;0;0
2020-05-17 10:00:00;29;44;1;4;0;30;20;0;1
2020-05-17 10:15:00;44;34;1;1;1;33;32;0;1
2020-05-17 10:30:00;49;39;0;2;1;40;29;0;1
2020-05-17 10:45:00;57;60;1;3;1;46;30;0;2
2020-05-17 11:00:00;42;42;0;0;0;43;40;0;0
2020-05-17 11:15:00;56;47;2;1;1;47;38;0;0
2020-05-17 11:30:00;46;42;0;1;0;45;38;0;0
2020-05-17 11:45:00;66;71;0;0;0;60;43;0;0
2020-05-17 12:00:00;48;51;0;2;1;59;40;0;0
2020-05-17 12:15:00;51;51;1;0;0;49;44;0;4
2020-05-17 12:30:00;52;50;1;2;0;59;32;0;3
2020-05-17 12:45:00;52;52;1;0;1;56;64;3;7
2020-05-17 13:00:00;52;54;0;2;1;53;54;0;1
2020-05-17 13:15:00;57;64;1;2;4;63;66;6;4
2020-05-17 13:30:00;50;51;0;1;1;62;45;0;1
2020-05-17 13:45:00;72;74;1;4;4;64;58;0;3
2020-05-17 14:00:00;63;50;4;2;1;49;40;0;2
2020-05-17 14:15:00;71;64;1;7;2;60;60;0;1
2020-05-17 14:30:00;77;60;1;2;0;49;40;0;0
2020-05-17 14:45:00;74;62;1;0;3;78;55;0;2
2020-05-17 15:00:00;63;64;4;3;2;60;63;2;0
2020-05-17 15:15:00;71;81;1;6;4;78;60;0;1
2020-05-17 15:30:00;48;39;0;3;1;65;50;0;5
2020-05-17 15:45:00;64;49;1;4;2;82;54;0;3
2020-05-17 16:00:00;59;46;1;4;1;57;45;0;0
2020-05-17 16:15:00;72;73;2;0;0;80;53;0;1
2020-05-17 16:30:00;54;47;4;7;1;61;44;1;1
2020-05-17 16:45:00;79;62;3;1;2;79;65;0;13
2020-05-17 17:00:00;79;57;0;5;0;63;57;5;2
2020-05-17 17:15:00;74;69;2;2;2;54;51;6;1
2020-05-17 17:30:00;55;65;3;5;2;65;58;0;2
2020-05-17 17:45:00;74;67;1;6;4;79;77;1;4
2020-05-17 18:00:00;76;62;0;0;1;56;49;0;1
2020-05-17 18:15:00;86;67;1;1;0;78;62;0;0
2020-05-17 18:30:00;65;53;0;4;2;55;45;0;0
2020-05-17 18:45:00;61;63;1;1;1;81;65;0;1
2020-05-17 19:00:00;60;46;0;1;2;53;52;7;0
2020-05-17 19:15:00;77;66;0;2;1;70;62;0;0
