DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-07-07 00:00:00;6;12;3;2;1;3;9;3
2020-07-07 00:15:00;4;4;0;3;4;5;11;3
2020-07-07 00:30:00;4;2;0;5;5;7;8;6
2020-07-07 00:45:00;8;1;2;2;1;4;11;7
2020-07-07 01:00:00;4;6;0;1;1;2;3;4
2020-07-07 01:15:00;4;4;1;2;2;3;5;3
2020-07-07 01:30:00;3;5;6;4;3;5;2;2
2020-07-07 01:45:00;1;2;5;1;1;1;5;1
2020-07-07 02:00:00;6;4;4;3;3;4;2;1
2020-07-07 02:15:00;4;5;4;3;2;4;9;3
2020-07-07 02:30:00;4;2;4;4;4;7;4;3
2020-07-07 02:45:00;8;4;2;3;3;5;2;1
2020-07-07 03:00:00;2;2;0;1;1;3;4;4
2020-07-07 03:15:00;4;5;5;2;1;5;5;0
2020-07-07 03:30:00;8;8;3;3;3;5;3;1
2020-07-07 03:45:00;9;6;1;2;0;4;13;3
2020-07-07 04:00:00;6;9;6;10;4;12;7;4
2020-07-07 04:15:00;10;9;3;9;10;13;5;5
2020-07-07 04:30:00;8;6;6;8;5;13;13;5
2020-07-07 04:45:00;25;13;9;15;9;16;16;7
2020-07-07 05:00:00;19;11;11;7;5;13;27;10
2020-07-07 05:15:00;19;26;24;16;11;32;24;10
2020-07-07 05:30:00;56;41;31;18;20;48;38;16
2020-07-07 05:45:00;44;62;56;35;43;98;61;32
2020-07-07 06:00:00;45;46;39;32;35;84;56;34
2020-07-07 06:15:00;53;45;46;39;45;118;80;56
2020-07-07 06:30:00;71;64;48;70;60;168;70;56
2020-07-07 06:45:00;62;74;69;73;122;194;93;82
2020-07-07 07:00:00;58;49;65;85;82;159;93;105
2020-07-07 07:15:00;59;58;56;51;97;174;92;110
2020-07-07 07:30:00;69;78;67;101;101;176;94;96
2020-07-07 07:45:00;79;87;53;91;105;201;86;82
2020-07-07 08:00:00;72;89;48;50;82;154;83;73
2020-07-07 08:15:00;56;62;46;80;87;156;78;84
2020-07-07 08:30:00;63;73;37;49;78;134;74;57
2020-07-07 08:45:00;63;95;35;72;75;143;73;66
2020-07-07 09:00:00;66;59;31;42;48;103;70;56
2020-07-07 09:15:00;85;60;32;49;54;110;81;85
2020-07-07 09:30:00;75;66;48;54;72;134;73;75
2020-07-07 09:45:00;74;74;37;47;67;117;73;78
2020-07-07 10:00:00;85;84;35;37;71;103;63;60
2020-07-07 10:15:00;73;73;34;35;55;101;80;77
2020-07-07 10:30:00;69;91;33;56;50;106;79;75
2020-07-07 10:45:00;83;97;35;41;67;113;86;84
2020-07-07 11:00:00;70;80;27;59;49;90;82;92
2020-07-07 11:15:00;80;77;27;38;52;97;87;78
2020-07-07 11:30:00;83;86;36;54;56;114;76;86
2020-07-07 11:45:00;70;90;30;133;67;109;66;85
2020-07-07 12:00:00;87;84;52;38;53;91;70;84
2020-07-07 12:15:00;72;87;33;58;58;115;67;76
2020-07-07 12:30:00;77;84;48;40;55;103;77;87
2020-07-07 12:45:00;75;81;46;64;51;95;79;97
2020-07-07 13:00:00;75;85;40;124;54;98;70;83
2020-07-07 13:15:00;80;98;41;39;52;109;74;74
2020-07-07 13:30:00;74;83;36;64;60;119;79;92
2020-07-07 13:45:00;75;82;32;34;52;110;74;86
2020-07-07 14:00:00;91;95;43;76;72;116;79;93
2020-07-07 14:15:00;76;99;25;54;73;142;76;108
2020-07-07 14:30:00;97;102;44;63;57;137;67;84
2020-07-07 14:45:00;87;91;32;58;60;125;76;87
2020-07-07 15:00:00;88;104;51;47;56;118;100;107
2020-07-07 15:15:00;86;92;50;70;63;128;85;95
2020-07-07 15:30:00;83;86;40;45;44;119;83;101
2020-07-07 15:45:00;94;94;44;104;46;128;77;100
2020-07-07 16:00:00;111;115;55;51;61;136;95;120
2020-07-07 16:15:00;106;113;69;57;54;121;85;125
2020-07-07 16:30:00;107;118;86;53;58;135;103;119
2020-07-07 16:45:00;119;103;75;48;58;131;106;134
2020-07-07 17:00:00;94;110;62;72;75;155;86;136
2020-07-07 17:15:00;112;121;65;37;60;129;118;145
2020-07-07 17:30:00;88;94;59;80;60;128;101;138
2020-07-07 17:45:00;75;66;57;45;38;109;107;119
2020-07-07 18:00:00;88;97;55;37;59;126;99;114
2020-07-07 18:15:00;78;75;46;105;57;97;100;101
2020-07-07 18:30:00;55;70;29;30;33;77;79;81
2020-07-07 18:45:00;48;52;30;41;32;71;63;70
2020-07-07 19:00:00;49;47;24;26;30;67;80;79
2020-07-07 19:15:00;44;62;27;28;24;55;50;47
2020-07-07 19:30:00;38;38;28;23;14;49;54;42
2020-07-07 19:45:00;34;27;19;12;17;37;59;42
2020-07-07 20:00:00;24;31;28;20;14;47;49;37
