DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-09-22 00:00:00;7;0;1;2;2;8;13;0;0;0;0;0;0;0
2020-09-22 00:15:00;9;2;2;2;4;10;15;0;0;0;0;0;0;0
2020-09-22 00:30:00;11;1;0;0;3;8;11;0;0;0;0;0;0;0
2020-09-22 00:45:00;6;1;3;4;2;8;6;0;0;0;0;0;0;0
2020-09-22 01:00:00;4;2;2;0;2;6;9;0;0;0;0;0;0;0
2020-09-22 01:15:00;3;2;2;0;2;9;5;0;0;0;0;0;0;0
2020-09-22 01:30:00;4;0;0;0;2;9;6;0;0;0;0;0;0;0
2020-09-22 01:45:00;3;0;0;0;0;9;8;0;0;0;0;0;0;0
2020-09-22 02:00:00;3;3;1;1;3;9;7;0;0;0;0;0;0;0
2020-09-22 02:15:00;4;1;0;1;5;6;5;0;0;0;0;0;0;0
2020-09-22 02:30:00;1;0;0;1;2;7;4;0;0;0;0;0;0;0
2020-09-22 02:45:00;5;2;0;1;5;10;6;0;0;0;0;0;0;0
2020-09-22 03:00:00;3;1;0;0;5;7;5;0;0;0;0;0;0;0
2020-09-22 03:15:00;4;1;0;0;0;10;11;0;0;0;0;0;0;0
2020-09-22 03:30:00;4;0;1;1;6;13;1;0;0;0;0;0;0;0
2020-09-22 03:45:00;8;0;0;0;1;7;9;0;0;0;0;0;0;0
2020-09-22 04:00:00;6;0;0;0;3;17;6;0;0;0;0;0;0;0
2020-09-22 04:15:00;8;1;0;0;5;19;7;0;0;0;0;0;0;0
2020-09-22 04:30:00;10;1;0;0;7;15;12;0;0;0;0;0;0;0
2020-09-22 04:45:00;25;1;2;0;5;23;22;0;0;0;0;0;0;0
2020-09-22 05:00:00;58;4;0;0;15;39;82;0;0;0;0;0;0;0
2020-09-22 05:15:00;111;3;4;3;17;44;111;0;0;0;0;0;0;0
2020-09-22 05:30:00;112;8;21;4;21;71;125;0;0;0;0;0;0;0
2020-09-22 05:45:00;83;8;18;9;46;96;116;0;0;0;0;0;0;0
