DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-10-26 00:00:00;5;4;1;0;12;7;0;0;8;0;0
2020-10-26 00:15:00;3;8;3;0;12;4;2;0;7;0;0
2020-10-26 00:30:00;1;3;0;0;11;5;1;0;5;0;0
2020-10-26 00:45:00;1;3;0;0;11;6;0;0;7;0;0
2020-10-26 01:00:00;7;4;0;0;4;4;0;0;4;0;0
2020-10-26 01:15:00;3;4;1;0;4;2;0;0;3;0;0
2020-10-26 01:30:00;7;4;0;0;5;4;0;0;5;0;0
2020-10-26 01:45:00;5;7;0;0;2;0;0;0;0;0;0
2020-10-26 02:00:00;8;6;0;0;3;3;0;0;3;0;0
2020-10-26 02:15:00;9;9;0;0;2;6;0;0;6;0;0
2020-10-26 02:30:00;1;3;0;0;6;6;0;0;5;0;0
2020-10-26 02:45:00;7;2;0;0;2;2;0;0;2;0;0
2020-10-26 03:00:00;7;6;0;0;7;1;0;0;4;0;0
2020-10-26 03:15:00;7;8;1;0;2;2;1;0;3;0;0
2020-10-26 03:30:00;11;3;0;0;3;1;0;0;3;0;0
2020-10-26 03:45:00;11;11;0;0;6;1;0;0;4;0;0
2020-10-26 04:00:00;9;2;0;0;5;2;0;0;5;0;0
2020-10-26 04:15:00;9;7;1;0;9;3;0;0;7;0;0
2020-10-26 04:30:00;18;12;1;0;10;3;0;0;7;0;0
2020-10-26 04:45:00;17;14;1;0;16;16;0;0;16;0;0
2020-10-26 05:00:00;30;33;3;0;28;13;0;0;18;0;0
2020-10-26 05:15:00;47;52;6;0;38;18;0;0;22;0;0
2020-10-26 05:30:00;66;74;8;0;58;33;1;0;35;1;0
2020-10-26 05:45:00;67;74;15;0;76;41;1;0;40;0;0
2020-10-26 06:00:00;64;79;21;0;92;46;3;0;59;0;0
2020-10-26 06:15:00;73;84;28;0;128;72;3;0;75;0;0
2020-10-26 06:30:00;92;134;23;0;134;107;11;0;106;0;24
2020-10-26 06:45:00;108;134;20;0;121;131;6;0;134;0;11
2020-10-26 07:00:00;81;105;15;0;137;157;10;0;154;0;7
2020-10-26 07:15:00;89;121;11;0;162;214;8;0;216;4;3
2020-10-26 07:30:00;86;131;8;0;143;151;8;0;163;5;0
2020-10-26 07:45:00;113;143;20;0;134;126;11;0;140;4;1
2020-10-26 08:00:00;95;125;17;0;112;115;10;0;127;3;7
2020-10-26 08:15:00;89;130;9;0;99;100;12;0;111;8;9
2020-10-26 08:30:00;89;113;8;0;92;87;5;0;86;7;2
2020-10-26 08:45:00;97;120;9;0;94;88;8;0;97;6;1
2020-10-26 09:00:00;80;114;13;0;103;101;11;0;104;4;6
2020-10-26 09:15:00;83;99;13;0;99;88;6;0;89;6;4
2020-10-26 09:30:00;89;99;8;0;98;94;11;0;97;9;3
2020-10-26 09:45:00;95;100;9;0;89;101;15;0;104;10;6
2020-10-26 10:00:00;101;113;19;0;97;89;11;0;96;7;5
2020-10-26 10:15:00;106;105;23;0;108;93;16;0;103;8;4
2020-10-26 10:30:00;99;101;8;0;106;106;9;0;102;6;0
2020-10-26 10:45:00;104;131;21;0;100;105;9;0;112;5;3
