DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-06-11 00:00:00;7;4;5;3;3;2;1;0;8;0;0;0;0;0;0
2020-06-11 00:15:00;11;3;6;4;3;5;5;0;5;0;0;0;0;0;0
2020-06-11 00:30:00;10;3;3;6;6;2;2;0;5;0;0;0;0;0;0
2020-06-11 00:45:00;9;2;3;3;2;2;1;1;5;0;0;0;0;0;0
2020-06-11 01:00:00;1;4;5;6;5;3;3;0;6;0;0;0;0;0;0
2020-06-11 01:15:00;3;5;5;2;2;4;3;1;11;0;0;0;0;0;0
2020-06-11 01:30:00;6;2;2;2;2;0;0;0;3;0;0;0;0;0;0
2020-06-11 01:45:00;1;0;0;1;1;2;1;0;8;0;0;0;0;0;0
2020-06-11 02:00:00;3;1;2;2;2;1;2;0;2;0;0;0;0;0;0
2020-06-11 02:15:00;3;0;0;2;2;1;1;0;1;0;0;0;0;0;0
2020-06-11 02:30:00;1;2;2;1;1;0;0;0;2;0;0;0;0;0;0
2020-06-11 02:45:00;0;2;2;2;2;0;0;0;2;0;0;0;0;0;0
2020-06-11 03:00:00;1;3;3;2;0;2;2;0;2;0;0;0;0;0;0
2020-06-11 03:15:00;3;0;1;1;1;1;0;0;3;0;0;0;0;0;0
2020-06-11 03:30:00;2;0;0;0;0;1;1;0;4;0;0;0;0;0;0
2020-06-11 03:45:00;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-06-11 04:00:00;3;3;5;2;1;2;2;1;2;0;0;0;0;0;0
2020-06-11 04:15:00;3;0;2;2;1;2;3;0;3;0;0;0;0;0;0
2020-06-11 04:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 04:45:00;7;2;3;1;1;0;0;1;2;0;0;0;0;0;0
2020-06-11 05:00:00;2;2;1;1;2;1;1;0;0;0;0;0;0;0;0
2020-06-11 05:15:00;4;2;2;1;0;1;1;1;1;0;0;0;0;0;0
2020-06-11 05:30:00;9;3;4;9;10;2;2;0;4;0;0;0;0;0;0
2020-06-11 05:45:00;7;2;2;46;50;17;19;0;3;0;0;0;0;0;0
2020-06-11 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 06:15:00;2;2;2;24;25;9;10;0;4;0;0;0;0;0;0
2020-06-11 06:30:00;5;0;0;8;7;4;6;0;3;0;0;0;0;0;0
2020-06-11 06:45:00;4;1;1;2;2;3;2;1;3;0;0;0;0;0;0
2020-06-11 07:00:00;6;2;2;2;2;0;0;0;2;0;0;0;0;0;0
2020-06-11 07:15:00;6;3;3;2;2;3;2;0;3;0;0;0;0;0;0
2020-06-11 07:30:00;8;2;3;5;5;2;1;0;4;0;0;0;0;0;0
2020-06-11 07:45:00;8;2;2;6;6;1;1;0;6;0;0;0;0;0;0
2020-06-11 08:00:00;10;1;4;6;6;4;4;0;7;0;0;0;0;0;0
2020-06-11 08:15:00;6;2;1;2;2;3;1;1;12;0;0;0;0;0;0
2020-06-11 08:30:00;12;2;4;2;2;5;4;0;7;0;0;0;0;0;0
2020-06-11 08:45:00;13;4;4;5;5;6;4;1;8;0;0;0;0;0;0
2020-06-11 09:00:00;20;1;5;7;7;2;3;0;9;0;0;0;0;0;0
2020-06-11 09:15:00;17;6;5;2;2;1;1;3;4;0;0;0;0;0;0
2020-06-11 09:30:00;22;3;3;7;7;5;6;1;12;0;0;0;0;0;0
2020-06-11 09:45:00;16;3;3;4;4;3;3;1;24;0;0;0;0;0;0
2020-06-11 10:00:00;20;6;8;9;9;9;10;3;19;0;0;0;0;0;0
2020-06-11 10:15:00;22;6;6;8;8;2;2;0;21;0;0;0;0;0;0
2020-06-11 10:30:00;29;4;7;9;10;3;5;1;16;0;0;2;0;0;0
2020-06-11 10:45:00;40;8;8;8;8;4;4;3;30;0;0;0;0;0;0
2020-06-11 11:00:00;21;11;13;9;9;7;6;0;14;0;0;0;0;0;0
2020-06-11 11:15:00;40;11;12;8;8;4;4;1;28;0;0;0;1;0;0
2020-06-11 11:30:00;27;6;7;9;9;4;4;1;35;0;0;0;0;0;0
2020-06-11 11:45:00;22;8;9;11;11;5;4;3;24;0;0;0;0;0;0
2020-06-11 12:00:00;28;3;4;11;12;1;1;3;25;0;0;0;0;0;0
2020-06-11 12:15:00;33;10;8;14;14;12;12;2;27;0;0;0;0;0;0
2020-06-11 12:30:00;20;7;6;12;12;2;2;2;29;0;0;1;0;0;0
2020-06-11 12:45:00;31;9;9;17;19;13;8;1;28;0;0;0;1;0;0
2020-06-11 13:00:00;28;9;10;14;13;7;6;1;27;0;0;0;0;0;0
2020-06-11 13:15:00;29;11;13;6;5;7;7;0;29;0;0;1;0;0;0
2020-06-11 13:30:00;28;15;15;6;6;7;6;3;24;0;0;0;1;0;0
2020-06-11 13:45:00;30;17;16;13;13;8;8;1;32;0;0;0;0;0;0
2020-06-11 14:00:00;39;13;13;24;26;3;3;0;36;0;0;0;0;0;0
2020-06-11 14:15:00;47;17;16;18;18;9;9;1;29;0;0;6;1;0;0
2020-06-11 14:30:00;42;10;11;18;17;6;7;2;28;0;0;0;0;0;0
2020-06-11 14:45:00;50;13;14;16;18;11;10;2;34;0;0;0;1;0;0
2020-06-11 15:00:00;33;4;5;18;20;10;11;4;38;0;0;1;1;0;0
2020-06-11 15:15:00;40;12;13;19;21;13;14;4;22;0;0;0;1;0;0
2020-06-11 15:30:00;43;7;7;10;9;6;6;3;38;0;0;4;0;0;0
2020-06-11 15:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 16:00:00;38;12;13;11;11;4;5;1;19;0;0;1;0;0;0
2020-06-11 16:15:00;41;11;14;22;21;2;2;2;44;0;0;4;0;0;0
2020-06-11 16:30:00;43;27;29;23;24;10;10;2;32;0;0;1;1;0;0
2020-06-11 16:45:00;37;17;18;29;28;8;7;3;31;0;0;4;5;0;0
2020-06-11 17:00:00;35;12;14;9;8;10;9;4;40;0;0;9;0;0;0
2020-06-11 17:15:00;36;14;15;20;21;9;9;2;34;0;0;1;0;0;0
2020-06-11 17:30:00;48;13;12;18;18;5;5;1;36;0;0;1;1;0;0
2020-06-11 17:45:00;49;16;16;9;7;5;5;0;35;0;0;3;0;0;0
2020-06-11 18:00:00;45;18;18;14;15;4;4;1;29;0;0;4;2;0;0
2020-06-11 18:15:00;45;16;17;20;20;6;6;1;37;0;0;0;2;0;0
2020-06-11 18:30:00;32;17;16;15;13;6;6;3;38;0;0;2;3;0;0
2020-06-11 18:45:00;38;15;16;10;10;6;6;1;35;0;0;0;3;0;0
2020-06-11 19:00:00;22;13;13;10;10;8;8;1;19;0;0;0;3;0;0
2020-06-11 19:15:00;38;5;8;11;11;5;5;4;32;0;0;0;1;0;0
2020-06-11 19:30:00;27;10;7;6;7;9;9;3;28;0;0;0;2;0;0
2020-06-11 19:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-11 20:00:00;27;12;14;7;6;8;7;3;25;0;0;0;1;0;0
2020-06-11 20:15:00;34;12;13;9;9;5;6;2;30;0;0;0;0;0;0
2020-06-11 20:30:00;27;8;11;13;13;2;2;1;17;0;0;0;0;0;0
2020-06-11 20:45:00;26;15;18;13;11;6;6;0;24;0;0;0;0;0;0
2020-06-11 21:00:00;23;12;13;13;11;2;2;4;29;0;0;0;1;0;0
2020-06-11 21:15:00;4;1;1;1;1;0;0;0;7;0;0;0;0;0;0
2020-06-11 21:30:00;
2020-06-11 21:45:00;
2020-06-11 22:00:00;19;5;7;13;13;5;4;5;21;0;0;0;0;0;0
2020-06-11 22:15:00;15;6;6;8;8;2;2;1;13;0;0;0;0;0;0
2020-06-11 22:30:00;14;8;7;7;7;4;4;1;9;0;0;0;0;0;0
2020-06-11 23:00:00;8;6;6;6;5;3;2;1;8;0;0;0;0;0;0
2020-06-11 23:15:00;10;3;3;2;2;3;3;1;7;0;0;0;0;0;0
2020-06-11 23:30:00;15;4;5;4;4;2;3;0;7;0;0;0;0;0;0
2020-06-11 23:45:00;12;15;16;2;2;1;1;1;9;0;0;0;0;0;0
