DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-02-29 00:00:00;6;0;2;0;0;0;0;0;0
2020-02-29 00:15:00;11;0;0;0;0;0;0;0;0
2020-02-29 00:30:00;2;2;1;0;0;0;0;0;0
2020-02-29 00:45:00;3;0;0;0;0;0;0;0;0
2020-02-29 01:00:00;5;0;0;0;0;0;0;0;0
2020-02-29 01:15:00;2;0;1;0;0;0;0;0;0
2020-02-29 01:30:00;13;0;0;0;0;0;0;0;0
2020-02-29 01:45:00;0;0;0;0;0;0;0;0;0
2020-02-29 02:00:00;3;1;2;0;0;0;0;0;0
2020-02-29 02:15:00;5;1;1;0;0;0;0;0;0
2020-02-29 02:30:00;2;0;0;0;0;0;0;0;0
2020-02-29 02:45:00;0;0;0;0;0;0;0;0;0
2020-02-29 03:00:00;1;1;1;0;0;0;0;0;0
2020-02-29 03:15:00;0;0;1;0;0;0;0;0;0
2020-02-29 03:30:00;0;0;0;0;0;0;0;0;0
2020-02-29 03:45:00;1;0;1;0;0;0;0;0;0
2020-02-29 04:00:00;0;0;0;0;0;0;0;0;0
2020-02-29 04:15:00;1;0;0;0;0;0;0;0;0
2020-02-29 04:30:00;0;0;0;0;0;0;0;0;0
2020-02-29 04:45:00;2;0;0;0;0;0;0;0;0
2020-02-29 05:00:00;1;1;0;0;0;0;0;0;0
2020-02-29 05:15:00;0;0;0;0;0;0;0;0;0
2020-02-29 05:30:00;2;0;1;0;0;0;0;0;0
2020-02-29 05:45:00;0;0;1;0;0;0;0;0;0
2020-02-29 06:00:00;4;1;2;0;0;0;0;0;0
2020-02-29 06:15:00;0;1;0;0;0;0;0;0;0
2020-02-29 06:30:00;1;0;0;0;0;0;0;0;0
2020-02-29 06:45:00;2;0;1;0;0;0;0;0;0
2020-02-29 07:00:00;1;0;1;0;0;0;0;0;0
2020-02-29 07:15:00;6;1;1;0;0;0;0;0;0
2020-02-29 07:30:00;2;0;0;0;0;0;0;0;0
2020-02-29 07:45:00;4;0;3;1;0;0;1;0;0
2020-02-29 08:00:00;12;1;2;0;0;0;0;0;0
2020-02-29 08:15:00;13;3;4;0;2;0;5;0;0
2020-02-29 08:30:00;25;3;6;1;3;0;1;0;0
2020-02-29 08:45:00;24;3;8;0;1;2;1;0;0
2020-02-29 09:00:00;39;2;2;3;6;0;0;0;0
2020-02-29 09:15:00;49;10;11;5;5;1;1;0;2
2020-02-29 09:30:00;43;3;7;5;5;0;0;0;1
2020-02-29 09:45:00;44;7;13;4;2;0;4;0;0
2020-02-29 10:00:00;45;8;11;5;4;1;2;2;1
2020-02-29 10:15:00;54;6;6;1;3;0;2;0;0
2020-02-29 10:30:00;56;4;7;5;4;2;6;0;1
2020-02-29 10:45:00;73;8;12;3;3;3;3;11;2
2020-02-29 11:00:00;77;9;14;5;2;1;5;8;2
2020-02-29 11:15:00;68;8;13;5;7;1;3;1;0
