DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2020-06-19 00:00:00;8;8;10;5;4;1;1;6;0;3;0
2020-06-19 00:15:00;12;16;8;13;6;4;2;2;0;2;1
2020-06-19 00:30:00;17;22;14;12;7;1;0;6;0;4;1
2020-06-19 00:45:00;11;11;12;10;3;2;0;2;0;3;1
2020-06-19 01:00:00;11;13;7;8;10;1;2;3;0;2;2
2020-06-19 01:15:00;11;14;10;3;3;1;0;2;0;2;1
2020-06-19 01:30:00;14;15;12;5;4;1;1;1;0;2;2
2020-06-19 01:45:00;7;12;6;4;1;3;1;1;0;0;1
2020-06-19 02:00:00;16;17;8;5;3;3;2;2;0;2;3
2020-06-19 02:15:00;14;16;10;4;3;0;0;2;0;0;2
2020-06-19 02:30:00;9;7;10;5;4;2;1;3;0;0;0
2020-06-19 02:45:00;5;5;3;4;1;0;0;0;0;7;2
2020-06-19 03:00:00;9;10;8;11;1;2;1;1;0;2;1
2020-06-19 03:15:00;6;12;5;4;4;2;1;1;0;0;1
2020-06-19 03:30:00;9;10;4;5;4;2;2;0;0;1;0
2020-06-19 03:45:00;7;9;4;5;4;3;2;1;0;0;1
2020-06-19 04:00:00;14;16;10;6;4;0;0;1;0;0;0
2020-06-19 04:15:00;21;21;6;5;4;1;0;4;0;0;1
2020-06-19 04:30:00;14;15;7;9;1;3;0;4;0;2;1
2020-06-19 04:45:00;27;29;18;9;9;0;0;3;0;1;2
2020-06-19 05:00:00;41;42;31;16;11;6;0;9;0;5;8
2020-06-19 05:15:00;64;68;59;8;14;6;0;6;0;13;16
2020-06-19 05:30:00;92;100;80;23;20;9;3;24;0;19;27
2020-06-19 05:45:00;74;89;85;25;31;13;5;8;0;23;25
2020-06-19 06:00:00;78;94;85;44;24;7;2;20;0;18;22
2020-06-19 06:15:00;113;126;105;46;35;14;6;20;0;24;35
2020-06-19 06:30:00;154;163;146;53;50;23;5;26;0;33;41
2020-06-19 06:45:00;131;154;129;66;51;25;10;28;0;29;41
2020-06-19 07:00:00;130;153;159;75;61;22;9;20;0;33;58
2020-06-19 07:15:00;159;187;164;86;73;33;13;40;0;55;72
2020-06-19 07:30:00;136;155;157;112;95;21;18;31;0;41;61
2020-06-19 07:45:00;134;167;162;87;78;31;20;53;0;41;59
2020-06-19 08:00:00;121;146;138;95;61;20;16;35;0;34;56
2020-06-19 08:15:00;124;140;116;95;83;32;12;42;0;32;42
2020-06-19 08:30:00;115;143;113;94;63;26;14;31;0;34;39
2020-06-19 08:45:00;121;143;125;83;73;25;14;43;0;34;46
2020-06-19 09:00:00;120;153;121;68;61;22;10;33;0;36;40
2020-06-19 09:15:00;133;149;128;95;75;21;39;48;0;35;35
2020-06-19 09:30:00;129;153;119;85;73;19;5;49;0;33;52
2020-06-19 09:45:00;126;155;127;93;83;19;14;48;0;31;49
2020-06-19 10:00:00;153;181;147;85;80;22;14;50;0;32;31
2020-06-19 10:15:00;115;150;125;83;96;17;19;52;0;37;40
2020-06-19 10:30:00;122;151;115;89;86;23;13;44;0;37;40
2020-06-19 10:45:00;136;185;137;93;86;27;68;52;0;34;54
2020-06-19 11:00:00;141;179;141;121;109;17;9;54;0;26;38
2020-06-19 11:15:00;138;176;140;99;103;21;35;69;0;33;35
2020-06-19 11:30:00;116;149;119;110;85;23;13;56;0;25;32
2020-06-19 11:45:00;137;177;143;135;114;26;14;51;0;34;31
2020-06-19 12:00:00;142;172;159;166;137;20;10;76;0;40;45
2020-06-19 12:15:00;137;186;159;144;114;15;11;77;0;27;32
2020-06-19 12:30:00;127;170;147;153;116;13;6;60;0;32;46
2020-06-19 12:45:00;157;189;146;128;119;26;11;61;0;37;48
2020-06-19 13:00:00;159;202;157;125;126;20;12;69;0;38;41
2020-06-19 13:15:00;132;198;149;123;121;27;16;80;0;35;42
2020-06-19 13:30:00;144;186;142;135;115;61;7;73;0;42;44
2020-06-19 13:45:00;129;164;152;125;135;35;12;78;0;41;56
2020-06-19 14:00:00;130;168;115;135;120;20;8;84;0;37;56
2020-06-19 14:15:00;138;179;151;139;121;25;18;88;0;42;55
2020-06-19 14:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-19 14:45:00;141;186;161;120;136;33;8;68;0;39;41
2020-06-19 15:00:00;125;174;143;132;116;23;16;80;0;34;38
2020-06-19 15:15:00;132;191;138;131;142;20;9;70;0;29;36
2020-06-19 15:30:00;128;173;127;143;108;24;10;83;0;39;45
2020-06-19 15:45:00;134;189;156;144;105;19;14;76;0;41;44
2020-06-19 16:00:00;148;194;133;136;106;18;13;87;0;31;40
2020-06-19 16:15:00;129;167;125;106;108;18;4;54;0;28;32
2020-06-19 16:30:00;118;160;140;116;101;25;14;70;0;41;46
2020-06-19 16:45:00;138;178;143;118;137;25;19;60;0;33;37
2020-06-19 17:00:00;133;181;162;135;115;29;10;77;0;35;44
2020-06-19 17:15:00;118;170;133;125;117;19;12;85;0;35;39
2020-06-19 17:30:00;141;196;150;135;115;21;15;76;0;39;42
2020-06-19 17:45:00;148;193;144;115;113;25;14;68;0;42;39
2020-06-19 18:00:00;131;173;130;121;101;31;34;68;0;40;56
2020-06-19 18:15:00;112;151;120;100;93;20;11;66;0;32;29
2020-06-19 18:30:00;103;145;128;105;75;14;15;60;0;46;45
2020-06-19 18:45:00;97;138;111;96;70;23;14;50;0;32;29
2020-06-19 19:00:00;119;145;113;92;97;21;21;63;0;37;35
2020-06-19 19:15:00;103;136;91;75;73;16;19;54;0;31;20
2020-06-19 19:30:00;87;118;82;63;55;12;6;38;0;21;17
2020-06-19 19:45:00;90;117;80;78;61;20;14;40;0;43;35
2020-06-19 20:00:00;71;103;73;64;53;14;14;47;0;34;24
2020-06-19 20:15:00;77;109;64;63;47;16;9;44;0;18;20
2020-06-19 20:30:00;67;102;68;53;41;16;5;36;0;21;21
2020-06-19 20:45:00;71;95;66;52;49;20;10;22;0;30;22
2020-06-19 21:00:00;63;92;78;43;34;4;5;36;0;18;17
2020-06-19 21:15:00;70;93;71;38;33;39;2;28;0;18;17
2020-06-19 21:30:00;61;82;48;55;39;9;4;23;0;14;15
2020-06-19 21:45:00;57;76;55;44;42;6;8;17;0;20;14
2020-06-19 22:00:00;51;66;50;59;62;7;0;23;0;23;18
2020-06-19 22:15:00;54;78;49;45;37;5;4;34;0;10;15
2020-06-19 22:30:00;60;74;39;41;38;8;1;19;0;20;10
2020-06-19 22:45:00;34;53;36;31;25;7;3;13;0;17;21
2020-06-19 23:00:00;50;67;42;29;19;4;7;16;0;11;7
2020-06-19 23:15:00;36;50;36;28;26;11;16;13;0;6;7
2020-06-19 23:30:00;38;40;33;24;25;5;1;12;0;7;8
2020-06-19 23:45:00;26;40;23;20;16;2;3;7;0;12;13
