DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-06-26 00:00:00;1;7;5;3;4;2;5;4;4;1;0;0;0;0;0;0;0
2020-06-26 00:15:00;3;5;3;3;3;1;6;6;6;0;0;0;0;0;0;0;0
2020-06-26 00:30:00;3;3;2;2;2;1;7;5;8;1;0;0;0;0;0;0;0
2020-06-26 00:45:00;3;5;2;3;1;0;6;6;6;2;2;0;0;0;0;0;0
2020-06-26 01:00:00;0;1;1;0;1;0;6;7;7;1;0;0;0;0;0;0;0
2020-06-26 01:15:00;1;2;1;1;0;0;3;5;6;1;2;0;0;0;0;0;0
2020-06-26 01:30:00;2;0;0;0;0;0;3;3;3;0;0;0;0;0;0;0;0
2020-06-26 01:45:00;0;3;1;0;1;4;2;1;1;0;0;0;0;0;0;0;0
2020-06-26 02:00:00;2;2;1;1;0;0;2;2;2;0;0;0;0;0;0;0;0
2020-06-26 02:15:00;1;0;2;0;1;0;2;2;2;0;0;0;0;0;0;0;0
2020-06-26 02:30:00;0;1;0;0;1;0;4;3;4;1;2;0;0;0;0;0;0
2020-06-26 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-26 03:00:00;1;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-26 03:15:00;0;0;1;0;1;0;1;1;2;2;2;0;0;0;0;0;0
2020-06-26 03:30:00;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-26 03:45:00;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-26 04:00:00;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-06-26 04:15:00;2;2;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0
2020-06-26 04:30:00;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-26 04:45:00;2;2;0;0;0;0;2;3;3;0;0;0;0;0;0;0;0
2020-06-26 05:00:00;1;1;0;0;0;0;4;6;6;0;0;0;0;0;0;0;0
2020-06-26 05:15:00;5;0;2;1;1;0;13;21;22;0;0;0;0;0;0;0;0
2020-06-26 05:30:00;12;9;4;4;0;0;22;28;29;0;0;0;0;0;0;0;0
2020-06-26 05:45:00;25;15;0;1;13;3;9;16;18;0;0;0;0;0;0;0;0
2020-06-26 06:00:00;36;18;1;1;10;0;9;12;14;0;0;0;0;0;0;0;0
2020-06-26 06:15:00;16;9;2;2;1;2;9;22;22;0;0;0;0;0;0;0;0
2020-06-26 06:30:00;16;16;3;4;5;3;14;22;22;0;0;0;0;0;0;0;0
2020-06-26 06:45:00;32;16;1;6;4;5;14;26;26;0;0;0;0;0;0;0;0
