DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-06-19 00:00:00;3;5;3;2;2;1;3;6;6;1;0;0;0;0;0;0;0
2020-06-19 00:15:00;3;3;4;4;4;3;8;8;8;1;0;0;0;0;0;0;0
2020-06-19 00:30:00;3;4;1;1;2;0;9;8;9;0;0;0;0;0;0;0;0
2020-06-19 00:45:00;0;0;4;0;4;1;3;3;3;3;1;0;0;0;0;0;0
2020-06-19 01:00:00;3;6;0;0;0;0;6;6;7;0;0;0;0;0;0;0;0
2020-06-19 01:15:00;1;2;1;2;2;2;3;1;3;0;0;0;0;0;0;0;0
2020-06-19 01:30:00;1;1;0;0;0;0;2;3;3;0;0;0;0;0;0;0;0
2020-06-19 01:45:00;1;2;0;1;1;0;2;4;4;0;0;0;0;0;0;0;0
2020-06-19 02:00:00;1;1;2;0;2;0;1;0;1;0;0;0;0;0;0;0;0
2020-06-19 02:15:00;2;1;0;0;0;0;3;1;3;0;0;0;0;0;0;0;0
2020-06-19 02:30:00;0;1;2;0;2;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-19 02:45:00;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-06-19 03:00:00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-06-19 03:15:00;0;1;1;0;1;0;1;2;2;2;2;0;0;0;0;0;0
2020-06-19 03:30:00;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-19 03:45:00;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-19 04:00:00;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
2020-06-19 04:15:00;0;0;0;0;0;0;2;2;2;1;1;0;0;0;0;0;0
2020-06-19 04:30:00;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-19 04:45:00;2;1;0;0;0;0;3;3;3;0;0;0;0;0;0;0;0
2020-06-19 05:00:00;1;1;0;0;0;0;3;3;3;0;0;0;0;0;0;0;0
2020-06-19 05:15:00;3;2;0;0;0;0;2;4;4;0;0;0;0;0;0;0;0
2020-06-19 05:30:00;10;5;0;0;1;0;17;25;25;0;0;0;0;0;0;0;0
2020-06-19 05:45:00;16;12;1;3;1;0;9;17;17;0;0;0;0;0;0;0;0
2020-06-19 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-19 06:15:00;15;8;1;1;1;1;11;15;16;0;0;0;0;0;0;0;0
2020-06-19 06:30:00;14;13;4;6;3;4;16;24;25;1;0;0;0;0;0;0;0
2020-06-19 06:45:00;15;11;4;4;2;0;18;22;24;0;1;0;0;0;0;0;0
2020-06-19 07:00:00;38;19;3;1;2;0;24;38;38;1;1;0;0;0;0;0;0
2020-06-19 07:15:00;40;25;5;5;3;2;25;35;38;1;1;0;0;0;0;0;0
2020-06-19 07:30:00;43;26;3;3;5;1;28;31;35;1;0;1;0;0;0;0;0
2020-06-19 07:45:00;51;41;5;3;2;1;26;37;37;3;3;0;0;0;1;0;0
2020-06-19 08:00:00;42;28;4;4;4;8;24;33;37;0;0;0;0;0;0;0;0
2020-06-19 08:15:00;35;32;8;8;7;4;27;35;33;0;3;0;0;0;2;0;0
2020-06-19 08:30:00;39;32;14;11;10;5;22;30;29;1;0;1;0;0;0;0;0
2020-06-19 08:45:00;52;45;11;10;4;2;32;36;37;2;6;0;0;0;0;0;0
2020-06-19 09:00:00;52;55;13;9;8;5;28;33;38;3;4;0;0;0;0;0;0
2020-06-19 09:15:00;51;46;11;4;9;3;21;36;36;5;3;0;0;0;1;0;0
2020-06-19 09:30:00;50;69;18;8;7;7;41;41;44;9;6;3;0;0;1;0;0
2020-06-19 09:45:00;56;63;16;9;11;8;36;36;38;6;6;0;0;0;0;0;0
2020-06-19 10:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-19 10:15:00;59;53;31;14;11;8;44;62;65;12;10;2;0;0;1;0;0
2020-06-19 10:30:00;72;64;39;18;12;17;32;58;56;14;9;0;0;0;0;0;0
2020-06-19 10:45:00;57;58;44;17;14;10;53;61;58;13;6;2;0;0;1;0;0
2020-06-19 11:00:00;56;50;31;14;13;12;54;61;62;13;7;1;0;0;0;0;0
2020-06-19 11:15:00;58;60;33;17;16;16;52;61;59;11;10;2;0;0;0;0;0
2020-06-19 11:30:00;61;66;38;16;13;12;45;66;60;9;8;1;0;0;1;0;0
2020-06-19 11:45:00;48;59;26;11;11;10;44;67;69;11;11;0;0;0;0;0;0
2020-06-19 12:00:00;58;61;43;26;13;11;51;57;54;15;11;0;0;0;0;0;0
2020-06-19 12:15:00;73;58;47;24;15;16;50;62;64;16;11;0;0;0;0;0;0
2020-06-19 12:30:00;50;51;49;23;17;11;54;60;57;23;14;0;0;0;1;0;0
2020-06-19 12:45:00;70;64;41;22;15;12;38;56;58;13;6;7;0;0;0;0;0
2020-06-19 13:00:00;49;55;46;13;15;13;60;68;65;13;3;1;0;0;4;0;0
2020-06-19 13:15:00;66;50;41;21;15;15;51;65;63;16;6;2;0;0;9;0;0
2020-06-19 13:30:00;51;46;48;20;13;10;44;70;71;14;5;1;0;0;1;0;0
2020-06-19 13:45:00;54;63;51;21;17;12;41;55;57;15;7;0;0;0;1;0;0
2020-06-19 14:00:00;54;61;51;30;20;22;37;61;57;17;12;4;0;0;2;0;0
2020-06-19 14:15:00;67;66;46;22;18;14;49;56;60;16;10;3;0;0;3;0;0
2020-06-19 14:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-19 14:45:00;63;66;53;31;13;20;36;41;44;12;7;0;0;0;0;0;0
2020-06-19 15:00:00;76;72;42;15;12;14;35;57;58;9;6;1;0;0;0;0;0
2020-06-19 15:15:00;77;58;43;19;16;12;36;52;52;21;12;2;0;0;3;0;0
2020-06-19 15:30:00;80;59;49;22;16;17;45;55;52;14;10;1;0;0;3;0;0
2020-06-19 15:45:00;57;59;57;33;11;20;36;73;67;21;12;3;0;0;0;0;0
2020-06-19 16:00:00;53;63;63;30;19;14;49;67;68;22;12;7;0;0;0;0;0
2020-06-19 16:15:00;70;61;51;30;16;22;42;65;63;20;14;0;0;0;0;0;0
2020-06-19 16:30:00;61;58;46;25;16;12;44;68;67;24;8;1;0;0;0;0;0
2020-06-19 16:45:00;63;63;74;30;23;16;43;63;62;17;8;3;0;0;5;0;0
2020-06-19 17:00:00;59;54;60;30;15;21;43;63;60;28;22;0;0;0;3;0;0
2020-06-19 17:15:00;63;57;73;32;18;21;56;57;55;18;9;5;0;0;2;0;0
2020-06-19 17:30:00;54;65;66;35;16;24;52;67;64;19;12;2;0;0;0;0;0
2020-06-19 17:45:00;53;56;53;24;17;15;42;53;55;23;7;1;0;0;0;0;0
2020-06-19 18:00:00;66;67;53;28;16;19;46;56;55;21;10;3;0;0;2;0;0
2020-06-19 18:15:00;48;50;62;26;14;20;46;64;61;20;10;3;0;0;1;0;0
2020-06-19 18:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-19 18:45:00;44;51;57;33;22;20;35;55;48;13;5;0;0;0;1;0;0
2020-06-19 19:00:00;39;45;46;20;15;15;39;52;53;17;13;0;0;0;3;0;0
2020-06-19 19:15:00;28;43;59;33;13;20;21;32;34;18;10;0;0;0;0;0;0
2020-06-19 19:30:00;40;53;56;26;20;14;26;29;30;14;13;0;0;0;0;0;0
2020-06-19 19:45:00;21;35;61;25;23;26;20;33;33;18;9;0;0;0;0;0;0
2020-06-19 20:00:00;39;38;70;43;19;24;19;22;21;14;12;0;0;0;0;0;0
2020-06-19 20:15:00;19;30;50;23;19;20;13;17;14;3;0;0;0;0;0;0;0
2020-06-19 20:30:00;25;31;24;17;15;14;14;18;20;9;5;3;0;0;1;0;0
2020-06-19 20:45:00;14;31;21;15;9;9;17;14;16;2;1;1;0;0;0;0;0
2020-06-19 21:00:00;19;27;20;14;9;9;16;18;20;1;1;0;0;0;0;0;0
2020-06-19 21:15:00;18;21;22;10;12;9;19;15;18;2;0;0;0;0;0;0;0
2020-06-19 21:30:00;18;23;24;14;13;11;14;17;15;3;2;0;0;0;0;0;0
2020-06-19 21:45:00;16;19;30;16;18;8;16;34;36;7;4;1;0;0;0;0;0
2020-06-19 22:00:00;16;22;32;18;11;11;6;9;9;1;0;0;0;0;0;0;0
2020-06-19 22:15:00;13;14;26;17;14;9;13;23;24;5;2;1;0;0;0;0;0
2020-06-19 22:30:00;16;16;28;11;15;10;15;23;23;8;8;2;0;0;0;0;0
2020-06-19 22:45:00;9;18;27;21;14;12;9;17;18;9;6;0;0;0;0;0;0
2020-06-19 23:00:00;12;18;22;18;10;5;9;11;12;4;2;0;0;0;2;0;0
2020-06-19 23:15:00;10;16;14;14;13;6;8;12;12;9;7;0;0;0;0;0;0
2020-06-19 23:30:00;12;14;16;9;11;8;15;9;12;2;3;0;0;0;0;0;0
2020-06-19 23:45:00;14;18;18;12;14;9;7;11;12;5;3;0;0;0;0;0;0
