DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-08-20 00:00:00;6;4;1;5;14
2020-08-20 00:15:00;6;10;5;7;6
2020-08-20 00:30:00;4;3;3;9;12
2020-08-20 00:45:00;0;3;0;5;3
2020-08-20 01:00:00;5;6;4;6;2
2020-08-20 01:15:00;3;0;0;3;5
2020-08-20 01:30:00;1;3;3;0;2
2020-08-20 01:45:00;1;1;1;0;2
2020-08-20 02:00:00;1;2;2;4;7
2020-08-20 02:15:00;1;1;2;0;2
2020-08-20 02:30:00;2;4;2;3;3
2020-08-20 02:45:00;1;3;0;1;4
2020-08-20 03:00:00;3;3;1;2;1
2020-08-20 03:15:00;3;6;1;2;2
2020-08-20 03:30:00;2;3;1;2;2
2020-08-20 03:45:00;0;1;1;0;2
2020-08-20 04:00:00;5;5;0;1;1
2020-08-20 04:15:00;3;3;2;3;2
2020-08-20 04:30:00;2;1;3;2;5
2020-08-20 04:45:00;4;10;3;0;7
2020-08-20 05:00:00;8;22;3;10;19
2020-08-20 05:15:00;7;27;11;14;47
2020-08-20 05:30:00;19;39;10;29;62
2020-08-20 05:45:00;13;29;23;11;63
2020-08-20 06:00:00;28;42;18;21;53
2020-08-20 06:15:00;27;57;13;27;65
2020-08-20 06:30:00;36;51;26;21;60
2020-08-20 06:45:00;54;64;19;18;60
2020-08-20 07:00:00;58;48;21;17;64
2020-08-20 07:15:00;63;55;38;26;77
2020-08-20 07:30:00;80;67;26;32;90
2020-08-20 07:45:00;61;57;28;31;80
2020-08-20 08:00:00;56;54;25;21;63
2020-08-20 08:15:00;67;57;19;32;64
2020-08-20 08:30:00;79;57;21;20;57
2020-08-20 08:45:00;75;53;17;20;68
2020-08-20 09:00:00;70;57;26;19;39
2020-08-20 09:15:00;72;47;16;23;58
2020-08-20 09:30:00;91;47;16;16;60
2020-08-20 09:45:00;87;42;16;23;63
2020-08-20 10:00:00;85;40;19;18;58
2020-08-20 10:15:00;84;54;14;20;70
2020-08-20 10:30:00;91;50;19;19;82
2020-08-20 10:45:00;66;34;29;20;86
2020-08-20 11:00:00;72;32;18;18;66
2020-08-20 11:15:00;57;48;25;21;78
2020-08-20 11:30:00;69;44;21;22;86
2020-08-20 11:45:00;64;48;14;22;76
2020-08-20 12:00:00;89;43;31;32;94
2020-08-20 12:15:00;69;37;22;20;91
2020-08-20 12:30:00;32;38;25;23;93
2020-08-20 12:45:00;69;42;31;21;74
2020-08-20 13:00:00;72;46;26;20;81
2020-08-20 13:15:00;63;34;33;26;87
2020-08-20 13:30:00;85;33;24;16;89
2020-08-20 13:45:00;94;43;30;26;74
2020-08-20 14:00:00;94;39;40;22;99
2020-08-20 14:15:00;115;34;57;42;78
2020-08-20 14:30:00;95;40;33;18;87
2020-08-20 14:45:00;105;30;34;23;91
2020-08-20 15:00:00;102;34;44;29;90
2020-08-20 15:15:00;108;31;39;22;78
2020-08-20 15:30:00;86;38;46;27;122
2020-08-20 15:45:00;96;44;38;24;112
2020-08-20 16:00:00;87;28;29;15;78
2020-08-20 16:15:00;87;40;32;21;80
2020-08-20 16:30:00;119;45;45;35;111
2020-08-20 16:45:00;94;36;25;21;100
2020-08-20 17:00:00;89;51;33;18;111
2020-08-20 17:15:00;82;30;29;18;73
2020-08-20 17:30:00;82;30;30;12;75
2020-08-20 17:45:00;80;37;36;24;91
2020-08-20 18:00:00;72;40;24;20;83
2020-08-20 18:15:00;72;27;25;13;71
2020-08-20 18:30:00;62;30;24;17;58
2020-08-20 18:45:00;48;35;18;18;57
2020-08-20 19:00:00;45;43;17;14;61
2020-08-20 19:15:00;41;31;16;14;60
2020-08-20 19:30:00;40;30;15;16;57
2020-08-20 19:45:00;39;29;12;11;54
2020-08-20 20:00:00;37;34;18;15;59
2020-08-20 20:15:00;25;24;16;17;40
2020-08-20 20:30:00;24;24;10;15;34
2020-08-20 20:45:00;24;29;14;13;37
2020-08-20 21:00:00;27;22;10;11;36
2020-08-20 21:15:00;31;17;8;21;41
2020-08-20 21:30:00;22;24;17;17;29
2020-08-20 21:45:00;23;14;14;10;23
2020-08-20 22:00:00;13;14;10;4;21
2020-08-20 22:15:00;6;18;12;11;26
2020-08-20 22:30:00;12;9;7;9;16
2020-08-20 22:45:00;11;10;7;8;19
2020-08-20 23:00:00;8;9;12;8;21
2020-08-20 23:15:00;8;17;13;8;12
2020-08-20 23:30:00;10;3;4;1;4
2020-08-20 23:45:00;13;10;4;7;7
