DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-03-13 00:00:00;3;4;7;3;3;1;7;4;5;0;0;0;0;0;0;0;0
2020-03-13 00:15:00;1;6;2;1;4;1;5;3;4;0;0;0;0;0;0;0;0
2020-03-13 00:30:00;2;2;6;6;4;4;1;2;2;0;0;0;0;0;0;0;0
2020-03-13 00:45:00;2;4;6;3;7;3;2;0;2;0;0;0;0;0;0;0;0
2020-03-13 01:00:00;0;2;5;0;5;0;4;2;3;1;1;0;0;0;0;0;0
2020-03-13 01:15:00;1;1;2;0;2;1;2;2;3;0;0;0;0;0;0;0;0
2020-03-13 01:30:00;1;1;0;0;1;0;2;1;2;0;0;0;0;0;0;0;0
2020-03-13 01:45:00;0;1;2;0;1;1;2;2;2;1;0;0;0;0;0;0;0
2020-03-13 02:00:00;2;3;2;0;1;0;3;1;3;0;0;0;0;0;0;0;0
2020-03-13 02:15:00;2;2;2;1;1;0;2;1;2;0;0;0;0;0;0;0;0
2020-03-13 02:30:00;2;3;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0
2020-03-13 02:45:00;3;5;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0
2020-03-13 03:00:00;1;0;2;0;2;1;0;0;0;1;1;0;0;0;0;0;0
2020-03-13 03:15:00;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-13 03:30:00;0;0;2;0;2;0;0;1;1;2;2;0;0;0;0;0;0
2020-03-13 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-13 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-13 04:15:00;0;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0
2020-03-13 04:30:00;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0
2020-03-13 04:45:00;3;3;0;0;1;1;6;8;10;0;0;0;0;0;0;0;0
2020-03-13 05:00:00;2;3;1;2;3;1;11;14;14;0;0;0;0;0;0;0;0
2020-03-13 05:15:00;4;8;0;2;0;2;22;32;33;0;0;0;0;0;0;0;0
2020-03-13 05:30:00;16;8;3;2;0;1;23;36;40;0;0;0;0;0;0;0;0
2020-03-13 05:45:00;34;31;1;1;2;2;14;19;19;0;0;0;0;0;0;0;0
2020-03-13 06:00:00;34;27;1;3;1;0;13;23;25;0;0;0;0;0;0;0;0
2020-03-13 06:15:00;17;7;1;4;3;3;14;22;25;1;0;0;0;0;0;0;0
2020-03-13 06:30:00;16;6;4;6;4;1;21;37;37;0;1;0;0;0;0;0;0
2020-03-13 06:45:00;19;9;3;9;5;3;28;52;56;0;0;0;0;0;1;0;0
2020-03-13 07:00:00;28;14;5;3;2;1;25;40;42;0;0;0;0;0;0;0;0
2020-03-13 07:15:00;37;19;5;4;2;1;31;51;56;0;0;0;0;0;0;0;0
2020-03-13 07:30:00;64;29;4;5;2;3;33;39;43;0;0;0;0;0;0;0;0
2020-03-13 07:45:00;60;40;5;2;4;2;33;52;55;2;1;0;0;0;1;0;0
2020-03-13 08:00:00;40;35;8;9;8;3;30;45;49;3;1;1;0;0;0;0;0
2020-03-13 08:15:00;38;42;12;11;6;6;18;30;33;2;2;2;0;0;0;0;0
2020-03-13 08:30:00;42;37;10;7;5;6;27;41;40;4;4;0;0;0;0;0;0
2020-03-13 08:45:00;53;63;14;10;7;7;18;29;34;2;0;0;0;0;0;0;0
2020-03-13 09:00:00;43;48;16;15;8;11;21;30;31;4;2;0;0;0;0;0;0
2020-03-13 09:15:00;59;58;12;13;12;9;23;35;38;6;5;1;0;0;1;0;0
2020-03-13 09:30:00;59;52;28;10;15;6;31;46;45;5;2;0;0;0;0;0;0
2020-03-13 09:45:00;56;56;33;17;15;9;37;53;53;8;2;0;0;0;0;0;0
2020-03-13 10:00:00;53;57;26;14;13;9;38;52;54;8;4;3;0;0;0;0;0
2020-03-13 10:15:00;47;46;41;17;21;8;37;56;52;12;7;0;0;0;3;0;0
2020-03-13 10:30:00;51;62;33;17;17;12;49;63;65;10;3;0;0;0;1;0;0
2020-03-13 10:45:00;59;49;56;29;11;15;41;51;50;13;10;0;0;0;1;0;0
2020-03-13 11:00:00;36;50;31;19;15;15;41;47;46;10;6;0;0;0;0;0;0
2020-03-13 11:15:00;50;44;37;22;15;10;38;50;52;6;6;0;0;0;0;0;0
2020-03-13 11:30:00;59;40;43;21;14;15;51;58;56;16;9;2;0;0;0;0;0
2020-03-13 11:45:00;51;58;50;29;18;15;41;50;49;11;10;0;0;0;0;0;0
2020-03-13 12:00:00;70;60;48;25;17;15;33;56;57;14;9;1;0;0;0;0;0
2020-03-13 12:15:00;54;62;60;20;22;19;46;55;51;11;11;0;0;0;3;0;0
2020-03-13 12:30:00;44;45;45;27;14;13;29;55;52;15;10;0;0;0;1;0;0
2020-03-13 12:45:00;45;44;33;18;12;11;33;48;47;12;10;0;0;0;2;0;0
2020-03-13 13:00:00;45;43;38;16;13;11;31;39;42;7;4;1;0;0;2;0;0
2020-03-13 13:15:00;44;44;39;23;12;15;22;38;36;9;3;0;0;0;1;0;0
2020-03-13 13:30:00;57;61;49;26;12;12;42;61;60;10;7;4;0;0;0;0;0
2020-03-13 13:45:00;67;73;46;24;17;13;35;54;52;11;10;2;0;0;1;0;0
2020-03-13 14:00:00;66;66;50;30;16;18;32;46;49;10;7;7;0;0;0;0;0
2020-03-13 14:15:00;68;77;44;26;14;14;27;37;34;14;5;1;0;0;0;0;0
2020-03-13 14:30:00;69;66;37;20;11;11;28;34;35;10;7;1;0;0;0;0;0
2020-03-13 14:45:00;55;54;27;21;9;9;28;38;39;11;5;0;0;0;4;0;0
2020-03-13 15:00:00;63;63;48;27;13;15;39;60;56;17;11;2;0;0;11;0;0
2020-03-13 15:15:00;77;90;49;38;19;26;33;62;58;19;6;2;0;0;1;0;0
2020-03-13 15:30:00;64;66;45;24;16;12;29;41;41;17;7;0;0;0;1;0;0
2020-03-13 15:45:00;74;86;56;23;16;15;35;62;61;12;10;1;0;0;6;0;0
