DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-03-27 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 00:15:00;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0
2020-03-27 00:30:00;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 00:45:00;1;1;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0
2020-03-27 01:00:00;1;0;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 01:15:00;1;1;1;0;1;0;1;3;3;0;0;0;0;0;0;0;0
2020-03-27 01:30:00;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 01:45:00;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 02:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 03:00:00;0;0;1;0;1;0;1;1;1;2;2;0;0;0;0;0;0
2020-03-27 03:15:00;0;1;1;0;2;0;1;1;1;0;0;0;0;0;0;0;0
2020-03-27 03:30:00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-03-27 03:45:00;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
2020-03-27 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 04:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 04:30:00;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-03-27 04:45:00;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0
2020-03-27 05:00:00;3;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0
2020-03-27 05:15:00;2;2;0;0;0;0;4;5;5;0;0;0;0;0;0;0;0
2020-03-27 05:30:00;7;6;0;0;0;0;5;10;11;0;0;0;0;0;0;0;0
2020-03-27 05:45:00;8;4;0;0;0;0;7;17;17;0;0;0;0;0;0;0;0
2020-03-27 06:00:00;12;11;0;0;0;0;6;12;12;0;0;0;0;0;0;0;0
2020-03-27 06:15:00;7;7;1;2;3;2;5;14;14;0;0;0;0;0;0;0;0
2020-03-27 06:30:00;6;8;0;0;0;0;5;15;17;0;0;0;0;0;0;0;0
2020-03-27 06:45:00;13;7;8;4;9;5;9;8;13;0;0;0;0;0;0;0;0
2020-03-27 07:00:00;8;10;0;2;0;2;12;13;15;0;0;0;0;0;0;0;0
2020-03-27 07:15:00;23;8;1;0;2;0;11;12;13;0;0;0;0;0;0;0;0
2020-03-27 07:30:00;24;20;7;4;1;0;10;16;17;0;0;0;0;0;0;0;0
2020-03-27 07:45:00;26;23;2;3;2;3;12;20;21;1;1;0;0;0;0;0;0
2020-03-27 08:00:00;20;21;5;5;2;3;18;19;23;0;0;0;0;0;0;0;0
2020-03-27 08:15:00;20;10;1;2;0;2;15;16;18;0;0;0;0;0;0;0;0
2020-03-27 08:30:00;17;10;4;5;2;3;12;18;16;0;0;0;0;0;0;0;0
2020-03-27 08:45:00;22;18;9;5;6;5;16;20;23;1;1;0;0;0;0;0;0
2020-03-27 09:00:00;20;21;12;7;5;3;14;17;19;1;1;0;0;0;0;0;0
2020-03-27 09:15:00;18;27;5;2;5;3;15;25;27;0;0;0;0;0;0;0;0
2020-03-27 09:30:00;18;22;6;6;5;4;14;19;20;2;2;0;0;0;0;0;0
