DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-03-02 00:00:00;11;2;0;0;4;5;2
2020-03-02 00:15:00;7;3;0;2;3;10;5
2020-03-02 00:30:00;3;0;0;1;2;6;3
2020-03-02 00:45:00;6;3;0;1;1;9;2
2020-03-02 01:00:00;3;0;0;1;1;7;2
2020-03-02 01:15:00;2;1;0;0;0;1;2
2020-03-02 01:30:00;3;1;0;0;2;11;4
2020-03-02 01:45:00;11;4;0;1;3;11;1
2020-03-02 02:00:00;2;3;0;1;1;2;0
2020-03-02 02:15:00;4;4;0;0;0;2;0
2020-03-02 02:30:00;4;2;0;3;3;4;2
2020-03-02 02:45:00;7;5;1;1;3;2;2
2020-03-02 03:00:00;5;1;0;1;1;2;1
2020-03-02 03:15:00;6;4;0;0;0;6;1
2020-03-02 03:30:00;3;3;0;0;1;7;3
2020-03-02 03:45:00;5;5;1;0;2;9;2
2020-03-02 04:00:00;5;4;1;1;3;10;2
2020-03-02 04:15:00;9;10;0;6;6;17;8
2020-03-02 04:30:00;17;19;0;3;5;29;14
2020-03-02 04:45:00;13;13;1;6;10;48;22
2020-03-02 05:00:00;26;20;0;7;9;80;60
2020-03-02 05:15:00;40;44;0;11;18;137;138
2020-03-02 05:30:00;61;49;2;10;13;119;124
2020-03-02 05:45:00;55;52;7;4;18;139;129
2020-03-02 06:00:00;76;73;8;11;25;127;133
2020-03-02 06:15:00;76;84;2;9;22;148;165
2020-03-02 06:30:00;66;94;5;6;27;166;174
2020-03-02 06:45:00;76;98;6;10;27;165;194
2020-03-02 07:00:00;68;85;2;11;49;181;191
2020-03-02 07:15:00;102;65;6;17;35;194;218
2020-03-02 07:30:00;81;80;2;22;42;169;193
2020-03-02 07:45:00;85;79;6;15;43;171;203
2020-03-02 08:00:00;61;84;6;15;35;145;154
2020-03-02 08:15:00;68;72;8;16;32;162;180
2020-03-02 08:30:00;66;83;9;15;32;120;137
2020-03-02 08:45:00;94;75;7;16;39;129;146
2020-03-02 09:00:00;102;65;8;14;30;117;137
2020-03-02 09:15:00;89;67;5;14;30;111;100
2020-03-02 09:30:00;103;61;6;19;31;119;119
2020-03-02 09:45:00;96;50;4;15;39;97;104
2020-03-02 10:00:00;100;64;9;11;38;115;105
2020-03-02 10:15:00;114;59;4;9;23;104;103
2020-03-02 10:30:00;108;70;4;22;30;79;59
2020-03-02 10:45:00;96;52;4;16;34;71;70
2020-03-02 11:00:00;99;56;6;11;18;56;57
2020-03-02 11:15:00;87;58;3;15;28;92;87
2020-03-02 11:30:00;104;69;8;15;33;87;90
2020-03-02 11:45:00;114;72;6;20;28;84;69
2020-03-02 12:00:00;127;76;11;24;30;82;76
2020-03-02 12:15:00;118;85;2;18;30;81;86
2020-03-02 12:30:00;121;63;7;20;37;84;89
2020-03-02 12:45:00;96;83;5;16;30;90;90
2020-03-02 13:00:00;112;99;10;18;39;115;129
2020-03-02 13:15:00;102;78;7;17;24;118;140
2020-03-02 13:30:00;141;90;7;19;43;126;136
2020-03-02 13:45:00;147;86;5;12;32;114;121
2020-03-02 14:00:00;155;112;9;11;32;105;101
2020-03-02 14:15:00;175;164;11;30;52;85;84
2020-03-02 14:30:00;222;206;6;20;46;96;88
2020-03-02 14:45:00;186;168;6;15;32;98;99
2020-03-02 15:00:00;182;151;8;19;41;78;79
2020-03-02 15:15:00;181;150;3;18;37;74;69
2020-03-02 15:30:00;192;174;11;26;44;99;106
2020-03-02 15:45:00;208;179;8;13;29;91;100
2020-03-02 16:00:00;195;166;3;23;40;84;92
2020-03-02 16:15:00;193;184;5;13;39;101;112
2020-03-02 16:30:00;183;203;8;17;33;98;109
2020-03-02 16:45:00;182;202;8;25;41;102;107
2020-03-02 17:00:00;218;193;9;23;49;101;122
2020-03-02 17:15:00;180;197;7;17;41;108;115
2020-03-02 17:30:00;197;193;7;15;31;97;112
2020-03-02 17:45:00;166;167;12;13;45;96;98
2020-03-02 18:00:00;142;134;5;13;33;96;81
2020-03-02 18:15:00;161;150;6;19;34;73;78
2020-03-02 18:30:00;119;133;9;18;33;83;73
2020-03-02 18:45:00;103;100;7;9;31;90;75
2020-03-02 19:00:00;92;79;8;9;29;68;71
2020-03-02 19:15:00;74;61;0;10;29;69;64
2020-03-02 19:30:00;72;49;3;4;11;51;41
2020-03-02 19:45:00;75;43;3;4;12;40;36
2020-03-02 20:00:00;64;49;10;3;20;49;44
2020-03-02 20:15:00;70;34;4;11;17;49;36
2020-03-02 20:30:00;38;25;4;9;19;42;30
2020-03-02 20:45:00;45;28;3;6;19;71;58
2020-03-02 21:00:00;49;36;3;7;20;103;101
2020-03-02 21:15:00;47;19;6;12;18;79;78
2020-03-02 21:30:00;46;25;5;9;13;40;33
2020-03-02 21:45:00;118;56;4;7;14;37;20
2020-03-02 22:00:00;158;114;4;10;18;40;24
2020-03-02 22:15:00;109;66;3;8;16;34;19
2020-03-02 22:30:00;37;22;2;7;15;23;14
2020-03-02 22:45:00;28;11;2;4;12;23;6
2020-03-02 23:00:00;15;4;2;3;10;15;7
2020-03-02 23:15:00;22;9;0;3;7;7;6
2020-03-02 23:30:00;9;4;1;6;8;23;7
2020-03-02 23:45:00;16;3;0;2;3;12;4
