DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-04-12 00:00:00;5;3;1;1;2;3;2
2020-04-12 00:15:00;4;1;0;2;2;2;2
2020-04-12 00:30:00;7;1;0;1;2;2;2
2020-04-12 00:45:00;5;2;0;0;2;8;2
2020-04-12 01:00:00;5;3;0;4;3;5;1
2020-04-12 01:15:00;5;3;0;0;0;4;3
2020-04-12 01:30:00;4;2;1;3;6;3;0
2020-04-12 01:45:00;2;1;0;0;0;5;4
2020-04-12 02:00:00;1;1;0;0;0;2;1
2020-04-12 02:15:00;3;2;0;0;0;1;0
2020-04-12 02:30:00;3;1;0;0;1;3;0
2020-04-12 02:45:00;2;1;0;2;1;1;0
2020-04-12 03:00:00;0;0;0;0;0;2;1
2020-04-12 03:15:00;1;1;0;0;0;1;1
2020-04-12 03:30:00;2;0;0;0;0;1;1
2020-04-12 03:45:00;1;0;0;0;0;1;0
2020-04-12 04:00:00;2;0;0;0;0;0;1
2020-04-12 04:15:00;1;0;0;0;0;0;0
2020-04-12 04:30:00;1;1;0;0;0;0;0
2020-04-12 04:45:00;1;0;0;0;0;2;0
2020-04-12 05:00:00;3;2;0;0;0;3;2
2020-04-12 05:15:00;5;0;0;0;0;3;2
2020-04-12 05:30:00;3;0;0;1;1;8;8
2020-04-12 05:45:00;7;2;0;2;2;10;2
2020-04-12 06:00:00;7;4;0;1;0;5;1
2020-04-12 06:15:00;6;3;1;2;1;6;2
2020-04-12 06:30:00;6;1;0;1;0;1;1
2020-04-12 06:45:00;5;4;0;1;0;4;2
2020-04-12 07:00:00;5;3;0;1;1;2;0
2020-04-12 07:15:00;9;4;0;0;1;8;1
2020-04-12 07:30:00;9;2;0;0;0;3;0
2020-04-12 07:45:00;6;3;1;0;1;7;1
2020-04-12 08:00:00;7;3;0;1;1;5;0
2020-04-12 08:15:00;13;4;0;0;0;8;2
2020-04-12 08:30:00;15;4;0;2;3;8;2
2020-04-12 08:45:00;18;1;0;1;3;15;5
2020-04-12 09:00:00;10;6;1;2;4;8;3
2020-04-12 09:15:00;10;8;3;0;5;13;14
2020-04-12 09:30:00;12;13;0;4;5;11;2
2020-04-12 09:45:00;20;9;2;4;8;16;6
2020-04-12 10:00:00;27;9;3;3;7;15;4
2020-04-12 10:15:00;14;6;0;5;10;11;3
2020-04-12 10:30:00;19;7;0;5;10;14;5
2020-04-12 10:45:00;16;13;2;1;7;21;6
2020-04-12 11:00:00;23;11;1;1;9;24;8
2020-04-12 11:15:00;31;10;2;5;14;20;2
2020-04-12 11:30:00;24;9;2;8;11;20;7
2020-04-12 11:45:00;19;15;1;7;10;24;11
2020-04-12 12:00:00;25;11;0;3;5;17;3
2020-04-12 12:15:00;26;5;0;6;11;22;13
2020-04-12 12:30:00;30;23;3;4;11;19;12
2020-04-12 12:45:00;25;10;2;1;11;22;9
2020-04-12 13:00:00;28;13;2;2;9;20;15
2020-04-12 13:15:00;32;16;2;6;5;17;12
2020-04-12 13:30:00;27;10;1;3;9;23;13
2020-04-12 13:45:00;37;22;6;10;12;22;14
2020-04-12 14:00:00;19;10;0;7;11;27;13
2020-04-12 14:15:00;40;22;0;9;12;35;11
2020-04-12 14:30:00;33;20;5;8;11;19;12
2020-04-12 14:45:00;38;21;2;11;11;16;8
2020-04-12 15:00:00;30;12;4;10;17;20;14
2020-04-12 15:15:00;37;14;1;4;12;31;7
2020-04-12 15:30:00;26;14;3;7;10;28;12
2020-04-12 15:45:00;23;16;4;9;15;18;1
2020-04-12 16:00:00;22;16;3;4;7;24;9
2020-04-12 16:15:00;32;8;1;12;18;33;16
2020-04-12 16:30:00;26;11;3;11;18;21;10
2020-04-12 16:45:00;40;15;3;14;21;28;9
2020-04-12 17:00:00;28;9;3;8;12;25;13
2020-04-12 17:15:00;30;17;4;5;16;35;16
2020-04-12 17:30:00;26;15;0;12;15;16;12
2020-04-12 17:45:00;29;9;3;7;12;31;12
2020-04-12 18:00:00;29;14;1;2;8;25;16
2020-04-12 18:15:00;35;17;2;13;19;22;14
2020-04-12 18:30:00;31;12;2;6;13;19;3
2020-04-12 18:45:00;39;14;2;13;18;21;14
2020-04-12 19:00:00;20;6;0;9;17;16;4
2020-04-12 19:15:00;25;13;5;12;27;19;11
2020-04-12 19:30:00;16;13;2;10;17;21;10
2020-04-12 19:45:00;31;15;2;10;14;21;9
2020-04-12 20:00:00;21;17;1;4;9;26;12
2020-04-12 20:15:00;20;11;1;9;10;26;8
2020-04-12 20:30:00;13;6;1;6;7;18;8
2020-04-12 20:45:00;24;8;1;5;6;15;10
2020-04-12 21:00:00;19;5;1;5;6;16;10
2020-04-12 21:15:00;17;15;2;3;9;23;13
2020-04-12 21:30:00;23;5;1;5;6;8;5
2020-04-12 21:45:00;12;7;4;4;7;13;5
2020-04-12 22:00:00;20;8;0;0;1;6;5
2020-04-12 22:15:00;15;6;2;1;3;15;4
2020-04-12 22:30:00;7;2;0;4;4;7;4
2020-04-12 22:45:00;8;0;0;2;2;9;1
2020-04-12 23:00:00;15;4;0;3;4;6;3
2020-04-12 23:15:00;6;1;0;4;4;15;4
2020-04-12 23:30:00;6;0;0;0;1;4;0
2020-04-12 23:45:00;2;2;1;1;3;9;4
